,Date,TSLA,PDR,VAR,AVG,VAR70,VAR85,VAR99
238,12/10/2020,209.023331,0.036689588,0.003298444,0.008344985,196.78066861430378,191.08098997437915,177.4394064124772
239,12/11/2020,203.330002,-0.027615593,0.003290031,0.008194522,204.16885634820173,198.28467646606984,184.08665966356568
240,12/14/2020,213.276672,0.047759968,0.003282818,0.008359378,198.58522275751548,192.82182412724237,179.04718465485948
241,12/15/2020,211.083328,-0.010337277,0.003270641,0.008281799,208.3748056377636,202.36991222046862,187.96921486091915
242,12/16/2020,207.589996,-0.016688014,0.003259692,0.008178618,206.21113599356488,200.25560774068987,186.04114818320997
243,12/17/2020,218.633331,0.051831078,0.003254087,0.008358257,202.812632323062,196.9646352280115,182.954942896607
244,12/18/2020,231.666672,0.057903541,0.00325077,0.008561312,213.6231997249815,207.47307490687228,192.82701580811295
245,12/21/2020,216.619995,-0.067154937,0.003260805,0.008252266,226.39689566874597,219.89480454899257,204.33153577382987
246,12/22/2020,213.446671,-0.014757626,0.003249694,0.00815873,211.61457883973017,205.51313894700843,190.9039366831609
247,12/23/2020,215.32666,0.008769207,0.003236538,0.008161201,208.50458047268592,202.5200039286302,188.14856238049734
248,12/24/2020,220.589996,0.024149533,0.003224514,0.00822567,210.38393652500523,204.36795672559555,189.9807411549676
249,12/28/2020,221.229996,0.002897109,0.003211678,0.008204271,215.54941462163404,209.3534466657327,194.616125235066
250,12/29/2020,221.996674,0.003459534,0.003198921,0.008185292,216.19521070211547,210.00084541830134,195.17792421383632
251,12/30/2020,231.593338,0.04232058,0.0031908,0.008321289,216.91054477089077,210.7070545107846,195.84316616158014
252,12/31/2020,235.223328,0.015552415,0.003178345,0.008349984,226.31008514104255,219.8860726282131,204.48497875531578
253,1/4/2021,243.256668,0.033581738,0.003168289,0.008449714,229.91971408101085,223.36620466858193,207.65940029186874
254,1/5/2021,245.036667,0.007290728,0.003155821,0.008445151,237.78824866835865,231.0395041495559,214.83687102778939
255,1/6/2021,251.993332,0.027994766,0.003144938,0.008521816,239.53694012544128,232.74219820055455,216.49390988654375
256,1/7/2021,272.013336,0.076448468,0.003150606,0.008787155,246.3998196348201,239.39034276546445,222.68492802444297
257,1/8/2021,293.339996,0.075481238,0.003155587,0.009046665,266.0799356734983,258.48130398090035,240.4716674787686
258,1/11/2021,270.396667,-0.081442314,0.003174971,0.008695932,286.98261862259744,278.83104422693464,259.3862148127909
259,1/12/2021,283.146667,0.046075003,0.003168086,0.008840253,264.40767026582984,256.90535074477685,238.9525205869998
260,1/13/2021,284.803345,0.005833903,0.003155935,0.00882869,276.8882801291199,269.0084361926596,250.19509669991896
261,1/14/2021,281.666656,-0.011074624,0.003145356,0.008752432,278.5241608995794,270.6227727055265,251.71814001022335
262,1/15/2021,275.386658,-0.022548162,0.003137076,0.008632964,275.4864078264462,267.69232944412346,248.96474225918956
263,1/19/2021,281.516663,0.0220155,0.003125826,0.008683849,269.2971647397227,261.7007079891008,243.43329000100965
264,1/20/2021,283.483337,0.006961706,0.003113997,0.008677325,275.3397992042786,267.55455338257264,248.96476879422545
265,1/21/2021,281.66333,-0.006440853,0.003103105,0.008620276,277.31932410628116,269.47791094978027,250.76367345734772
266,1/22/2021,282.213318,0.001950739,0.003091606,0.008595202,275.50674708224716,267.7561220380679,249.15614442577603
267,1/25/2021,293.600006,0.039555085,0.003083604,0.008711157,276.024180946701,268.30918879132815,249.74164840176226
268,1/26/2021,294.363342,0.002596544,0.003072237,0.008688341,287.2407031346037,279.18667760335074,259.95765867888514
269,1/27/2021,288.053345,-0.021669173,0.003064229,0.008575488,287.9459835094528,279.9038663545546,260.6105600777456
