,Date,PSX,PDR,VAR,AVG,VAR70,VAR85,VAR99
197,10/13/2020,51.27,-0.041827906,0.001935909,-0.003975519,51.99125962105131,50.83129979762476,48.03516279351529
198,10/14/2020,52.080002,0.015675251,0.001928072,-0.003876272,49.85362621622296,48.741634736650525,46.05745453697534
199,10/15/2020,52.509998,0.008222553,0.001919115,-0.003815474,50.64723599669287,49.522425533931724,46.79521436487055
200,10/16/2020,50.580002,-0.037447309,0.001915146,-0.003983633,51.07259918872899,49.94087151279328,47.2038739105009
201,10/19/2020,48.950001,-0.032756891,0.001909717,-0.004126784,49.1882787006824,48.098240041631705,45.464282592998565
202,10/20/2020,49.59,0.012989811,0.001901706,-0.004042048,47.59953168903107,46.54666165632024,43.99253631453838
203,10/21/2020,48.720001,-0.017699557,0.001893252,-0.004109327,48.22453071706253,47.16431310147665,44.597175009331636
204,10/22/2020,50.009998,0.026133302,0.001888433,-0.003961079,47.380174347648826,46.33471929670817,43.796644620073735
205,10/23/2020,50.48,0.009354273,0.001880082,-0.003896126,48.64585098824059,47.577706339385664,44.96821450834808
206,10/26/2020,48.139999,-0.047463807,0.001880125,-0.004107619,49.107129984278984,48.02824723784126,45.42018404351062
207,10/27/2020,47.07,-0.022477556,0.001872664,-0.004196363,46.81771896096495,45.79277414147666,43.310633969210265
208,10/28/2020,44.220001,-0.062458657,0.001879902,-0.00447647,45.77288128549866,44.771930040617384,42.33231709608823
209,10/29/2020,45.98,0.039029321,0.00187992,-0.004268308,42.989473439918086,42.04761024735913,39.76655875135026
210,10/30/2020,46.66,0.014680747,0.00187267,-0.004178075,44.712890087944466,43.73016725207176,41.34537560176621
211,11/2/2020,47.959999,0.027480043,0.001868522,-0.004028036,45.37836470295947,44.383774709204786,41.98493561465145
212,11/3/2020,47.52,-0.009216634,0.001859835,-0.004052511,46.654603101911576,45.6353858182292,43.15603342078828
213,11/4/2020,47.919998,0.008382237,0.001851826,-0.003994132,46.229206214398076,45.21934258194433,42.76135844319182
214,11/5/2020,48.189999,0.005618598,0.001843602,-0.003949212,46.62121653090363,45.60078553191004,43.14108097394215
215,11/6/2020,46.68,-0.031835702,0.001838628,-0.004078917,46.890640947039536,45.86960658514054,43.39031321605316
216,11/9/2020,57.029999,0.20026162,0.002022531,-0.003132896,45.411948252015044,44.42645286715587,42.02614810749107
217,11/10/2020,58.139999,0.01927645,0.002015514,-0.003029627,55.47115149549818,54.21062466378189,51.169113239947656
218,11/11/2020,58.98,0.014344525,0.002007647,-0.002949929,56.55730453793116,55.27308130817874,52.15995966031956
219,11/12/2020,54.849998,-0.072596253,0.002020527,-0.003267949,57.38247456927843,56.08154793479367,52.93562166361291
220,11/13/2020,58.759998,0.068859167,0.002034882,-0.002940098,53.3453320190103,52.134323433187525,49.19130880813542
221,11/16/2020,62.619999,0.063623383,0.002045633,-0.002638906,57.16089322534877,55.854120361699955,52.70531938863976
222,11/17/2020,64.339996,0.02709676,0.002040383,-0.002504962,60.93239909191005,59.5322979408252,56.16382997314372
223,11/18/2020,60.75,-0.057414377,0.002044693,-0.002751192,62.61791941274781,61.18489691256092,57.72739808055335
224,11/19/2020,61.450001,0.01145677,0.002036462,-0.002687764,59.102967978461194,57.752453520787,54.47414304365734
225,11/20/2020,61.59,0.002275667,0.00202752,-0.002665704,59.78966094188574,58.42357161479249,55.12862078927373
226,11/23/2020,65.839996,0.066727976,0.002039762,-0.002358653,59.935131506189414,58.56548331371341,55.25152821225406
227,11/24/2020,67.720001,0.028154076,0.00203486,-0.002224235,64.08195675939186,62.61436538805278,59.06464337827598
228,11/25/2020,66.260002,-0.021795145,0.002027607,-0.002310073,65.92426847268706,64.42274269995056,60.77730508023828
229,11/27/2020,65.230003,-0.015666895,0.002019529,-0.002368399,64.49902550630365,63.02303532804171,59.47282541375598
230,11/30/2020,60.580002,-0.073954693,0.002032932,-0.002679644,63.50045698463315,62.05270047400646,58.55471790481035
231,12/1/2020,61.880001,0.021232203,0.002026596,-0.00257613,58.94792853957088,57.604540530850564,54.35257423488049
232,12/2/2020,64.43,0.040382321,0.002025781,-0.002390964,60.22367280077632,58.85132661461688,55.53581676065123
233,12/3/2020,65.019997,0.009115506,0.002017652,-0.00234158,62.712380977141855,61.285312451538054,57.83146254154472
234,12/4/2020,69.32,0.064038596,0.00202778,-0.002057904,63.28888441801315,61.8477647499088,58.38189263639563
235,12/7/2020,67.050003,-0.03329481,0.002023286,-0.002190827,67.48920905012514,65.94785519355844,62.22653901311534
236,12/8/2020,67.389999,0.00505797,0.002014934,-0.002160112,65.27104322146721,63.78812978362426,60.18605461374515
237,12/9/2020,68.769997,0.020270936,0.002008546,-0.002065466,65.61338088138635,64.12027748290238,60.513032972072494
238,12/10/2020,70.860001,0.029938554,0.002004393,-0.001930995,66.96461431629876,65.44371471200117,61.75168844016611
239,12/11/2020,69.510002,-0.019235458,0.001997254,-0.002003399,69.01259044324347,67.44939485729101,63.65657900035137
240,12/14/2020,67.190002,-0.033946199,0.001993165,-0.002136494,67.70623160143313,66.16867256751503,62.457334359261615
