,Date,CVX,PDR,VAR,AVG,VAR70,VAR85,VAR99
231,12/1/2020,87.449997,0.00309222,0.001623712,-0.001421086,85.15604906654242,83.40838621751124,79.19093960375822
232,12/2/2020,89.870003,0.027297048,0.001620253,-0.001297301,85.41671121982667,83.66918310441565,79.42475942423467
233,12/3/2020,89.800003,-0.000779206,0.0016133,-0.001295077,87.80383586246299,86.01313731147883,81.65169633050073
234,12/4/2020,93.279999,0.038020703,0.001612983,-0.001127061,87.74245261720574,85.95145207413378,81.61487664835177
235,12/7/2020,90.760002,-0.02738703,0.001609041,-0.001238805,91.16157379749353,89.30141623701294,84.78762904530669
236,12/8/2020,91.540001,0.008557364,0.001602628,-0.001197296,88.69278444857748,86.89124761551467,82.50811142652557
237,12/9/2020,90.440002,-0.012089377,0.001596364,-0.001243254,89.46283047143528,87.64560293385098,83.21556371362827
238,12/10/2020,93.349998,0.031669179,0.001594189,-0.001104967,88.37943633498409,86.583296717873,82.24606460852091
239,12/11/2020,92.449997,-0.009687923,0.001587826,-0.001140879,91.23935213563799,89.40164656349162,84.91702040965647
240,12/14/2020,89.440002,-0.033099894,0.001585448,-0.001274041,90.36399547495839,88.5414129514092,84.09649160806433
241,12/15/2020,89.370003,-0.000782943,0.00157887,-0.001272004,87.41399407699478,85.64875065143588,81.35773319340187
242,12/16/2020,88.690002,-0.007637923,0.001572513,-0.001298309,87.35294709082459,85.58739738380305,81.33174263281494
243,12/17/2020,88.410004,-0.003162035,0.001566056,-0.001305979,86.67857392524871,84.94291260267198,80.71407645587847
244,12/18/2020,87.190002,-0.013895462,0.001560284,-0.001357575,86.40952201833409,84.68253408220714,80.47120143847808
245,12/21/2020,86.089996,-0.012696454,0.001554439,-0.001403856,85.2240932910156,83.52021835264036,79.37720070172332
246,12/22/2020,84.360001,-0.020299847,0.001549565,-0.001480669,84.14678307690131,82.4708499484736,78.3923930924629
247,12/23/2020,85.690002,0.015642789,0.001544474,-0.001411343,82.45062118606553,80.80506400586019,76.81068716625025
248,12/24/2020,85.330002,-0.00421004,0.001538278,-0.001422628,83.75912492481042,82.09354169709376,78.03277910279229
249,12/28/2020,84.900002,-0.005051999,0.001532153,-0.001437204,83.40843042356215,81.75229814342966,77.7116935117208
250,12/29/2020,84.610001,-0.003421642,0.00152604,-0.001445142,82.99152558945406,81.34230953009535,77.3396158762552
251,12/30/2020,85.330002,0.008473641,0.00152035,-0.001405625,82.71337474085556,81.07722571067305,77.09120074710081
252,12/31/2020,84.449997,-0.010366508,0.001514634,-0.001441184,83.42292578984302,81.77572505420156,77.77474772570592
253,1/4/2021,84.709999,0.003074039,0.001508728,-0.001423337,82.56063061641021,80.92403651281204,76.96131449001152
254,1/5/2021,87.0,0.026674472,0.001505884,-0.001312716,82.8252373215331,81.19470897254482,77.23437272761295
255,1/6/2021,89.800003,0.03167689,0.00150423,-0.001183345,85.0682112466973,83.3940074564245,79.32364576044587
256,1/7/2021,90.220001,0.004666134,0.001498487,-0.001160495,87.81930588415334,86.09168202365831,81.90618776712017
257,1/8/2021,91.080002,0.00948712,0.001493096,-0.001119065,88.247718879323,86.5176020501509,82.30728680425842
