,Date,BA,PDR,VAR,AVG,VAR70,VAR85,VAR99
232,12/2/2020,223.850006,0.049637122,0.003287842,-0.001716064,205.98526519106449,200.01850577109772,185.77285628229933
233,12/3/2020,237.199997,0.057927443,0.003288933,-0.001460083,216.49590178422648,210.23149806085442,195.27721499936092
234,12/4/2020,232.710007,-0.019110581,0.003276204,-0.001535513,229.4296524992441,222.79714182080556,206.94754371913282
235,12/7/2020,238.169998,0.023191623,0.003264853,-0.001430291,225.12593617304975,218.61233243552618,203.0749231027816
236,12/8/2020,236.570007,-0.006740519,0.003251138,-0.001452792,230.42988812868592,223.7871354485542,207.87941920388883
237,12/9/2020,232.059998,-0.019248227,0.003238751,-0.001527878,228.89870941973243,222.31387655493012,206.52117712647703
238,12/10/2020,234.429993,0.010161056,0.003225714,-0.001478765,224.53236155443724,218.06763165354178,202.71131162245598
239,12/11/2020,230.330002,-0.017643934,0.003213306,-0.001546401,226.860572016382,220.3671657928897,204.80303866188817
240,12/14/2020,228.619995,-0.007451857,0.003200062,-0.001571007,222.8946392131611,216.52663450442853,201.23772490152396
241,12/15/2020,229.5,0.003841815,0.003186905,-0.001548548,221.25689073095944,214.93683667728013,199.83913345832477
242,12/16/2020,225.869995,-0.015943439,0.003174589,-0.001608031,222.10926476721866,215.81473054834524,200.7091480723947
243,12/17/2020,221.240005,-0.020711483,0.00316302,-0.001686646,218.59937350283843,212.37830385459625,197.50611464581553
244,12/18/2020,219.75,-0.006757571,0.003150162,-0.001707428,214.12128866078797,208.05303112044953,193.47905475613803
245,12/21/2020,219.309998,-0.002004292,0.003137305,-0.00170864,212.6742599268138,206.64451782159824,192.19698018865827
246,12/22/2020,218.779999,-0.002419591,0.003124553,-0.00171153,212.2461082999991,206.2572293579387,191.8960882440175
247,12/23/2020,219.690002,0.004150817,0.003112042,-0.001687796,211.77971751798077,205.78396473359635,191.48889257617094
248,12/24/2020,217.149994,-0.011629139,0.00309989,-0.001727882,212.65530360376863,206.69306429265004,192.29632838574645
249,12/28/2020,216.089996,-0.004893362,0.003087481,-0.001740595,210.23866215220806,204.31737067374686,190.15897563111602
250,12/29/2020,216.25,0.000740177,0.003075156,-0.001730671,209.19265492024124,203.31669517356008,189.18945971482648
251,12/30/2020,216.669998,0.001940304,0.003062957,-0.001716046,209.36431694386255,203.49917715928638,189.4550841443016
252,12/31/2020,214.059998,-0.012119109,0.003051231,-0.001757328,209.77319441992452,203.90731433927556,189.84610400942123
253,1/4/2021,202.720001,-0.054430619,0.003050093,-0.001965523,207.24602480826582,201.45730364206304,187.6118948256659
254,1/5/2021,211.630005,0.043013769,0.003046019,-0.001788439,196.25172215086474,190.75819191732592,177.62165142488448
255,1/6/2021,211.029999,-0.002839192,0.003034078,-0.00179256,204.91106564962337,199.1941512554635,185.55044235842593
256,1/7/2021,212.710007,0.00792947,0.003022594,-0.001754583,204.32399434942928,198.66329255560382,184.97054300366884
257,1/8/2021,209.899994,-0.01329857,0.003011349,-0.001799501,206.0211625990739,200.28694041917618,186.5520342316095
258,1/11/2021,206.789993,-0.014927447,0.003000343,-0.001850385,203.2721317528051,197.63721396160292,184.1279308237236
259,1/12/2021,208.410004,0.007803561,0.002989117,-0.001813111,200.28084614503675,194.72557199978013,181.48346059047952
260,1/13/2021,207.210007,-0.005774507,0.00297768,-0.001828347,201.84664674390334,196.27922949248494,182.87873426525854
261,1/14/2021,209.910004,0.012946081,0.002967105,-0.00177174,200.6934557336692,195.14883694759635,181.872820404853
262,1/15/2021,204.320007,-0.02699146,0.002958198,-0.001867998,203.35782114918433,197.75244884939954,184.3065320657206
