,Date,CAT,PDR,VAR,AVG,VAR70,VAR85,VAR99
253,1/4/2021,182.149994,0.000713897,0.000806759,0.000753629,179.38332061507165,176.7812032841279,170.42380335063584
254,1/5/2021,183.639999,0.008146823,0.000803798,0.000782736,179.52051243536997,176.92207204368947,170.5460784329666
255,1/6/2021,193.860001,0.05415894,0.000811774,0.000992054,180.9905760169712,178.38082700901907,172.0114945418582
256,1/7/2021,194.229996,0.001906749,0.000808606,0.000995627,191.09339623510036,188.3328572149589,181.54910800654758
257,1/8/2021,194.259995,0.000154439,0.000805463,0.000992354,191.46092854531656,188.70641350027188,181.9146076736513
258,1/11/2021,193.860001,-0.002061188,0.000802377,0.000980519,191.5004908684921,188.74058875991608,181.96956568611418
259,1/12/2021,197.539993,0.018804806,0.000800501,0.001049338,191.11716970816775,188.35741123373785,181.5939066887055
260,1/13/2021,195.889999,-0.008387788,0.000797763,0.001013042,194.7521905088476,191.9486105139004,185.0723346248692
261,1/14/2021,197.399994,0.007678825,0.000794876,0.001038581,193.13300946418275,190.3628934762448,183.55458095084
262,1/15/2021,194.619995,-0.014183183,0.000792723,0.000980483,194.62854516890872,191.84569653528516,184.97128117125283
263,1/19/2021,194.059998,-0.002881534,0.000789766,0.000965798,191.87704054882022,189.12955003455244,182.37810644528813
264,1/20/2021,192.339996,-0.008902761,0.000787142,0.000928418,191.32853519807088,188.59892675735745,181.88788865599952
