,Date,UNH,PDR,VAR,AVG,VAR70,VAR85,VAR99
225,11/20/2020,334.700012,-0.006848286,0.001024781,0.000598978,331.4212020066282,326.02586791598566,312.8277172203198
226,11/23/2020,335.059998,0.00107497,0.001020247,0.000601084,329.13305093295537,323.7750820015656,310.71381407825135
227,11/24/2020,336.01001,0.002831337,0.001015774,0.000610909,329.52090772298214,324.16792216999966,311.0984721839865
228,11/25/2020,333.190002,-0.008428047,0.001011676,0.000571264,330.50249439646603,325.182698459692,312.004936076168
229,11/27/2020,337.940002,0.014155467,0.001008061,0.000630584,327.67054915299263,322.37662200297854,309.50464038275834
230,11/30/2020,336.339996,-0.00474583,0.001003803,0.000607208,332.4086851999842,327.03547026976156,313.87843873542613
231,12/1/2020,341.190002,0.014316972,0.001000267,0.000666558,330.83879667122216,325.5174336252433,312.54347861258424
232,12/2/2020,347.559998,0.018497793,0.000997321,0.000743417,335.6344504732629,330.25778947875784,317.1089899114062
233,12/3/2020,348.679993,0.00321727,0.000993066,0.000754034,341.9392208348869,336.483894942433,323.09808406863345
234,12/4/2020,349.890015,0.003464286,0.000988854,0.000765616,343.0386529488445,337.5557672050309,324.07954032812
235,12/7/2020,347.859985,-0.005818805,0.00098483,0.000737597,344.25321049579526,338.72873566025265,325.26558464770307
236,12/8/2020,347.859985,0.0,0.000980659,0.000734472,342.25459061004364,336.7885791456188,323.44127512300344
237,12/9/2020,344.410004,-0.009967237,0.000977002,0.000689317,342.2497216118169,336.83269777807595,323.4803275095529
238,12/10/2020,339.649994,-0.013917162,0.00097379,0.000627945,338.8378220103721,333.4611284772514,320.3123847900963
239,12/11/2020,337.070007,-0.007625013,0.000969999,0.000593414,334.1773568389863,328.8855299462552,315.9019865181213
240,12/14/2020,336.130005,-0.00279264,0.000966005,0.000579306,331.6153335210933,326.3737492181013,313.56902176133275
241,12/15/2020,339.670013,0.010476592,0.000962402,0.000620373,330.7347425317035,325.5302770281674,312.6678165185466
242,12/16/2020,339.339996,-0.000972053,0.000958435,0.000613793,334.236191794829,328.98552113729045,316.07700345836037
243,12/17/2020,341.670013,0.006842854,0.00095465,0.000639427,333.89064869461833,328.6625918263102,315.8302797000773
244,12/18/2020,338.380005,-0.009675858,0.000951172,0.000597151,336.2473045946242,330.94838638293623,318.0687954312214
245,12/21/2020,336.079987,-0.006820351,0.000947513,0.000566876,332.99953486917065,327.78155791359154,314.9831877678197
246,12/22/2020,335.01001,-0.003188776,0.000943719,0.000551609,330.73824313827555,325.54893935814863,312.86385352283537
247,12/23/2020,337.589996,0.007671718,0.000940102,0.000580435,329.6761682218426,324.52626012026536,311.9876719180567
248,12/24/2020,340.790009,0.009434349,0.000936626,0.000616136,332.2378487862822,327.05196471734985,314.3890492354006
249,12/28/2020,345.950012,0.015027812,0.000933696,0.000674015,335.42857613877015,330.21012877723996,317.44616808371586
250,12/29/2020,347.350006,0.004038644,0.000930006,0.000687473,340.5158210126504,335.2129029381507,322.29962437955254
251,12/30/2020,344.98999,-0.006817532,0.000926524,0.000657573,341.9096099500827,336.610210942102,323.6473809728525
252,12/31/2020,350.679993,0.016358705,0.000923822,0.000719879,339.59964199045163,334.34300228575154,321.5163126292467
253,1/4/2021,349.5,-0.003370545,0.000920236,0.000703711,345.24258086025,339.90898901061377,326.81121151843666
254,1/5/2021,344.799988,-0.013539058,0.000917409,0.000647637,344.0820044528717,338.7807136265658,325.77939850779507
255,1/6/2021,359.269989,0.04110966,0.000920206,0.000806312,339.4228819456743,334.2051805397768,321.3863487902891
256,1/7/2021,365.029999,0.015905375,0.000917499,0.000865292,353.71514333121365,348.27381645398935,334.9707776715514
257,1/8/2021,363.390015,-0.00450286,0.00091404,0.000844405,359.42365609450536,353.8913747157514,340.39767201479634
258,1/11/2021,360.75,-0.007291481,0.000910753,0.00081287,357.816793042819,352.2988665525784,338.8028612110529
259,1/12/2021,357.369995,-0.009413552,0.000907639,0.000773386,355.1969561018002,349.77770847436284,336.4552746579674
260,1/13/2021,355.040009,-0.006541161,0.000904353,0.000745253,351.8914346177814,346.50186993514205,333.315011506809
261,1/14/2021,350.529999,-0.012784193,0.000901587,0.000693416,349.582272801745,344.2511920364346,331.1856921632205
262,1/15/2021,351.299988,0.002194233,0.000898154,0.000699145,345.1457892324207,339.87179385787647,326.93615496260026
263,1/19/2021,352.190002,0.002530283,0.000894752,0.000706107,345.91547890472293,340.64316766336515,327.7297441967084
264,1/20/2021,350.839996,-0.003840541,0.000891441,0.000688885,346.8146236338461,341.5369347982831,328.6075309159813
265,1/21/2021,355.0,0.011787522,0.00088854,0.000730767,345.4703375488444,340.22010208742955,327.39366987260746
266,1/22/2021,347.549988,-0.021209284,0.000887002,0.000648285,349.58237291087534,344.2725244053409,331.28436061729576
