,Date,MCK,PDR,VAR,AVG,VAR70,VAR85,VAR99
252,12/31/2020,173.919998,0.002879025,0.000813832,0.000898231,170.9261902150496,168.4514297810316,162.3370870093809
253,1/4/2021,174.429993,0.002928063,0.000810631,0.000906254,171.42701909845172,168.93736924490744,162.83077192560265
254,1/5/2021,175.600006,0.00668524,0.000807571,0.000929006,171.94168900357238,169.43910751724835,163.32985342800606
255,1/6/2021,178.929993,0.018785913,0.00080565,0.000999033,173.08497787241424,170.58207995739087,164.46914601083674
256,1/7/2021,183.020004,0.02260083,0.000804318,0.001083415,176.3787381956104,173.83203948265037,167.6024131796206
257,1/8/2021,183.550003,0.002891668,0.000801201,0.001090451,180.42717769741694,177.8315274591851,171.43564683362084
258,1/11/2021,183.399994,-0.000817599,0.00079811,0.001083055,180.97846848008575,178.38919700956055,171.97689947721685
259,1/12/2021,183.270004,-0.00070903,0.000795041,0.001076136,180.8256287535221,178.2306082964738,171.83327024598216
260,1/13/2021,183.399994,0.00070903,0.000791983,0.001074724,180.70417144053997,178.11325971563218,171.7530844323862
261,1/14/2021,182.820007,-0.003167427,0.000789018,0.001058471,180.83023869666536,178.24657349141543,171.91331930298315
262,1/15/2021,184.419998,0.008713654,0.000786229,0.001087689,180.26980866532898,177.69858951216375,171.3878144738642
263,1/19/2021,182.470001,-0.010629973,0.00078376,0.001043135,181.84857285179538,179.26060736529564,172.89772798794192
264,1/20/2021,184.160004,0.009219185,0.000781043,0.001074105,179.9250390336703,177.36866105155076,171.0623459158485
265,1/21/2021,182.789993,-0.007467052,0.00077837,0.001041874,181.60841233955966,179.0218136071442,172.67337334807414
266,1/22/2021,185.009995,0.012071936,0.000775899,0.001083341,180.2557576707791,177.6993541904252,171.43086912732204
267,1/25/2021,183.149994,-0.010104394,0.00077346,0.001041439,182.44856380858647,179.88152060025058,173.5382013673097
