,Date,HPQ,PDR,VAR,AVG,VAR70,VAR85,VAR99
267,1/25/2021,25.02,-0.009942416,0.00115225,0.000693646,24.828599130503335,24.40168864738915,23.35453504892337
268,1/26/2021,24.620001,-0.016116344,0.001149001,0.000630922,24.580519806817648,24.155845900283065,23.120388476406095
269,1/27/2021,24.85,0.009298591,0.001145007,0.000663143,24.187733609021038,23.770957934924738,22.75339198359017
270,1/28/2021,24.870001,0.000804545,0.001140767,0.000663667,24.41610359146795,23.99665067152952,22.969913669062894
271,1/29/2021,24.34,-0.02154121,0.00113837,0.00058173,24.433982936041605,24.015796569200354,22.99109314238656
272,2/1/2021,24.48,0.00573537,0.001134282,0.000600678,23.91325208803197,23.502393338020337,22.49993422736419
273,2/2/2021,24.889999,0.016609619,0.001131062,0.000659318,24.05383355069714,23.64157019567224,22.639283970058546
274,2/3/2021,25.23,0.013567686,0.00112754,0.000706429,24.458223707905688,24.040106032929906,23.021599099424538
275,2/4/2021,25.950001,0.028137885,0.001126167,0.00080618,24.79387322313191,24.370972471626583,23.336409040144755
276,2/5/2021,26.15,0.007677542,0.001122257,0.000831076,25.50341968546481,25.06869545155564,24.01172820071319
277,2/8/2021,27.299999,0.043037475,0.001124613,0.000983446,25.700095873669387,25.263931429606952,24.195119688041647
278,2/9/2021,27.09,-0.007722009,0.001120839,0.000952131,26.83798544107245,26.38055328301709,25.261843121494525
279,2/10/2021,27.15,0.00221239,0.001116828,0.000956648,26.629711590702044,26.17827458457669,25.069355605541418
280,2/11/2021,27.379999,0.008435737,0.001113038,0.000983359,26.687988441607647,26.236232274320844,25.13049997047413
281,2/12/2021,27.49,0.004009519,0.00110911,0.000994129,26.918285915887896,26.461632002541883,25.347943686295814
282,2/16/2021,27.16,-0.012076999,0.00110578,0.000947777,27.02751188345062,26.570154832191662,25.450521078972123
283,2/17/2021,26.280001,-0.032937071,0.001105916,0.000828043,26.701444936821492,26.25126489411603,25.152762073098202
284,2/18/2021,26.41,0.004934495,0.001102081,0.000842502,25.831782192519242,25.397110353610636,24.33168663345775
285,2/19/2021,27.1,0.025791002,0.00110039,0.000930041,25.960300466583615,25.523474998430686,24.451351577089966
286,2/22/2021,27.120001,0.000737772,0.001096543,0.000929368,26.64260294756057,26.19354005173683,25.10004891091749
287,2/23/2021,27.379999,0.009541283,0.00109298,0.000959375,26.66235786047284,26.215811817284102,25.11924777788256
288,2/24/2021,27.969999,0.021319688,0.001090619,0.001030071,26.920780404947767,26.467764872509612,25.367039562186267
289,2/25/2021,28.190001,0.007834869,0.001087005,0.001053617,27.50226097030517,27.042184651773244,25.914937682509283
290,2/26/2021,28.969999,0.027293437,0.001085623,0.001144099,27.720250792066004,27.25539735534602,26.12056565592058
291,3/1/2021,29.58,0.02083768,0.00108322,0.001211774,28.4892688524894,28.013571675794974,26.849913669992546
292,3/2/2021,30.040001,0.015431403,0.001080201,0.001260472,29.093146144230243,28.607728242876906,27.41886251078599
293,3/3/2021,29.82,-0.007350551,0.001076766,0.001231082,29.54701783111922,29.05277782185974,27.84954702067036
294,3/4/2021,28.07,-0.060477919,0.001086012,0.001021188,29.332709812282825,28.844937632614826,27.643638307467885
295,3/5/2021,29.75,0.058127742,0.001093348,0.001214769,27.602323770081046,27.13817544635152,26.009063282540946
296,3/8/2021,30.16,0.013687411,0.001090178,0.001256907,29.25862290092761,28.768551760056653,27.571836006485576
297,3/9/2021,30.1,-0.001991371,0.001086543,0.00124597,29.66541048785644,29.16594953022507,27.94944146777305
298,3/10/2021,30.26,0.005301537,0.001082952,0.001259579,29.60400115642311,29.110950313220485,27.89610677600271
299,3/11/2021,30.34,0.002640266,0.001079336,0.001264197,29.759722725615347,29.263663396203984,28.048347272372354
300,3/12/2021,30.280001,-0.001979512,0.001075773,0.001253384,29.84226036133485,29.34721637775841,28.124480136570458
301,3/15/2021,30.790001,0.016702533,0.001072989,0.00130471,29.786280741013098,29.289629262803217,28.073166443800847
302,3/16/2021,30.43,-0.011761031,0.00107,0.001261446,30.289617973882763,29.78607998548571,28.55069412714364
303,3/17/2021,30.74,0.010135774,0.001066728,0.001290735,29.93283890528933,29.434886637665343,28.227107361694472
304,3/18/2021,30.309999,-0.01408708,0.001063994,0.00124015,30.241915962639105,29.740935701399597,28.516027161492886
305,3/19/2021,30.08,-0.007617159,0.001060762,0.001211109,29.81696263222949,29.324744844777022,28.109137797805907
306,3/22/2021,30.469999,0.012882061,0.001057739,0.00124925,29.589561334245943,29.0994813922039,27.90504516678438
307,3/23/2021,29.58,-0.029644103,0.001057392,0.00114862,29.973890436458284,29.4780823815248,28.263684758136357
308,3/24/2021,29.370001,-0.007124678,0.001054181,0.001121759,29.097741719855776,28.616376848523153,27.444793806945476
309,3/25/2021,29.889999,0.017550164,0.00105164,0.001174925,28.89104646832291,28.413226971361993,27.252097684556894
310,3/26/2021,31.66,0.057530112,0.001058459,0.001356716,29.404239723858556,28.919999772888396,27.733925789990344
311,3/29/2021,31.07,-0.018811331,0.001056359,0.001291867,31.151670578359788,30.63779670754905,29.38142751682704
312,3/30/2021,31.559999,0.015647741,0.001053632,0.001337879,30.56819867889115,30.06367371762078,28.834274987842697
313,3/31/2021,31.75,0.006002261,0.001050335,0.001352781,31.052728200978528,30.540885057767788,29.283693264376335
314,4/1/2021,32.049999,0.009404427,0.001047196,0.001378424,31.24039276002856,30.725468164076997,29.466825421209208
315,4/5/2021,32.459999,0.012711379,0.001044278,0.001414401,31.537398112341105,31.018815659006936,29.748139052389476
316,4/6/2021,32.290001,-0.005250916,0.001041113,0.001393308,31.941983800931368,31.416273340433218,30.126712193314795
317,4/7/2021,32.279999,-0.000309803,0.001037838,0.001387936,31.77511781740139,31.252849655998794,29.979129871922577
318,4/8/2021,32.380001,0.003093167,0.001034584,0.001393298,31.76850688209119,31.248374330349264,29.979100377225635
319,4/9/2021,32.98,0.018360338,0.00103224,0.001446486,31.863696335899327,31.347671969950255,30.070874253752095
320,4/12/2021,32.740002,-0.007303684,0.001029253,0.001419142,32.45956136173428,31.93172942048317,30.633792882958737
321,4/13/2021,33.040001,0.009121346,0.001026231,0.001443137,32.22322048935316,31.697331861456444,30.410425053890485
322,4/14/2021,33.200001,0.004830927,0.001023079,0.001453658,32.52023648555552,31.991242195338227,30.69697674422992
323,4/15/2021,33.619999,0.012571192,0.001020293,0.001488077,32.68070849098903,32.14896380028891,30.847483957904387
324,4/16/2021,33.98,0.010651018,0.001017402,0.001516358,33.093756154041586,32.55713429208537,31.239783474384776
325,4/19/2021,33.700001,-0.008274249,0.001014566,0.001486233,33.45010764580093,32.9060646576143,31.578026186142512
326,4/20/2021,33.369999,-0.009840604,0.001011846,0.001451488,33.17489216377991,32.63664771929056,31.324569461830897
327,4/21/2021,33.900002,0.015757811,0.001009376,0.001495238,32.848899822303075,32.31490149048489,31.026592281604767
328,4/22/2021,33.77,-0.003842239,0.001006385,0.001478966,33.37409434701042,32.83534740604851,31.514386405580897
329,4/23/2021,34.419998,0.019064898,0.001004263,0.001532418,33.24710479742619,32.71113755951064,31.395382747320888
330,4/26/2021,34.330002,-0.002618067,0.001001272,0.001519841,33.88605715580733,33.34303247310928,32.00348672405692
331,4/27/2021,34.43,0.002908612,0.000998253,0.001524037,33.798874323024876,33.255602845998304,31.92401732947761
332,4/28/2021,34.32,-0.003200003,0.000995313,0.001509808,33.89900839147033,33.355148019755106,32.0195813771281
333,4/29/2021,34.700001,0.011011441,0.000992595,0.001538341,33.79222336295572,33.249642398028264,31.922891895590674
334,4/30/2021,34.110001,-0.01714909,0.000990665,0.001482391,34.168319176148046,33.622453533401035,32.28286212177525
335,5/3/2021,34.48,0.01078882,0.000987966,0.001510171,33.585101463812094,33.04683198593627,31.732614923989335
336,5/4/2021,33.959999,-0.015196114,0.000985854,0.00146045,33.95287843242387,33.408764060466964,32.07733809028261
337,5/5/2021,34.450001,0.014325694,0.000983418,0.001498626,33.43775658771593,32.902890211730934,31.604015795823447
338,5/6/2021,34.98,0.015267443,0.000981068,0.001539362,33.92236379125115,33.381640635252026,32.05228350565364
339,5/7/2021,35.57,0.016726116,0.000978852,0.001584161,34.446412030263204,33.89875775673138,32.553418003508
340,5/10/2021,35.25,-0.009037057,0.000976304,0.001552922,35.028029844996944,34.47101274473439,33.104230239984226
341,5/11/2021,33.59,-0.048237126,0.000980689,0.00140691,34.715427069473584,34.16553087738733,32.82075236940314
342,5/12/2021,31.950001,-0.050056192,0.000985543,0.001256433,33.075933342283605,32.54813497874158,31.25544422336057
343,5/13/2021,32.389999,0.01367749,0.000983118,0.001292646,31.45265748186513,30.94944761444728,29.716750689041817
344,5/14/2021,32.919998,0.016230613,0.000980907,0.00133607,31.885293339273467,31.37820291918041,30.130691292365547
345,5/17/2021,33.040001,0.003638664,0.000978079,0.001342744,32.41195231598273,31.897759717584705,30.633193615437385
346,5/18/2021,32.34,-0.021414125,0.000976745,0.001276973,32.52873319797226,32.01379693442758,30.743205525655465
347,5/19/2021,31.799999,-0.016838596,0.000974873,0.001224767,31.838183267052553,31.332408907982614,30.08681128719315
348,5/20/2021,32.040001,0.007518895,0.000972185,0.001242853,31.305039797183365,30.808780853090575,29.590375803000168
349,5/21/2021,31.66,-0.011931099,0.000969896,0.001205106,31.54722171009973,31.048748496955838,29.82181407005307
350,5/24/2021,32.310001,0.020322756,0.000968166,0.001259728,31.1680062233422,30.67376987565951,29.468006895840954
351,5/25/2021,31.860001,-0.014025475,0.000966071,0.00121618,31.811953550249953,31.31172493308859,30.074520723501802
352,5/26/2021,32.169998,0.009682943,0.00096353,0.001240233,31.368559121487063,30.873537739723364,29.66164596010318
353,5/27/2021,32.099998,-0.002178311,0.000960833,0.001230549,31.675446930165226,31.176376337908852,29.951948565676446
354,5/28/2021,29.23,-0.093660389,0.000983483,0.000962496,31.607099946170784,31.10833956561449,29.892098937890108
355,6/1/2021,29.860001,0.021324246,0.000981877,0.001019853,28.767670512848884,28.31130730928386,27.192591517376336
356,6/2/2021,29.780001,-0.002682765,0.000979157,0.001009452,29.38957654538544,28.92358217664495,27.772543984636478
357,6/3/2021,29.93,0.005024261,0.00097646,0.001020698,29.310754785513712,28.844833789289044,27.703060841380047
358,6/4/2021,30.629999,0.023118566,0.000975092,0.001082424,29.458744418477774,28.99226842716894,27.84546754034142
359,6/7/2021,30.549999,-0.002615235,0.000972414,0.001072124,30.151692990538418,29.67349688360681,28.499269369737107
360,6/8/2021,30.42,-0.004264366,0.000969792,0.0010573,30.071431931715942,29.594675623440693,28.43001918744595
361,6/9/2021,30.049999,-0.012237659,0.000967594,0.001020472,29.94426783266766,29.47194687532066,28.318301653787685
362,6/10/2021,29.969999,-0.00266578,0.000964958,0.001010289,29.579385387254977,29.11201535557966,27.963935246706033
363,6/11/2021,30.08,0.003663651,0.000962319,0.001017599,29.502873807366694,29.037074879412508,27.89413087810184
364,6/14/2021,29.389999,-0.023206053,0.000961283,0.00095105,29.610668303755435,29.145102733452035,28.002247226011644
365,6/15/2021,29.59,0.00678202,0.000958743,0.000967026,28.929193323836625,28.473322553416654,27.352993361694942
366,6/16/2021,29.030001,-0.019106654,0.000957221,0.000912179,29.125571737912775,28.667565121498043,27.542244578211243
367,6/17/2021,28.639999,-0.013525505,0.000955179,0.00087284,28.577551206002475,28.130689750474417,27.02856112762727
368,6/18/2021,28.67,0.001046973,0.000952584,0.000873313,28.19008957141798,27.748408211107904,26.663063037467285
369,6/21/2021,29.209999,0.018659802,0.000950857,0.000921515,28.223044984908274,27.781401745562192,26.69529227010083
370,6/22/2021,29.139999,-0.002399316,0.000948317,0.000912539,28.755903997194167,28.304239009753662,27.20900009142088
371,6/23/2021,29.200001,0.002056977,0.000945764,0.000915624,28.68541718292461,28.236869176830023,27.13652604741346
372,6/24/2021,29.469999,0.009204019,0.000943406,0.000937905,28.74587922494419,28.296596922095684,27.186636860950017
373,6/25/2021,29.709999,0.008110893,0.000941015,0.000957135,29.01039557779883,28.558272803787276,27.448789454367503
374,6/28/2021,29.809999,0.003360218,0.000938514,0.000963561,29.24977398810426,28.793771276281614,27.676877997637888
375,6/29/2021,30.139999,0.011009286,0.00093628,0.000990349,29.349822322989905,28.892687858861787,27.770655024599034
376,6/30/2021,30.190001,0.001657617,0.000933791,0.000992124,29.674943315485145,29.21360946462874,28.086947243440786
377,7/1/2021,30.35,0.005285741,0.000931362,0.001003513,29.725884502186354,29.265428884277647,28.13813477528173
378,7/2/2021,30.700001,0.01146617,0.000929187,0.001031192,29.886094943037783,29.42361945476535,28.280809247674373
379,7/6/2021,30.18,-0.017083234,0.000927599,0.000983397,30.229059911564963,29.762087656611545,28.614121903427893
380,7/7/2021,30.280001,0.003308008,0.000925172,0.000989514,29.71768764465958,29.257675931298717,28.127905365936137
381,7/8/2021,29.92,-0.011960308,0.000923183,0.000955525,29.818314635251113,29.35625344137137,28.227803615957228
382,7/9/2021,30.040001,0.004002707,0.000920791,0.000963502,29.461688600891165,29.007140945708137,27.896365999998476
383,7/12/2021,29.209999,-0.028018778,0.000920574,0.00088783,29.580423712070115,29.126314445392904,28.007074793794185
384,7/13/2021,28.190001,-0.035543742,0.000921624,0.000792956,28.759443706178363,28.31667720009816,27.230965633559805
385,7/14/2021,28.59,0.014089666,0.000919688,0.000827493,27.756895252371418,27.32822277745351,26.27527741746128
386,7/15/2021,28.1,-0.01728743,0.000918153,0.000780563,28.148638250015562,27.71464718116068,26.651532597897578
387,7/16/2021,27.52,-0.020856563,0.000916988,0.000724653,27.66543795071155,27.24012258391608,26.191305832204907
388,7/19/2021,27.59,0.002540375,0.000914633,0.000729333,27.094394604824267,26.67696956157979,25.6572854044242
389,7/20/2021,28.209999,0.022223101,0.000913466,0.000784587,27.16480176502528,26.74743089561554,25.722148451713654
390,7/21/2021,28.52,0.010929106,0.000911387,0.000810599,27.775252347464424,27.3490787650995,26.307341590084977
391,7/22/2021,27.799999,-0.025569611,0.000910831,0.00074313,28.08520330715818,27.65516123821337,26.594818056815885
392,7/23/2021,28.200001,0.014286029,0.000908974,0.000777678,27.372255368638687,26.950208052370662,25.916888260662784
393,7/26/2021,28.48,0.009880073,0.000906872,0.00080084,27.767356301084757,27.341350572824147,26.297453504939334
394,7/27/2021,28.4,-0.002812941,0.000904603,0.000791667,28.04361620109631,27.615579245774875,26.5660949811621
395,7/28/2021,28.469999,0.002461721,0.00090232,0.000795895,27.964726123718023,27.536643182681072,26.487852327235597
396,7/29/2021,28.780001,0.01082987,0.000900295,0.000821234,28.034403749477153,27.606473441514474,26.55110649549893
397,7/30/2021,28.870001,0.003122292,0.000898041,0.00082703,28.34168802172923,27.908208324155407,26.845007831111143
398,8/2/2021,29.139999,0.009308738,0.000895965,0.000848341,28.430591692711523,27.99536692306574,26.932522303119608
399,8/3/2021,29.530001,0.013294963,0.000894106,0.000879535,28.699086143563658,28.261932557685828,27.18830681990281
400,8/4/2021,29.07,-0.015700015,0.000892557,0.000838086,29.08627087446194,28.643029006508886,27.555689236313007
401,8/5/2021,29.23,0.005488865,0.000890385,0.000849684,28.627718053086213,28.193789479655482,27.13680646118145
402,8/6/2021,29.32,0.003074298,0.000888182,0.000855218,28.788172864905956,28.350383515844133,27.28182482884104
403,8/9/2021,29.32,0.0,0.00088598,0.000853096,28.879090025621633,28.440488438684177,27.36436338572865
404,8/10/2021,29.73,0.01388676,0.000884206,0.000885358,28.876972255442517,28.440955043445467,27.372450894679492
405,8/11/2021,30.1,0.012368535,0.000882348,0.000913711,29.283988750820704,28.84018648789446,27.75549153889742
406,8/12/2021,30.4,0.009917437,0.000880374,0.000935888,29.648336686640377,29.199516266065782,28.098337769378315
407,8/13/2021,29.01,-0.04680201,0.000883796,0.000818596,29.944334778845334,29.493555497499152,28.387166260711552
408,8/16/2021,29.440001,0.01471373,0.000882102,0.000852652,28.57181903260126,28.140816228340917,27.083700834073273
409,8/17/2021,28.68,-0.026154312,0.000881724,0.000786621,28.99762047432129,28.56063138047623,27.485150725410403
410,8/18/2021,28.219999,-0.016169105,0.000880273,0.000745265,28.24597294105119,27.820036657007236,26.778029169551758
411,8/19/2021,27.780001,-0.015714538,0.000878789,0.000705217,27.79284205426824,27.37169288899561,26.34591996973833
412,8/20/2021,28.219999,0.015714538,0.000877202,0.000741647,27.358143495132367,26.946506501460576,25.92965510651855
413,8/23/2021,28.559999,0.011976191,0.000875382,0.00076885,27.79245410060412,27.376454333605547,26.349141897046668
414,8/24/2021,28.9,0.011834493,0.000873563,0.000795578,28.131494359618646,27.708129888780963,26.67125752117752
415,8/25/2021,29.389999,0.016812851,0.000872075,0.000834174,28.46607163534801,28.038797953691052,26.994966763949535
416,8/26/2021,29.1,-0.009916272,0.000870256,0.000808332,28.948749278786337,28.516066219998134,27.445322993768347
417,8/27/2021,28.92,-0.006204777,0.000868286,0.000791514,28.66366363879762,28.23466857110153,27.17766734936342
418,8/30/2021,29.74,0.027959544,0.000867971,0.000856509,28.48564752439511,28.060621382546366,27.01439017145711
419,8/31/2021,29.74,0.0,0.000865901,0.000854465,29.29576237891736,28.856695610215525,27.782665306114694
420,9/1/2021,29.219999,-0.017639569,0.000864652,0.000810431,29.298229294388467,28.860982804322038,27.78284346581718
421,9/2/2021,29.6,0.012920989,0.000862945,0.000839198,28.785794852761484,28.35545074349801,27.300211072531248
422,9/3/2021,29.860001,0.008745464,0.000861048,0.000857933,29.159256964382354,28.723389807869207,27.656731370887762
423,9/7/2021,28.65,-0.041366382,0.000863218,0.000758112,29.417801932047286,28.97889965086066,27.904552162287306
424,9/8/2021,28.190001,-0.016186103,0.000861857,0.000718149,28.222126388691468,27.798923241365628,26.760955781142716
425,9/9/2021,28.209999,0.000709149,0.000859829,0.000718128,27.76726401426504,27.353688853099314,26.34208229896956
426,9/10/2021,28.0,-0.007471979,0.000857968,0.000698902,27.786417772734424,27.37080963388031,26.361724396336026
427,9/13/2021,28.379999,0.013480126,0.00085634,0.000728835,27.581354238700943,27.17009157384909,26.16428568027556
428,9/14/2021,27.559999,-0.029319227,0.000856444,0.000658629,27.957545065613463,27.54235834152106,26.521438288218913
429,9/15/2021,27.950001,0.014051826,0.000854865,0.000689849,27.14868086309192,26.743640096097835,25.74858777116666
430,9/16/2021,28.040001,0.003214862,0.000852892,0.000695721,27.530586113209214,27.121624053686514,26.118160656921223
431,9/17/2021,27.68,-0.012921967,0.000851342,0.000664125,27.620515483899087,27.210457295382916,26.204968531291403
432,9/20/2021,27.24,-0.016023649,0.000850015,0.000625496,27.266879016522534,26.8620865695653,25.86958310235997
433,9/21/2021,26.83,-0.015165817,0.000848626,0.000589027,26.831564361306928,26.433372209610667,25.459958661826892
434,9/22/2021,27.59,0.027932724,0.00084839,0.00065203,26.427616625906925,26.03610979276372,25.07658793640839
435,9/23/2021,27.98,0.014036581,0.00084685,0.0006828,27.179002959065876,26.776475507379633,25.7906165366784
436,9/24/2021,27.889999,-0.003221803,0.000844943,0.000673844,27.56570361774082,27.156845956093488,26.15353697346799
437,9/27/2021,28.709999,0.028977294,0.000844838,0.000738612,27.4754554772591,27.069044297545354,26.07398769217595
438,9/28/2021,28.58,-0.004538287,0.000842973,0.000726564,28.284824509515346,27.865637862234056,26.84034942945235
439,9/29/2021,27.309999,-0.045454274,0.000845899,0.000621368,28.155542061213396,27.740645469072366,26.714772394203454
440,9/30/2021,27.360001,0.00182923,0.00084398,0.000624114,26.90288830629284,26.504426497158395,25.5306590174785
441,10/1/2021,28.07,0.025619261,0.00084348,0.000680792,26.951464672648285,26.552378616240265,25.575823150308295
442,10/4/2021,28.08,0.000356189,0.000841572,0.000680058,27.652103336642373,27.24521054580928,26.24309959497431
443,10/5/2021,28.299999,0.00780419,0.000839786,0.000696139,27.662340285878766,27.25392634513082,26.25643468101524
444,10/6/2021,27.75,-0.019625929,0.000838823,0.000650369,27.882288879794125,27.470156976566486,26.458955703136958
445,10/7/2021,28.049999,0.010752756,0.000837167,0.000673071,27.3358423985944,26.934662958326744,25.946584012983525
446,10/8/2021,27.889999,-0.005720431,0.000835381,0.000658735,27.63583831911727,27.22763958031604,26.231240469900666
447,10/11/2021,27.68,-0.007558035,0.000833663,0.000640353,27.478302160047786,27.074685886536635,26.08437124806255
448,10/12/2021,26.549999,-0.041680421,0.000835791,0.000545887,27.27118639324098,26.87087493485204,25.889838350232406
449,10/13/2021,26.48,-0.002639979,0.000833952,0.000538792,26.154891168141457,25.769525467917774,24.82692577347459
450,10/14/2021,27.49,0.037432571,0.000835117,0.000620778,26.083342310766376,25.69979550789597,24.764012152177546
451,10/15/2021,28.280001,0.028332574,0.000834964,0.000682223,27.08221091810272,26.684927991626083,25.707302792592287
452,10/18/2021,28.6,0.011251841,0.000833364,0.000705607,27.86179309455948,27.454413172682244,26.45048440852532
453,10/19/2021,28.860001,0.00904987,0.000831677,0.000724027,28.181199968509418,27.766505585063964,26.75272156391423
454,10/20/2021,28.59,-0.009399582,0.000830071,0.000701729,28.4354776540517,28.019824427973965,26.99590285147217
455,10/21/2021,30.57,0.06696213,0.000837875,0.000847356,28.168039508329226,27.755770894883387,26.74231675303118
456,10/22/2021,30.469999,-0.003276576,0.000836074,0.000838312,30.12368766326097,29.68122773509058,28.590081750303575
457,10/25/2021,30.629999,0.005237328,0.000834287,0.000847938,30.02380209854105,29.58219965682275,28.494113246099225
458,10/26/2021,30.139999,-0.016126728,0.000833093,0.000810876,30.18310236969548,29.739339513261147,28.654435733909377
459,10/27/2021,29.700001,-0.014706081,0.000831802,0.00077707,29.697259556683736,29.262727122786583,28.19457994385829
460,10/28/2021,30.450001,0.024938948,0.00083126,0.000829595,29.264097500509592,28.83558346133366,27.781635586745438
461,10/29/2021,30.33,-0.003948705,0.000829506,0.00081923,30.00712765973867,29.565572265879556,28.487645496893553
462,11/1/2021,31.25,0.029882054,0.000829535,0.000882137,29.888441519172883,29.449884863167647,28.375499274215148
463,11/2/2021,31.01,-0.007709643,0.000827902,0.00086358,30.796282690018746,30.34512373828014,29.23972074197021
464,11/3/2021,31.25,0.007709643,0.000826219,0.000878335,30.558202909796297,30.1131237571485,29.015905764156106
465,11/4/2021,31.33,0.002556729,0.000824448,0.000881944,30.79861405700384,30.34747336824779,29.247057519813797
466,11/5/2021,31.950001,0.019596107,0.000823429,0.000922103,30.87581677043076,30.423616273497352,29.319683458183295
467,11/8/2021,31.6,-0.011015092,0.00082197,0.000896542,31.486985253195055,31.028041410512365,29.903331888784983
468,11/9/2021,31.77,0.005365328,0.000820256,0.00090609,31.141596347014897,30.690379491469233,29.57992334699177
469,11/10/2021,31.52,-0.007900183,0.000818672,0.000887314,31.310801646462217,30.85458541998214,29.73612313980704
470,11/11/2021,31.690001,0.00537894,0.000816973,0.00089687,31.06352737431969,30.61289568640569,29.503921923412598
471,11/12/2021,31.82,0.004093818,0.00081526,0.000903658,31.23380074601395,30.778986303205944,29.668044860919156
472,11/15/2021,31.35,-0.014880756,0.00081406,0.000870216,31.3620067949922,30.907527798336027,29.79115157235748
473,11/16/2021,31.209999,-0.004475743,0.000812399,0.000858914,30.899214871769313,30.450191678336942,29.348632690246642
474,11/17/2021,30.93,-0.009011938,0.00081089,0.00083809,30.75962456629607,30.31329933239558,29.22171210682367
475,11/18/2021,31.41,0.015399727,0.000809629,0.000868746,30.484631178150234,30.042632440685836,28.957977693570733
476,11/19/2021,31.450001,0.001272701,0.000807928,0.000869594,30.95801102162704,30.511316997742775,29.412329605136417
477,11/22/2021,31.93,0.015146992,0.000806661,0.000899526,31.001220559822126,30.553584631053813,29.45390992298569
478,11/23/2021,32.189999,0.008109808,0.000805082,0.00091461,31.474176171945306,31.019579501948378,29.90570277879376
479,11/24/2021,35.439999,0.096185283,0.00082231,0.001113505,31.730286854001186,31.27205508662491,30.150704193504538
480,11/26/2021,34.580002,-0.024565559,0.000821968,0.001060007,34.937100032228216,34.42648490551599,33.1761100785858
481,11/29/2021,35.93,0.038297063,0.000823136,0.001137423,34.086999927650545,33.589519002867796,32.371867766632114
482,11/30/2021,35.279999,-0.018256398,0.000822207,0.001097187,35.41818151043675,34.9018893047359,33.63770419339006
483,12/1/2021,36.459999,0.032899539,0.000822594,0.00116303,34.7770593932869,34.269615809350086,33.026076424060214
484,12/2/2021,37.639999,0.031851546,0.000822837,0.001226436,35.94269118075529,35.418296160447746,34.13155310478577
485,12/3/2021,37.549999,-0.002393937,0.000821167,0.001218972,37.10845747919746,36.56797751286349,35.23720918877721
486,12/6/2021,36.93,-0.016649123,0.000820133,0.001182206,37.01820327607406,36.48006030140553,35.15907157562228
487,12/7/2021,37.290001,0.009700992,0.000818597,0.001199698,36.40451282819949,35.87499201333041,34.569342587431436
488,12/8/2021,36.709999,-0.015676051,0.000817502,0.001165117,36.76433501324455,36.229823270772194,34.91260918828012
489,12/9/2021,36.150002,-0.015372166,0.000816389,0.001131298,36.19021416899812,35.666057187991406,34.374531140548775
490,12/10/2021,36.43,0.007715607,0.000814811,0.001144736,35.636993686218254,35.1196791969424,33.85159615221607
491,12/13/2021,35.279999,-0.032076408,0.000815395,0.001077075,35.9159087615278,35.39490942273091,34.1173202228346
492,12/14/2021,35.599998,0.009029379,0.000813866,0.001093239,34.77694522101421,34.27488459597948,33.03370859377325
493,12/15/2021,36.259998,0.018369568,0.000812819,0.001128282,35.09620771584219,34.58648437601327,33.332128416514784
494,12/16/2021,36.700001,0.012061632,0.000811415,0.001150414,35.74904483619769,35.230937350395095,33.96158662918064
495,12/17/2021,36.57,-0.00354855,0.00080982,0.001140921,36.18519646366941,35.65941093202058,34.36767710268435
496,12/20/2021,36.130001,-0.012104659,0.000808541,0.001114217,36.056719034541395,35.53461367157351,34.24593956111894
497,12/21/2021,37.02,0.024334734,0.000807997,0.001160938,35.62232072992848,35.10707642483002,33.84731354802993
498,12/22/2021,37.279999,0.006998656,0.000806442,0.00117266,36.4996604422839,35.97260157835091,34.68067716459313
499,12/23/2021,37.650002,0.009876044,0.000804978,0.001190102,36.75734535053158,36.22708230778176,34.91906286772389
500,12/27/2021,38.099998,0.011881222,0.000803596,0.001211484,37.1236243373384,36.58928939542555,35.274453119326154
501,12/28/2021,37.950001,-0.003944699,0.000802045,0.001201192,37.56985448139164,37.02725574488567,35.7011148141939
502,12/29/2021,37.98,0.000790175,0.000800448,0.001200374,37.42146888652849,36.881082707196875,35.5593336940573
503,12/30/2021,37.75,-0.00607423,0.000798961,0.001185911,37.44950294026384,36.91004211295845,35.58853329944583
504,12/31/2021,37.669998,-0.002121507,0.000797398,0.001179349,37.22731673408571,36.690656953858856,35.378786419008854
505,1/3/2022,38.02,0.009248368,0.000795947,0.001195327,37.144314446122216,36.611755206435326,35.30157719346448
506,1/4/2022,39.200001,0.030564435,0.000796076,0.001253369,37.49289625447461,36.95510076808125,35.63648640816997
507,1/5/2022,38.869999,-0.008454053,0.000794691,0.001234222,38.658752562736616,38.103604687324854,36.738092626327365
508,1/6/2022,38.68,-0.004900049,0.0007932,0.001222147,38.331009389032275,37.78063794059298,36.431959662075386
509,1/7/2022,38.650002,-0.000775844,0.00079165,0.001218221,38.145000145375995,37.59998128854549,36.256943756516385
510,1/10/2022,38.959999,0.007988626,0.000790187,0.001231497,38.11461986688996,37.56761399107004,36.23228413613642
511,1/11/2022,39.189999,0.005886134,0.000788683,0.001240606,38.420601991524485,37.87153043248528,36.52128013656396
512,1/12/2022,38.990002,-0.005116332,0.000787222,0.00122819,38.64990309973988,38.09890165029437,36.7342630752862
513,1/13/2022,38.700001,-0.007465628,0.000785834,0.001211243,38.45038608033255,37.9029432059462,36.5596958113696
514,1/14/2022,38.419998,-0.007261521,0.000784445,0.001194759,38.16511041887948,37.6206628297561,36.28642811764081
515,1/18/2022,37.630001,-0.020776474,0.000783857,0.001152096,37.88899840728256,37.349475379853516,36.02049760848975
