,Date,COR,PDR,VAR,AVG,VAR70,VAR85,VAR99
580,4/21/2022,165.020004,-0.004293231,0.00041071,0.001142198,164.13389538173544,162.43685151470575,158.24552388221704
581,4/22/2022,159.0,-0.037162501,0.000412524,0.001076269,163.43537547393316,161.7441551712439,157.5773195415312
582,4/25/2022,158.470001,-0.003338895,0.000411849,0.001068683,157.45288544168,155.82110181648468,151.785257580358
583,4/26/2022,157.25,-0.007728412,0.000411275,0.001053593,156.92846945379213,155.31063803624383,151.29706985686988
584,4/27/2022,157.460007,0.001334607,0.000410571,0.001054074,155.70748276605062,154.1043574696784,150.11875154346237
585,4/28/2022,157.75,0.001839999,0.00040987,0.001055418,155.9257550224807,154.32117864429307,150.3295706356731
586,4/29/2022,151.289993,-0.041813023,0.000412301,0.000982264,156.2212107999194,154.61414940984255,150.61384238371346
587,5/2/2022,148.970001,-0.015453528,0.000412058,0.000954264,149.80422025563308,148.25291558570916,144.40894808282215
588,5/3/2022,150.759995,0.011944185,0.000411563,0.000972954,147.50051013791594,145.97839554925918,142.21189040666889
589,5/4/2022,156.789993,0.03921815,0.000413343,0.001037887,149.28073312356847,147.740517278954,143.90972634463347
590,5/5/2022,155.190002,-0.0102571,0.000412858,0.001018743,155.25744136804371,153.64942895653456,149.67225474429364
591,5/6/2022,159.009995,0.024316876,0.000413077,0.001058164,153.6718984428195,152.07933870213586,148.13621772306175
592,5/9/2022,157.320007,-0.01068507,0.000412611,0.001038328,157.45935459408582,155.8349743104658,151.79672706202328
593,5/10/2022,159.649994,0.01470189,0.00041223,0.001061369,155.78523685256883,154.17166735173745,150.19617621667084
594,5/11/2022,161.300003,0.010282122,0.000411679,0.001076892,158.0956012709967,156.4647112389682,152.39780863618665
595,5/12/2022,151.610001,-0.061954563,0.000417653,0.000970957,159.72551416253475,158.0738681082984,153.9973546024713
596,5/13/2022,152.889999,0.008407261,0.000417045,0.000983434,150.10694332678324,148.54369924117708,144.66039089789535
597,5/16/2022,154.550003,0.010798986,0.000416507,0.000999876,151.3761148741918,149.80018529937936,145.9024374913122
598,5/17/2022,156.929993,0.015282113,0.000416151,0.001023759,153.02003594491023,151.4335865593109,147.50175296358827
599,5/18/2022,151.110001,-0.037791746,0.000417968,0.000958958,155.3852450864084,153.77269981098007,149.78581993269668
600,5/19/2022,149.380005,-0.011514627,0.00041753,0.000938169,149.61861535251384,148.05298965684733,144.20233180815876
601,5/20/2022,150.179993,0.0053411,0.000416867,0.000945495,147.89057132860347,146.35015894205964,142.52558940427025
602,5/23/2022,152.699997,0.016640665,0.000416583,0.000971567,148.69017474574318,147.14427632423445,143.32821939416527
603,5/24/2022,153.080002,0.002485481,0.000415896,0.000974077,151.1889376028367,149.62219599604816,145.72256754137356
604,5/25/2022,154.270004,0.007743666,0.000415284,0.000985285,151.56402292055586,149.98809476449597,146.0946224382579
605,5/26/2022,155.800003,0.009868813,0.000414727,0.000999969,152.74937338944656,151.16257599019443,147.25403022731336
606,5/27/2022,156.860001,0.006780541,0.000414098,0.001009508,154.26803554264353,152.66124296348613,148.69881253623103
607,5/31/2022,154.789993,-0.01328438,0.000413752,0.000985959,155.31314330141885,153.6970821779134,149.7315451391059
608,6/1/2022,150.009995,-0.031367389,0.00041479,0.000932747,153.2676963466034,151.68177425964373,147.77471424168388
609,6/2/2022,148.210007,-0.012071691,0.000414386,0.000911393,148.51865081499383,146.9773203556743,143.1696385463115
610,6/3/2022,147.029999,-0.007993593,0.000413837,0.000896794,146.73423646137667,145.21329232241587,141.4412828551419
611,6/6/2022,146.889999,-0.00095264,0.000413165,0.000893768,145.5760278635149,144.06644631514493,140.32786978505254
612,6/7/2022,149.559998,0.018013636,0.000412968,0.000921741,145.42935768075787,143.93208977511358,140.19044713608335
613,6/8/2022,146.419998,-0.021218446,0.000413093,0.000885623,148.07724459258839,146.54526499679469,142.77120232680045
614,6/9/2022,143.960007,-0.016943659,0.000412937,0.000856586,144.96858044526653,143.4650148452531,139.75272246723583
615,6/10/2022,144.449997,0.003397874,0.000412276,0.000860718,142.52568922025927,141.04945828515892,137.39459492653492
616,6/13/2022,141.520004,-0.020492328,0.000412346,0.000826054,143.01401286353308,141.53417959091925,137.88873951093626
617,6/14/2022,141.210007,-0.002192884,0.000411692,0.000821161,140.11869916442248,138.66649618289642,135.07025071262294
618,6/15/2022,142.309998,0.007759569,0.000411104,0.000832388,139.80430411846183,138.3584091804476,134.7970758913988
619,6/16/2022,140.960007,-0.009531551,0.000410613,0.000815645,140.88835370359172,139.434109641065,135.824726414517
620,6/17/2022,140.679993,-0.001988454,0.000409963,0.000811122,139.5647751948014,138.11636120478934,134.54334126781077
621,6/21/2022,143.259995,0.018173368,0.000409788,0.000839081,139.2789513654203,137.8371972793289,134.2957626386938
622,6/22/2022,145.020004,0.012210565,0.000409336,0.000857363,141.83718458257488,140.37263767657194,136.759782312506
623,6/23/2022,144.600006,-0.00290034,0.000408702,0.000851331,143.58481499655946,142.10324591515823,138.43596351569187
624,6/24/2022,148.460007,0.026344258,0.000409087,0.000892185,143.17138210109755,141.69430356634112,138.0594058145171
625,6/27/2022,149.220001,0.005106125,0.000408461,0.000898928,146.9926579918522,145.4838162939627,141.73178740686078
626,6/28/2022,143.190002,-0.0412493,0.000410641,0.000831598,147.75246335651696,146.2306935142534,142.4568941288051
627,6/29/2022,143.580002,0.002719951,0.000409992,0.00083461,141.7671770742024,140.3005478046488,136.68321821484886
628,6/30/2022,141.479996,-0.014734049,0.000409725,0.000809819,142.15376639439722,140.69011207286252,137.0729854234282
629,7/1/2022,143.139999,0.011664829,0.00040926,0.000827077,140.06528620857787,138.6196413152382,135.05776564184336
630,7/5/2022,140.710007,-0.017122081,0.000409121,0.000798586,141.71960435171303,140.25807619632386,136.6507171065814
631,7/6/2022,139.839996,-0.006202201,0.00040855,0.000787491,139.31190932069416,137.87213957475643,134.31882990663735
632,7/7/2022,140.789993,0.006770485,0.00040796,0.000796958,138.449817308431,137.02066446420162,133.49544385325484
633,7/8/2022,142.550003,0.012423468,0.000407529,0.000815325,139.38946797082457,137.95980611387859,134.3994788116203
634,7/11/2022,141.320007,-0.008665964,0.000407028,0.00080037,141.12844034553785,139.6789591298074,136.1155131746586
635,7/12/2022,141.380005,0.000424464,0.000406387,0.000799778,139.91557899482675,138.47931206484736,134.9146324412858
636,7/13/2022,139.110001,-0.016186342,0.000406201,0.000773071,139.9725193505532,138.5329465652856,134.99717809752545
637,7/14/2022,139.529999,0.00301463,0.000405571,0.00077659,137.723960207424,136.30859595021016,132.79286812597172
638,7/15/2022,142.220001,0.019095537,0.000405461,0.000805303,138.1393211202384,136.72649646549465,133.2313023338469
639,7/18/2022,140.399994,-0.012879713,0.000405119,0.000783886,140.81011906337892,139.36686639060872,135.7941292678325
640,7/19/2022,143.089996,0.018978326,0.000405002,0.000812315,139.00969426048613,137.58094172134687,134.06317141126317
641,7/20/2022,141.490005,-0.011244696,0.000404597,0.000793506,141.67787264448503,140.2256427242543,136.61574494263658
642,7/21/2022,142.139999,0.004583402,0.000403989,0.000799409,140.08841277187955,138.64478807950326,135.09652338537344
643,7/22/2022,142.5,0.002529519,0.000403365,0.0008021,140.72450062115922,139.2865547792999,135.71930792301077
644,7/25/2022,144.149994,0.011512383,0.000402917,0.00081873,141.0908506606657,139.64497437532953,136.0726795460468
645,7/26/2022,145.199997,0.007257699,0.000402356,0.000828713,142.72520674433062,141.2682929051343,137.65848778225734
646,7/27/2022,145.070007,-0.000895649,0.000401738,0.000826044,143.77272909001147,142.30362661003744,138.6615408871704
