,Date,F,PDR,VAR,AVG,VAR70,VAR85,VAR99
268,1/26/2021,11.19,-0.008896856,0.001229937,0.000642483,11.084058062755588,10.88754826083693,10.406344177985117
269,1/27/2021,10.79,-0.036400743,0.001230447,0.000504776,10.986129367268287,10.790588256772589,10.313456040373675
270,1/28/2021,10.72,-0.006508624,0.001226071,0.0004788,10.591982129278211,10.40373858495439,9.942642517549418
271,1/29/2021,10.53,-0.017882829,0.001222786,0.000411045,10.523250351841945,10.335877038622373,9.879123575466735
272,2/1/2021,10.83,0.028091735,0.001221097,0.000512812,10.336220440502846,10.152426294485641,9.70501346916255
273,2/2/2021,10.86,0.002766253,0.001216643,0.000521067,10.631759635409134,10.443430438696607,9.983269684367285
274,2/3/2021,11.2,0.030827464,0.001215542,0.000631674,10.662334173140898,10.474106155083911,10.015165222225953
275,2/4/2021,11.37,0.015064529,0.001211877,0.000684157,10.998323920934832,10.803285629885796,10.329857018885765
276,2/5/2021,11.51,0.012237915,0.001207968,0.000726019,11.164269489719674,10.967308688186053,10.487776141596857
277,2/8/2021,11.56,0.004334641,0.001203654,0.000739046,11.303445465545645,11.104368291985498,10.617304431829643
278,2/9/2021,11.93,0.031505373,0.001202717,0.000849716,11.353532207252094,11.154021477413998,10.665192674910065
279,2/10/2021,11.76,-0.014352294,0.001199232,0.000795229,11.719495552343599,11.513694795040418,11.009193551322111
280,2/11/2021,11.45,-0.026714212,0.001197642,0.000696981,11.55031569936878,11.347794010958827,10.85317989687864
281,2/12/2021,11.45,0.0,0.001193381,0.000694501,11.245503648102689,11.048266331102901,10.563614689580936
282,2/16/2021,11.54,0.007829531,0.001189329,0.000719802,11.246381369836168,11.049939244423832,10.569014647738314
283,2/17/2021,11.48,-0.00521287,0.001185251,0.000698839,11.334564793205494,11.135688045877362,10.649710771797709
284,2/18/2021,11.43,-0.004364913,0.001181167,0.000681008,11.275797327638726,11.078777605268568,10.59849371380768
285,2/19/2021,11.58,0.013037994,0.001177557,0.000724366,11.227363780816024,11.031029590029066,10.552274488243063
286,2/22/2021,11.7,0.01030937,0.001173759,0.00075788,11.37520879419342,11.176634682470052,10.692037091214331
287,2/23/2021,11.62,-0.00686109,0.001169871,0.000731333,11.494439284622548,11.294485089483267,10.806645280330066
288,2/24/2021,12.27,0.054429507,0.001175787,0.000917785,11.414682713217347,11.216709017677195,10.73290513358557
289,2/25/2021,11.76,-0.042453316,0.001178204,0.000767712,12.055841874218276,11.845287060300818,11.332824895877671
290,2/26/2021,11.7,-0.005115101,0.001174261,0.000747427,11.551816905973133,11.350933347229892,10.858141337492556
291,3/1/2021,11.98,0.023649751,0.001172022,0.000826129,11.493929791489114,11.294199649554448,10.805959218188706
292,3/2/2021,12.55,0.046482073,0.001175122,0.000982485,11.768740024212756,11.564961430111211,11.064674506344256
293,3/3/2021,12.17,-0.030746759,0.001174536,0.000874194,12.33138850362673,12.11685740371468,11.589917783776603
294,3/4/2021,11.93,-0.019917671,0.001172006,0.000803473,11.956744721089981,11.749163458135923,11.241547760172145
295,3/5/2021,12.27,0.028101023,0.00117055,0.000896007,11.720584929776498,11.516583363472463,11.018939996218855
296,3/8/2021,12.65,0.030499956,0.001169547,0.000996021,12.055893382723587,11.847248294538133,11.335005598407095
297,3/9/2021,12.57,-0.006344193,0.00116579,0.000971306,12.43060780480583,12.215232811815289,11.68771047523933
298,3/10/2021,12.91,0.026689182,0.00116409,0.001057608,12.352637621844853,12.138119325413063,11.61334238350527
299,3/11/2021,12.81,-0.007776089,0.001160456,0.001028064,12.686979602883328,12.467098325404683,11.931326240160189
300,3/12/2021,13.37,0.042787275,0.001162382,0.001167261,12.589437171430768,12.371621580889226,11.83898087842324
301,3/15/2021,13.2,-0.012796562,0.001159166,0.00112087,13.14050767550132,12.912741865394006,12.356753628821066
302,3/16/2021,12.49,-0.055288505,0.001165829,0.000934084,12.97290762257328,12.748734539812954,12.201137297477466
303,3/17/2021,12.69,0.015885958,0.001162717,0.00098343,12.272143276095361,12.059751619173968,11.541206896203677
304,3/18/2021,12.49,-0.015885958,0.001159825,0.000927938,12.470263023703216,12.255034364195625,11.728550768210393
305,3/19/2021,12.83,0.026857854,0.001158219,0.001012954,12.272414548906019,12.060439961279487,11.543311276728152
306,3/22/2021,12.85,0.001557633,0.001154435,0.001014734,12.60923526595252,12.390997839245529,11.859938180054018
307,3/23/2021,12.21,-0.051088523,0.001159489,0.000845017,12.628142103840274,12.410806081561713,11.87856075131987
308,3/24/2021,12.14,-0.005749502,0.001155865,0.000823606,11.996669142189662,11.790066864659561,11.280971745355302
309,3/25/2021,12.32,0.014718172,0.001152747,0.000868572,11.928516667703141,11.7228469536207,11.21856769572979
310,3/26/2021,12.3,-0.001624696,0.001149049,0.00086053,12.106917543899081,11.89881724586661,11.387821796383424
311,3/29/2021,12.15,-0.012270093,0.001145907,0.000818309,12.086309800206658,11.879118062943986,11.368674002643548
312,3/30/2021,12.46,0.025194344,0.001144132,0.000896437,11.938847268546146,11.733419412112315,11.23424160696174
313,3/31/2021,12.25,-0.016997576,0.001141497,0.000839268,12.24594047676034,12.035112757593613,11.521143401883183
314,4/1/2021,12.17,-0.00655203,0.001138035,0.000815729,12.03900979019612,11.832275496782225,11.32615518820269
315,4/5/2021,12.7,0.042628086,0.001139954,0.000948466,11.959801557384845,11.755087137515918,11.254306296803696
316,4/6/2021,12.92,0.017174505,0.001137177,0.000999815,12.482487723972529,12.268442489493172,11.746646326864417
317,4/7/2021,12.73,-0.014815086,0.001134377,0.000949925,12.698757055628757,12.481011536666532,11.950171540984885
318,4/8/2021,12.51,-0.017433088,0.001131869,0.000892117,12.511281518312288,12.29739142231232,11.774021841566846
319,4/9/2021,12.51,0.0,0.001128323,0.00088932,12.296092074624188,12.086225220982923,11.574968614236377
320,4/12/2021,12.38,-0.010446057,0.001125197,0.000853897,12.295726693494881,12.084987441117216,11.571169818785513
321,4/13/2021,12.2,-0.014646316,0.001122438,0.00080561,12.167841603844302,11.960713146397419,11.454677697389386
322,4/14/2021,12.24,0.003273325,0.001118971,0.000813274,11.990654128478264,11.786402408717638,11.287972768454976
323,4/15/2021,12.24,0.0,0.001115509,0.000810756,12.030783545305269,11.826682739120097,11.326302740630581
324,4/16/2021,12.23,-0.000817327,0.001112074,0.000805731,12.030133691944565,11.82565354440109,11.325695907948834
325,4/19/2021,12.11,-0.009860392,0.001109001,0.000772912,12.020563849544526,11.817857795029624,11.323026331460511
326,4/20/2021,11.45,-0.056041828,0.001115471,0.000598634,11.902407882328442,11.70182149041098,11.208454892139844
327,4/21/2021,11.73,0.024159933,0.001113752,0.000670687,11.252059711475,11.061317923643632,10.595330959213909
328,4/22/2021,11.94,0.017744445,0.001111242,0.000722741,11.527572762646123,11.332283674880163,10.852920604512882
329,4/23/2021,12.22,0.023179846,0.001109393,0.000791,11.73481092884193,11.536253827173127,11.050827267410028
330,4/26/2021,12.27,0.004083305,0.001106064,0.000800976,12.011844455470044,11.808709293125402,11.312387618767588
331,4/27/2021,12.49,0.017771065,0.00110359,0.000852245,12.061240276271386,11.856996303317581,11.354533675330007
332,4/28/2021,12.43,-0.004815419,0.001100362,0.000835174,12.278010229049922,12.07135676896016,11.565695063648215
333,4/29/2021,11.26,-0.098856283,0.001126813,0.0005358,12.219213464876757,12.013676520871003,11.509878938632578
334,4/30/2021,11.54,0.024562638,0.001125163,0.000607737,11.063932631010884,10.8755611857901,10.413798990288264
335,5/3/2021,11.63,0.007768705,0.001121957,0.000629113,11.339692910047516,11.146909867159556,10.676581134043778
336,5/4/2021,11.41,-0.019097803,0.001119772,0.000570402,11.428350186661659,11.234070952693159,10.758931589025241
337,5/5/2021,11.61,0.017376632,0.001117285,0.000620272,11.21138013590415,11.02075678305921,10.551761550113321
338,5/6/2021,11.74,0.011135019,0.001114306,0.000651381,11.409298658259923,11.215638223257795,10.742165786239498
339,5/7/2021,11.82,0.006791198,0.001111129,0.000669492,11.53677701653923,11.341416775753931,10.861559031143633
340,5/10/2021,11.71,-0.009349834,0.001108156,0.000640024,11.617088163383533,11.421084661320219,10.941281003197338
341,5/11/2021,11.58,-0.011163705,0.001105314,0.000605409,11.508418478048192,11.313843527124751,10.837207386771667
342,5/12/2021,11.33,-0.021825397,0.001103548,0.000539822,11.380466270203664,11.187849818343327,10.718208157294784
343,5/13/2021,11.55,0.019231362,0.001101347,0.000594316,11.13323535557008,10.945921167071303,10.489524171192512
344,5/14/2021,11.84,0.024798192,0.001099843,0.000664676,11.351276929023152,11.16013606224702,10.692258504699286
345,5/17/2021,12.15,0.02584554,0.001098488,0.000737664,11.636199008812248,11.440393068928143,10.963249900122836
346,5/18/2021,12.14,-0.000823384,0.00109532,0.000733152,11.942457806238341,11.741567835714072,11.25031605735655
347,5/19/2021,12.11,-0.002474228,0.001092193,0.000723909,11.933780010347903,11.733947814169136,11.240839997271182
348,5/20/2021,12.49,0.030896767,0.001091663,0.000810613,11.903995407403505,11.704497530561992,11.214925497967705
349,5/21/2021,13.33,0.06508881,0.00110034,0.000994791,12.278872714172683,12.072307103994817,11.569916757098364
350,5/24/2021,13.06,-0.02046301,0.001098508,0.000933483,13.106156204389364,12.885825457464703,12.34541452088409
351,5/25/2021,12.81,-0.019328008,0.001096544,0.000875758,12.839878765300245,12.624441565314815,12.096757228110429
352,5/26/2021,13.9,0.081662724,0.001111918,0.001105266,12.59255838826012,12.382246188285452,11.865155456544834
353,5/27/2021,14.88,0.068129189,0.001121458,0.001295136,13.666839328189239,13.43605243455545,12.86825246141016
354,5/28/2021,14.53,-0.023802552,0.001120064,0.001224238,14.63188548729058,14.382641761151875,13.775673414366548
355,6/1/2021,14.81,0.019087151,0.001117805,0.001274556,14.286161020103698,14.04328897248316,13.451592620973639
356,6/2/2021,14.91,0.0067295,0.001114749,0.001289879,14.563007589064147,14.315797119080043,13.710131736838424
357,6/3/2021,15.99,0.069931398,0.001124787,0.001482152,14.662499015552326,14.41501766198907,13.806100474636743
358,6/4/2021,15.97,-0.001251565,0.001121666,0.001474516,15.725877604383596,15.458238899033036,14.80447183255645
359,6/7/2021,15.88,-0.005651506,0.001118683,0.001454667,15.706007220157982,15.439397179612788,14.78511494964589
360,6/8/2021,15.63,-0.015868311,0.001116407,0.001406547,15.618660863783932,15.354186760918287,14.70472668379754
361,6/9/2021,15.48,-0.009643276,0.001113651,0.001375938,15.371737740139215,15.111251132261575,14.47343018311022
362,6/10/2021,15.11,-0.024192092,0.001112376,0.001305309,15.223401426957366,14.964905754836781,14.332991931233307
363,6/11/2021,15.28,0.011188007,0.00110958,0.001332534,14.85926281639056,14.607377731232337,13.99520016884911
364,6/14/2021,14.87,-0.027199023,0.001108762,0.00125415,15.027279362146174,14.773855901794942,14.15199512217396
365,6/15/2021,15.0,0.008704441,0.001105876,0.001274562,14.62311951067985,14.375692808402954,13.773057725210958
366,6/16/2021,15.02,0.001332445,0.001102854,0.00127472,14.750573578610657,14.500922189133979,13.891201634037028
367,6/17/2021,14.77,-0.01678455,0.001100735,0.001225512,14.770325164056697,14.521205441591679,13.909924848468147
368,6/18/2021,14.52,-0.017071087,0.001098651,0.001175793,14.524098779132206,14.28084452433867,13.682043176036247
369,6/21/2021,14.78,0.017747906,0.001096416,0.001220704,14.277993708659489,14.037629705552884,13.450677197419541
370,6/22/2021,14.91,0.008757213,0.001093606,0.001241073,14.535418852240241,14.290535582645632,13.693358392681299
371,6/23/2021,15.42,0.033633239,0.001093479,0.001328384,14.663047405233744,14.41725213907213,13.814033477175354
372,6/24/2021,15.26,-0.010430342,0.00109091,0.001296774,15.166690612565795,14.91170678273399,14.28949275723255
373,6/25/2021,15.19,-0.004597709,0.001088078,0.001280971,15.008771617979637,14.757923008663203,14.142918072146996
374,6/28/2021,14.96,-0.015257344,0.001085898,0.001236751,14.93950251695625,14.6899884352693,14.079115511290034
375,6/29/2021,15.01,0.003336673,0.001083014,0.001242351,14.714479028402593,14.469402892373727,13.862826360659616
376,6/30/2021,14.86,-0.010043606,0.001080472,0.001212335,14.763367792792096,14.516315930117665,13.91417702633565
377,7/1/2021,14.91,0.003359089,0.001077618,0.001218029,14.61586713447579,14.371742832714839,13.774883275818148
378,7/2/2021,14.93,0.001340483,0.001074767,0.001218353,14.66480566139681,14.421384819808484,13.823712063803368
379,7/6/2021,14.5,-0.029223962,0.00107437,0.001138031,14.685043460764067,14.440270654431988,13.845769824111166
380,7/7/2021,14.23,-0.018796237,0.001072586,0.001085572,14.260368364915882,14.023688294000502,13.443965062406344
381,7/8/2021,14.06,-0.012018526,0.00107022,0.001051178,13.99486730283476,13.762007826265945,13.190638766223575
382,7/9/2021,14.48,0.029434501,0.001069522,0.00112548,13.827811816682718,13.59822230397118,13.039155625022898
383,7/12/2021,14.61,0.008937839,0.001066889,0.001145878,14.241956230104435,14.00465588935027,13.425849003295811
384,7/13/2021,14.42,-0.013090094,0.001064637,0.001108805,14.370516517538567,14.132370101516115,13.54997884130262
385,7/14/2021,14.25,-0.011859225,0.001062307,0.001075122,14.183077289073907,13.948631333165405,13.373937159696924
386,7/15/2021,14.01,-0.016985546,0.001060398,0.001028332,14.016527590882474,13.784596150681736,13.216478629793716
387,7/16/2021,13.61,-0.028966544,0.001059976,0.000950826,13.77985034856974,13.55203709567866,12.992439045001449
388,7/19/2021,13.28,-0.024545673,0.001058916,0.000885114,13.385657111272476,13.164381631376289,12.620883051366578
389,7/20/2021,13.91,0.046348862,0.001061493,0.001001987,13.059529522708727,12.844322241421152,12.314882648002728
390,7/21/2021,14.19,0.019929485,0.001059688,0.001050519,13.68092969412913,13.455292265533458,12.901189499463076
391,7/22/2021,13.91,-0.019929485,0.0010581,0.000996862,13.957002837940557,13.7270115335124,13.163312192676772
392,7/23/2021,13.82,-0.006491188,0.001055544,0.00097776,13.681716374727998,13.455909477020064,12.90401957018318
393,7/26/2021,14.03,0.015081076,0.001053363,0.001013646,13.593541513653765,13.36950098221547,12.816663679779353
394,7/27/2021,13.79,-0.017254202,0.001051534,0.000967281,13.80069160355719,13.572681438019316,13.015540946304423
395,7/28/2021,13.86,0.005063302,0.001048914,0.00097765,13.563306130583644,13.33961530492736,12.791796182920608
396,7/29/2021,14.39,0.037526527,0.00104963,0.001069946,13.633178539965604,13.40908712163482,12.859662962848573
397,7/30/2021,13.95,-0.031054013,0.001049579,0.000989029,14.15588252052876,13.922844183894261,13.353311280427574
398,8/2/2021,13.91,-0.002871502,0.00104698,0.000979329,13.722074274050861,13.496382816768616,12.945851804413662
399,8/3/2021,14.02,0.007876876,0.001044474,0.000996616,13.682639173423322,13.457330982157359,12.907132352788118
400,8/4/2021,13.32,-0.051218216,0.001048662,0.000866079,13.79125505605073,13.564799897930815,13.012373264577953
401,8/5/2021,13.71,0.028858828,0.001047996,0.000935886,13.099880300962681,12.8848306734836,12.35707686727448
402,8/6/2021,13.8,0.006543099,0.001045467,0.000949835,13.483846977111028,13.26235958340117,12.720352650602312
403,8/9/2021,13.75,-0.003629768,0.001042925,0.000938471,13.573450806077371,13.350039698215447,12.80239834136431
404,8/10/2021,13.82,0.005077994,0.001040386,0.000948717,13.524895793004097,13.30293289808692,12.760269294894181
405,8/11/2021,13.93,0.007927969,0.001037937,0.00096595,13.594613868233985,13.372590665081367,12.826696896975621
406,8/12/2021,13.9,-0.002155948,0.001035404,0.00095826,13.702725586176822,13.478894086224933,12.931150962802011
407,8/13/2021,13.59,-0.022554612,0.001034216,0.000900489,13.67312418555205,13.449907913963273,12.903543258693254
408,8/16/2021,13.46,-0.009611904,0.001031951,0.000874724,13.366982287533654,13.149913194646238,12.615996573665308
409,8/17/2021,12.99,-0.035542494,0.001032662,0.000785684,13.23989200874567,13.024640163746781,12.492946030957775
410,8/18/2021,13.0,0.000769527,0.001030144,0.000785645,12.776030484127434,12.567468493095605,12.05688089652846
411,8/19/2021,12.67,-0.025712363,0.001029342,0.000721173,12.787059718785272,12.577837399060217,12.066944013405838
412,8/20/2021,12.57,-0.007923972,0.001027024,0.000700189,12.461229481996018,12.258602438512355,11.7629645489244
413,8/23/2021,12.73,0.01264839,0.001024882,0.000729119,12.362479552133491,12.161864619762655,11.670437355554284
414,8/24/2021,13.08,0.027122933,0.001024085,0.000792873,12.52087196405382,12.31706127856549,11.81965226333455
415,8/25/2021,13.17,0.00685717,0.001021706,0.000807485,12.865226717584228,12.656557997803118,12.143881633182277
416,8/26/2021,12.9,-0.020714204,0.001020361,0.000755751,12.955380577487519,12.745636108877234,12.228367880819897
417,8/27/2021,13.31,0.031288321,0.001020144,0.00082897,12.688709649891006,12.482851648832316,11.977657055234136
418,8/30/2021,13.05,-0.019727499,0.001018712,0.000779792,13.092936837714602,12.880794149497932,12.360480330629136
419,8/31/2021,13.03,-0.001533743,0.001016293,0.00077427,12.837162165109477,12.62934659650854,12.118081611929139
420,9/1/2021,13.11,0.006120907,0.001013942,0.000787001,12.817435591246923,12.609916539964289,12.099882020829298
421,9/2/2021,13.01,-0.007657005,0.001011702,0.000766943,12.896904256386248,12.688847772044705,12.178643214678466
422,9/3/2021,12.89,-0.009266476,0.001009543,0.000743168,12.79838318474874,12.591167271675769,12.083239392069007
423,9/7/2021,12.95,0.004643971,0.001007192,0.000752389,12.680143881405233,12.475352512491996,11.9718888549375
424,9/8/2021,13.03,0.006158603,0.001004885,0.00076514,12.739364750506143,12.534008335644941,12.031265459164798
425,9/9/2021,12.76,-0.020939113,0.001003627,0.000714071,12.81919368275372,12.613141747454492,12.108222528941882
426,9/10/2021,12.68,-0.006289329,0.001001386,0.000697631,12.552438409169048,12.349352622173493,11.855835259855404
427,9/13/2021,12.99,0.024153882,0.001000326,0.000752564,12.474452104952721,12.273212465456593,11.783816253132745
428,9/14/2021,12.86,-0.010058112,0.000998261,0.000727305,12.77922895719842,12.573862326918228,12.072071663919496
429,9/15/2021,13.22,0.027609116,0.000997615,0.000789967,12.651277761228974,12.449039355071946,11.95174483615206
430,9/16/2021,13.4,0.013523873,0.000995671,0.000819581,13.00636605331627,12.798368464836646,12.287218590339176
431,9/17/2021,13.55,0.01113184,0.000993607,0.000843507,13.1841628229262,12.972557790690846,12.455615845443017
432,9/20/2021,12.82,-0.055380096,0.000998607,0.00071336,13.33195564194259,13.119114218121867,12.597034419859067
433,9/21/2021,12.77,-0.003907781,0.00099635,0.000702687,12.611355519287887,12.409432049812194,11.912228956053184
434,9/22/2021,13.23,0.035388308,0.00099682,0.000782608,12.562641806342887,12.361121632540062,11.868363988029296
435,9/23/2021,13.71,0.035638515,0.000997315,0.000862737,13.016095763055654,12.8078141393358,12.2938674464229
436,9/24/2021,13.78,0.005092772,0.000995069,0.000872438,13.489446339893012,13.272478910824171,12.742189551675594
437,9/27/2021,14.16,0.027202823,0.000994375,0.000932691,13.558228189652668,13.341178175790773,12.810252288347883
438,9/28/2021,14.31,0.010537505,0.000992314,0.00095462,13.933750217259464,13.70990031017802,13.16561269598714
439,9/29/2021,14.3,-0.000699056,0.00099006,0.000950853,14.081189430863148,13.856078352316437,13.304353467805427
440,9/30/2021,14.16,-0.009838449,0.000988074,0.000926332,14.072234163302612,13.848018838237179,13.297055143996017
441,10/1/2021,14.16,0.0,0.000985836,0.000924231,13.935111581654574,13.712414621479738,13.165670220484305
442,10/4/2021,14.35,0.013328854,0.000983952,0.000952296,13.934226893883517,13.712040186752711,13.169661145555764
443,10/5/2021,14.29,-0.00418995,0.000981791,0.000940688,14.12136757213919,13.89647427320162,13.346929528771907
444,10/6/2021,14.12,-0.01196776,0.000979954,0.000911615,14.06333404192881,13.84013895375352,13.293411121952794
445,10/7/2021,14.89,0.053097615,0.000983858,0.001028887,13.896114552491369,13.674872535932675,13.135740822562234
446,10/8/2021,15.12,0.015328524,0.00098211,0.001060949,14.654747713379138,14.421016575549402,13.850759308774858
447,10/11/2021,15.09,-0.001986098,0.000979933,0.001054132,14.881175068094464,14.643999998950909,14.06669358165236
448,10/12/2021,15.64,0.035799462,0.000980435,0.001131689,14.852487557419526,14.616556533216146,14.038165967160692
449,10/13/2021,15.51,-0.008346758,0.000978451,0.001110579,15.395684733825302,15.151364179646114,14.555575436567525
450,10/14/2021,15.45,-0.003875974,0.000976331,0.001099498,15.26621829843789,15.023077407607467,14.42874997980795
451,10/15/2021,15.7,0.016051709,0.000974661,0.001132651,15.207203739374938,14.965883107292479,14.373749945781496
452,10/18/2021,15.56,-0.008957194,0.00097273,0.001110328,15.454767788521092,15.209457059606997,14.607152792634439
453,10/19/2021,15.42,-0.009038151,0.000970809,0.001087926,15.317416464648009,15.073791495930795,14.47699623547795
454,10/20/2021,16.040001,0.039420297,0.0009719,0.001172358,15.178780961364557,14.939468126769489,14.35268839733683
455,10/21/2021,16.549999,0.031300377,0.000971755,0.001238574,15.78989835122073,15.540080525532115,14.926942814130504
456,10/22/2021,16.280001,-0.016448619,0.000970308,0.001199786,16.29341151839068,16.034325941438084,15.404035611156782
457,10/25/2021,16.0,-0.0173487,0.000968936,0.001159198,16.02720800058681,15.773530916554718,15.15262464257271
458,10/26/2021,15.94,-0.003757049,0.000966873,0.001148464,15.751853963226976,15.502454706783542,14.893164437700184
459,10/27/2021,15.51,-0.027346696,0.000966532,0.001086383,15.692973832855639,15.44523114244275,14.838001144991075
460,10/28/2021,16.860001,0.083459035,0.000979149,0.001265454,15.268705511462398,15.028030811481077,14.436306747521428
461,10/29/2021,17.08,0.012964176,0.000977322,0.001290831,16.598034928410485,16.335078558545227,15.686683346949474
462,11/1/2021,17.950001,0.049681982,0.000980264,0.001395574,16.81539110976115,16.548011115966105,15.896293617443
463,11/2/2021,18.01,0.003336989,0.000978155,0.001399767,17.673622974739732,17.392846180107643,16.706136091715294
464,11/3/2021,18.629999,0.033845972,0.000978311,0.001469694,17.732920466312166,17.451469023614884,16.761976076175436
465,11/4/2021,19.42,0.041530332,0.000979651,0.001555846,18.345222868284136,18.054113049004314,17.340299134904058
466,11/5/2021,19.290001,-0.006716584,0.000977695,0.001538094,19.123209974618344,18.81863317969759,18.07230020706071
467,11/8/2021,20.15,0.04361741,0.000979385,0.0016282,18.996166848096788,18.694416094686297,17.95762012812666
468,11/9/2021,20.120001,-0.001489893,0.000977313,0.001621537,19.84370313641399,19.530560744374334,18.761164047679873
469,11/10/2021,19.360001,-0.038505261,0.000978655,0.001535979,19.816193081704704,19.500306617462613,18.729244872315007
470,11/11/2021,19.549999,0.009766102,0.000976716,0.00155349,19.065098721291825,18.762318106931428,18.018536521820376
471,11/12/2021,19.5,-0.00256077,0.000974679,0.001544755,19.252144402124717,18.947081238661788,18.200671507082557
472,11/15/2021,19.860001,0.018293243,0.000973207,0.001580239,19.203629900842568,18.898823383672323,18.152406535981545
473,11/16/2021,19.790001,-0.003530899,0.000971204,0.001569433,19.558695304317773,19.249567890004734,18.490057961093328
474,11/17/2021,19.959999,0.008553411,0.000969258,0.001584167,19.490906541801348,19.181636135786913,18.426282385763134
475,11/18/2021,19.559999,-0.020243607,0.000968218,0.001538214,19.657774462989014,19.347045570318375,18.588918119358606
476,11/19/2021,19.389999,-0.008729196,0.000966405,0.001516644,19.26271598728938,18.958798407578904,18.213457989332856
477,11/22/2021,20.48,0.054691382,0.000970295,0.001628121,19.097022676606866,18.794553734141033,18.056103945564157
478,11/23/2021,20.200001,-0.013766146,0.000968759,0.001595915,20.170879712481145,19.85127564419618,19.071293239293226
479,11/24/2021,20.25,0.00247214,0.000966739,0.001597745,19.89368635511112,19.579634511393756,18.81321948205376
480,11/26/2021,19.75,-0.025001302,0.000966195,0.00154233,19.94324786633573,19.62801815597381,18.85069902042718
481,11/29/2021,19.67,-0.004058859,0.000964252,0.001530685,19.452574318202185,19.145239806735496,18.394372129845173
482,11/30/2021,19.190001,-0.02470527,0.000963676,0.001476254,19.373131069996766,19.068149438830346,18.315639762797705
483,12/1/2021,19.58,0.020119275,0.000962399,0.001514852,18.89830102550213,18.600460174375563,17.867388497584805
484,12/2/2021,19.870001,0.01470247,0.000960769,0.001542099,19.284861790059878,18.98054620302795,18.238249849999114
485,12/3/2021,19.139999,-0.037430773,0.000961914,0.001461743,19.571334493520432,19.26320082626666,18.50613265931616
486,12/6/2021,19.219999,0.004171018,0.00095995,0.001467317,18.84988289521015,18.553917244108316,17.83159179969258
487,12/7/2021,19.959999,0.037778869,0.00096068,0.001541879,18.927687158247736,18.630428597489882,17.899732782424717
488,12/8/2021,19.809999,-0.007543411,0.000958881,0.001523262,19.65941993224447,19.349529449521683,18.59025994634894
489,12/9/2021,19.57,-0.012189029,0.000957303,0.00149522,19.510417511636675,19.204107044191254,18.451546958765288
490,12/10/2021,21.450001,0.091726911,0.000971932,0.001679367,19.273972377627615,18.97036610766347,18.228646663413592
491,12/13/2021,20.43,-0.048720283,0.000975115,0.00157672,21.128695341087415,20.793103191348493,19.97320476449595
492,12/14/2021,20.049999,-0.018775305,0.000973973,0.001535354,20.120764770503385,19.799592890317435,19.023485715914077
493,12/15/2021,20.190001,0.006958378,0.000972057,0.001546354,19.74558991816981,19.431696744054367,18.66549493634123
494,12/16/2021,20.35,0.00789343,0.000970171,0.001559202,19.883219391122484,19.569290522664677,18.79773245096787
495,12/17/2021,19.77,-0.028915275,0.000970083,0.001497637,20.0425200549907,19.72461661093293,18.94839829965573
496,12/20/2021,19.42,-0.017862174,0.000968881,0.001458606,19.469711242465923,19.16157877472686,18.407420844737576
497,12/21/2021,19.610001,0.009736228,0.00096707,0.001475261,19.124488299172967,18.82240825308125,18.081257779082357
498,12/22/2021,20.139999,0.026668146,0.0009664,0.001525849,19.312501613926436,19.00864949931447,18.262009147945474
499,12/23/2021,20.25,0.005446956,0.000964494,0.001533707,19.833698886067697,19.519678115103705,18.75402213757942
500,12/27/2021,20.799999,0.026798145,0.000963839,0.001584236,19.942836874116566,19.629374035286126,18.858895581575645
501,12/28/2021,20.76,-0.00192488,0.000961939,0.001577231,20.487382055024966,20.164049496514753,19.368826731179364
502,12/29/2021,20.559999,-0.009680666,0.000960275,0.001554805,20.448243207514977,20.126010887245382,19.332012639844077
503,12/30/2021,20.469999,-0.004387041,0.000958436,0.001542993,20.250317711334343,19.93124256970023,19.15348353118206
504,12/31/2021,20.77,0.014549287,0.000956869,0.001568799,20.16128549539887,19.845446860145703,19.06791684297957
505,1/3/2022,21.77,0.047023237,0.000959058,0.001658808,20.457660308390373,20.136627206770722,19.346665499092197
506,1/4/2022,24.309999,0.110354872,0.000980466,0.001873622,21.44539797790647,21.1088901619846,20.280796632282662
507,1/5/2022,23.66,-0.027101889,0.000980185,0.001816471,23.945903232400614,23.56727469401802,22.638203490026815
508,1/6/2022,24.459999,0.033253231,0.000980197,0.001878354,23.30618478989995,22.93538279947353,22.024143141246128
509,1/7/2022,24.440001,-0.000817914,0.000978285,0.001873057,24.09509859389489,23.710014063937248,22.77323590230047
510,1/10/2022,23.85,-0.024436958,0.000977722,0.001821469,24.07768300540267,23.696389043898172,22.760036718527175
511,1/11/2022,24.35,0.020747632,0.000976508,0.001858506,23.49490916734374,23.12079867887734,22.206921888709253
512,1/12/2022,24.469999,0.004915987,0.000974619,0.001864478,23.988531939059897,23.606183408702616,22.671138224675165
513,1/13/2022,25.02,0.022227668,0.000973526,0.001904172,24.105858624937397,23.721991691808867,22.786502707983992
514,1/14/2022,25.190001,0.006771625,0.000971678,0.001913642,24.64868777821535,24.25879579306981,23.302475951970173
515,1/18/2022,24.379999,-0.032684047,0.000972111,0.001846462,24.81841026563301,24.425239073237965,23.462441382973086
516,1/19/2022,22.450001,-0.082472424,0.000983979,0.001683053,24.01626374818861,23.634928693128362,22.704151659848073
517,1/20/2022,21.65,-0.036285204,0.000984858,0.001609614,22.10951580215546,21.758171796273135,20.897937007702296
518,1/21/2022,20.65,-0.047290135,0.000987564,0.001515213,21.321346704772512,20.981180694718677,20.154396588850695
