,Date,TSN,PDR,VAR,AVG,VAR70,VAR85,VAR99
181,9/21/2020,59.849998,-0.035776724,0.001188004,-0.002252126,60.75740297220039,59.694877162149616,57.099495447548904
182,9/22/2020,59.389999,-0.007715553,0.001181639,-0.002282145,58.612361595160586,57.59341557518311,55.07419047539622
183,9/23/2020,57.09,-0.039496875,0.001182709,-0.002485504,58.16070913967299,57.15082207719613,54.66514325890565
184,9/24/2020,56.900002,-0.003333594,0.001176285,-0.002490114,55.90007004713938,54.926615944321554,52.54568696049878
185,9/25/2020,59.18,0.039288271,0.00117931,-0.002264285,55.718503200412734,54.74584704525158,52.374104604367055
186,9/28/2020,59.759998,0.00975286,0.001173742,-0.002199676,57.95872063030543,56.94911429646895,54.47055035138871
187,9/29/2020,58.959999,-0.013477276,0.001168142,-0.002259984,58.53383787338551,57.516064971327374,55.01473077884453
188,9/30/2020,59.48,0.008780891,0.001162574,-0.002201256,57.747329463283975,56.74924233785641,54.29705564949541
189,10/1/2020,59.220001,-0.004380782,0.001156447,-0.002212788,58.26364860339861,57.255849432751674,54.796049591187035
190,10/2/2020,59.310001,0.001518603,0.001150434,-0.002193149,58.00778060465384,57.00681055961168,54.56819054930251
191,10/5/2020,59.0,-0.005240499,0.001144459,-0.002209104,58.09669797437436,57.09831721703671,54.65801317042102
192,10/6/2020,58.610001,-0.006632096,0.0011386,-0.00223214,57.801604068991935,56.80755476484921,54.38359372688505
193,10/7/2020,58.77,0.002726173,0.001132827,-0.00220645,57.42061336224482,56.43655350198728,54.039372550561986
194,10/8/2020,58.990002,0.003736451,0.001127169,-0.002175816,57.581482990835816,56.599420555637664,54.195458582879944
195,10/9/2020,57.98,-0.017269848,0.001122551,-0.002253221,57.801040042177185,56.81621738408853,54.413374020879175
196,10/12/2020,58.970001,0.016930733,0.001118691,-0.002155344,56.80720833283352,55.84347946313848,53.48780303186569
197,10/13/2020,58.959999,-0.000169626,0.001113033,-0.002145264,57.785629928694036,56.805023618792326,54.39779852588424
198,10/14/2020,59.279999,0.005412733,0.001107698,-0.002107093,57.77675252071275,56.80354612222703,54.41572964560137
199,10/15/2020,60.490002,0.020206131,0.001104621,-0.001994966,58.10129701044876,57.117885930317286,54.73022473355579
200,10/16/2020,59.709999,-0.012978601,0.001099698,-0.002049884,59.2965554686814,58.29859944956092,55.83905104029161
201,10/19/2020,58.310001,-0.023725871,0.001096553,-0.002157725,58.53115366166311,57.5475616937036,55.14556679289546
202,10/20/2020,57.860001,-0.007747306,0.001091279,-0.002185396,57.15017558411797,56.1930060544667,53.837605983337546
203,10/21/2020,59.169998,0.022388306,0.001088863,-0.002064343,56.708747701650466,55.755862522723625,53.43268417145887
204,10/22/2020,59.439999,0.004552761,0.001083739,-0.002031906,58.001116339462655,57.02962609060614,54.65734740045617
205,10/23/2020,60.049999,0.010210148,0.00107918,-0.001972189,58.26836123369305,57.29566077273828,54.921055372463684
206,10/26/2020,57.459999,-0.044088496,0.00108251,-0.002176637,58.87716804736502,57.88997685586949,55.490498119670086
207,10/27/2020,57.669998,0.003648037,0.001077444,-0.002148499,56.32744510471979,55.38946900662958,53.068065727425946
208,10/28/2020,56.759998,-0.015905256,0.001073169,-0.002214637,56.536890566421086,55.593545529542816,53.28548147470242
209,10/29/2020,57.240002,0.008421173,0.001068573,-0.002163748,55.642348200794956,54.71653723120976,52.455714038944265
210,10/30/2020,57.23,-0.000174753,0.001063503,-0.002154276,56.118349411415025,55.185586862082786,52.89290779052584
211,11/2/2020,57.630001,0.006965046,0.001058855,-0.002111057,56.10881691045335,55.18220530030626,52.894202804044035
212,11/3/2020,56.490002,-0.019979616,0.00105536,-0.002195343,56.5053788241724,55.571777635602466,53.28540929128508
213,11/4/2020,56.540001,0.000884703,0.001050449,-0.002180882,55.38142784648344,54.47078022209655,52.23388434662675
214,11/5/2020,57.709999,0.020482081,0.001047929,-0.002074981,55.43052445165344,54.52039902172776,52.292486000940045
215,11/6/2020,57.330002,-0.00660637,0.00104315,-0.002096057,56.589918013442976,55.66041684233999,53.39152396861911
216,11/9/2020,60.349998,0.051336833,0.001051478,-0.001848682,56.22286554219108,55.30106912973565,53.042410008155656
217,11/10/2020,60.459999,0.001821058,0.001046694,-0.001831771,59.19366135642876,58.219498259654436,55.8371401928726
218,11/11/2020,61.110001,0.010693562,0.001042609,-0.001774315,59.30325198445017,58.3293945787444,55.93315782193661
219,11/12/2020,60.830002,-0.004592414,0.001037884,-0.001787183,59.946268297125236,58.962501097198206,56.55157368000517
220,11/13/2020,62.349998,0.024680519,0.001036336,-0.001666876,59.670074579039735,58.69412805555753,56.31377632691547
221,11/16/2020,64.739998,0.037615578,0.001038598,-0.001489127,61.17422264891222,60.1724546419584,57.74187290230885
222,11/17/2020,63.779999,-0.014939572,0.001034731,-0.001549715,63.53014263265768,62.48639903371315,59.948358246633674
223,11/18/2020,63.450001,-0.005187436,0.00103015,-0.001566027,62.5849682651783,61.56419537755334,59.0629515626463
224,11/19/2020,62.34,-0.017648936,0.0010267,-0.001637826,62.25554261292662,61.24472145995298,58.752212867626106
225,11/20/2020,60.740002,-0.026000782,0.001024764,-0.001746106,61.16905906214802,60.17357260673014,57.723980546706855
226,11/23/2020,63.130001,0.038593616,0.001027398,-0.001567611,59.59280609242425,58.6274518192678,56.25340470471812
227,11/24/2020,64.800003,0.026109541,0.001026232,-0.001445686,61.94996795840108,60.94374200984308,58.46478880933619
228,11/25/2020,64.989998,0.002927731,0.001021814,-0.001426504,63.590511269126054,62.558274887673036,60.021380604071666
229,11/27/2020,65.0,0.000153889,0.001017363,-0.001419603,63.79242940522197,62.75109723622443,60.220492005526474
230,11/30/2020,65.199997,0.003072153,0.001013027,-0.001400073,63.796896351825524,62.76492160202409,60.24615934234978
231,12/1/2020,66.760002,0.023644706,0.001011345,-0.001291654,64.00002596031239,62.970065607977396,60.429397536468414
232,12/2/2020,66.099998,-0.009935412,0.001007306,-0.001328912,65.53649562144018,64.4804626351649,61.88715391894448
233,12/3/2020,69.129997,0.04482003,0.001012084,-0.001130848,64.88607819180977,63.83523731901448,61.27318937685786
234,12/4/2020,70.099998,0.013934019,0.001008725,-0.001066468,67.87152647651459,66.77543837685747,64.10267581071874
235,12/7/2020,68.699997,-0.02017361,0.00100598,-0.001147775,68.8351345930863,67.72773360974695,64.9974048611419
236,12/8/2020,68.410004,-0.004230084,0.001001757,-0.001160836,67.4564661669139,66.37329806226947,63.70712943095661
237,12/9/2020,69.160004,0.010903647,0.000998142,-0.001109931,67.1721424769669,66.09719559452394,63.459346629410966
238,12/10/2020,69.410004,0.003608288,0.000994041,-0.001090106,67.9108099761617,66.81829469045884,64.1542087595489
239,12/11/2020,69.290001,-0.001730397,0.000989884,-0.001092785,68.16405637386026,67.07348738276974,64.41002852068382
240,12/14/2020,69.779999,0.007046811,0.000986034,-0.00105887,68.04426236154737,66.95977288024886,64.30851368775598
241,12/15/2020,68.25,-0.022169987,0.000983784,-0.001146468,68.53234514741696,67.4389468617965,64.75610533723093
242,12/16/2020,65.239998,-0.045104687,0.000987671,-0.001328114,67.02541979278905,65.95550112052533,63.344618238588154
243,12/17/2020,65.0,-0.003685477,0.000983629,-0.001337815,64.05843297169308,63.03579296913703,60.531323379719126
244,12/18/2020,64.949997,-0.000769573,0.000979599,-0.001335486,63.82419125146252,62.80290913238626,60.31650478508325
245,12/21/2020,63.849998,-0.017081146,0.000976608,-0.001399754,63.778624217245024,62.764886381143604,60.27510084098437
246,12/22/2020,62.48,-0.021690046,0.000974305,-0.001482235,62.69101199012709,61.698941677843024,59.27431786152041
247,12/23/2020,64.550003,0.032593658,0.000975043,-0.001344276,61.34486932365545,60.372400176002174,57.98727096354781
248,12/24/2020,64.790001,0.003711122,0.000971214,-0.001323891,63.387412705330775,62.38016345186273,59.92088664195091
249,12/28/2020,64.379997,-0.006348307,0.000967414,-0.00134407,63.625543722440426,62.621706872138546,60.159714750404426
250,12/29/2020,63.5,-0.013763073,0.000964159,-0.001393746,63.22409127178563,62.22675428839096,59.77468484856974
251,12/30/2020,63.59,0.001416319,0.000960349,-0.00138255,62.36016186350314,61.37332655095422,58.96681507630131
252,12/31/2020,64.440002,0.013278364,0.000957388,-0.001324372,62.44923137381231,61.46290649548434,59.056573260758974
253,1/4/2021,63.5,-0.014694683,0.000954307,-0.001377219,63.28842021017318,62.28995175634722,59.85672095137915
254,1/5/2021,63.450001,-0.000787696,0.000950552,-0.001374898,62.36459035437929,61.389258007079874,58.986366115256544
255,1/6/2021,65.360001,0.029658256,0.000950586,-0.001253199,62.31953874758129,61.34467586433568,58.94996573239818
