,Date,DELL,PDR,VAR,AVG,VAR70,VAR85,VAR99
184,9/24/2020,33.132286,-0.003664711,0.001292043,0.00121336,32.65046679758337,32.05274491526196,30.596802197955093
185,9/25/2020,33.309681,0.005339861,0.00128515,0.001235665,32.53363098283508,31.93995244230733,30.495685883112593
186,9/28/2020,34.115559,0.02390548,0.001280989,0.001357546,32.707411823206236,32.11125839987217,30.66467065180924
187,9/29/2020,34.668018,0.016064035,0.001275289,0.00143619,33.50502851351454,32.89665024260494,31.412902844354782
188,9/30/2020,34.308159,-0.010434393,0.001269251,0.001373049,34.0506904097294,33.433483303000266,31.934335877081573
189,10/1/2020,34.232136,-0.002218346,0.001262604,0.001354047,33.697942626760295,33.08991997335794,31.600550853832438
190,10/2/2020,34.039536,-0.005642179,0.001256215,0.001317225,33.62099377278156,33.01679065486245,31.54151703952643
191,10/5/2020,34.571716,0.015513219,0.001250687,0.001391549,33.43242422645546,32.83257690920549,31.36956661137534
192,10/6/2020,34.201721,-0.010759927,0.001244938,0.00132826,33.96262000298273,33.35251346334382,31.86805053854181
193,10/7/2020,34.166245,-0.001037796,0.001238517,0.001316001,33.59860059951083,32.9960011750696,31.534640469465348
194,10/8/2020,34.799797,0.018373385,0.001233624,0.001403926,33.5649611952441,32.96562137290303,31.502448130070107
195,10/9/2020,34.662949,-0.003940189,0.001227444,0.00137652,34.19228466944383,33.58146316303218,32.09091274440088
196,10/12/2020,35.098835,0.012496575,0.001221809,0.001433255,34.057791773624416,33.45049783012048,31.977034571782575
197,10/13/2020,35.737457,0.018031415,0.001216998,0.00151751,34.487947623406995,33.875596468527135,32.37838401802176
198,10/14/2020,35.808414,0.001983539,0.001210853,0.001519863,35.11937303316094,34.499590675729166,32.97934752780801
199,10/15/2020,35.499241,-0.008671578,0.001205288,0.00146865,35.1945104460932,34.5740302488793,33.05645538306012
200,10/16/2020,35.554993,0.00156928,0.001199261,0.001469153,34.88955396764427,34.274048960582036,32.77413683037942
201,10/19/2020,35.225544,-0.009309095,0.00119387,0.00141553,34.94603868551304,34.33223858802958,32.833864440043826
202,10/20/2020,35.179928,-0.001295809,0.001187996,0.001402108,34.62074043056063,34.01265383824939,32.53068764825155
203,10/21/2020,35.392803,0.006032802,0.001182249,0.001424919,34.578135907858126,33.97183953597728,32.49699269115294
204,10/22/2020,34.860619,-0.015150698,0.001177794,0.001343666,34.79271598287186,34.18704645059454,32.70489839509581
205,10/23/2020,34.556515,-0.008761697,0.001172544,0.001294371,34.265640787641864,33.66746103204168,32.20600063647096
206,10/26/2020,32.812977,-0.051772022,0.001180456,0.001036768,33.963697110852046,33.375390293989746,31.938925596701434
207,10/27/2020,32.219971,-0.0182376,0.001176539,0.000943655,32.241853221742446,31.680086744664422,30.312288263243847
208,10/28/2020,30.765331,-0.046198039,0.001181516,0.000717012,31.65703002060444,31.110347920233554,29.75437097373208
209,10/29/2020,30.674101,-0.002969756,0.001175927,0.000699372,30.219110354674452,29.691962858906596,28.4118510780608
210,10/30/2020,30.54232,-0.00430542,0.001170446,0.000675539,30.131719621337137,29.60817460911598,28.322689040116458
211,11/2/2020,30.557528,0.000497808,0.001164899,0.000674697,30.002182803757478,29.480074317137536,28.2129210362346
212,11/3/2020,31.297516,0.023927662,0.001161943,0.000784381,30.020290456367675,29.499396924377756,28.231223699938187
213,11/4/2020,31.5408,0.007743212,0.001156714,0.000817052,30.748623981088304,30.21775729457318,28.9192107235925
214,11/5/2020,32.6964,0.035983034,0.001157061,0.000981379,30.99055059799334,30.455033603522704,29.142643727156265
215,11/6/2020,32.73695,0.001239429,0.001151679,0.000982579,32.13284211036181,31.579600780171194,30.21491883497491
216,11/9/2020,32.559555,-0.005433535,0.001146537,0.000952875,32.17381784424411,31.619741783323096,30.25973540198408
217,11/10/2020,32.747086,0.005743107,0.001141359,0.000974949,31.99804483375605,31.44802960000779,30.102324226004566
218,11/11/2020,32.883934,0.004170229,0.00113617,0.000989607,32.187159680022496,31.634433628152756,30.27860212131268
219,11/12/2020,32.650787,-0.007115251,0.00113128,0.000952598,32.31945533380711,31.76792028822256,30.416330974246424
220,11/13/2020,33.507347,0.025895769,0.001128953,0.001065976,32.09088922070797,31.54380894177851,30.203077148473806
221,11/16/2020,34.135834,0.018582955,0.001125227,0.001145239,32.93938683065877,32.376595664608956,30.99671974361154
222,11/17/2020,34.394321,0.007543781,0.001120342,0.001174061,33.559644405526896,32.98488889456628,31.594995662733805
223,11/18/2020,34.262543,-0.003838747,0.00111543,0.001151582,33.81606781119599,33.24107051814173,31.837459644670027
224,11/19/2020,34.7187,0.01322573,0.001111099,0.001205484,33.686457685845994,33.116372706296886,31.721309702675754
225,11/20/2020,34.637608,-0.002338419,0.001106216,0.001189734,34.140563969743965,33.5639214223764,32.15045012062186
226,11/23/2020,35.164722,0.015103336,0.001102174,0.001251298,34.06154713561289,33.48650841830917,32.080058213538976
227,11/24/2020,35.646225,0.013599887,0.001097987,0.001305697,34.57969291102996,33.994385512017,32.56978527819619
228,11/25/2020,35.149517,-0.014032374,0.001094199,0.001238425,35.05879952258318,34.46893961436398,33.024389558658044
229,11/27/2020,35.387733,0.006754358,0.001089553,0.001262512,34.56697494403109,33.98586869275369,32.56804369568046
230,11/30/2020,34.987328,-0.011379296,0.001085508,0.001207548,34.80710154325547,34.22126672795716,32.80125616873862
231,12/1/2020,35.742523,0.021355162,0.001082558,0.001294767,34.4122308819188,33.83703978256501,32.42845365275812
232,12/2/2020,35.742523,0.0,0.001077899,0.001289186,35.15963981610305,34.57039652502612,33.134888654578994
233,12/3/2020,35.940193,0.005515151,0.001073349,0.001307323,35.160139511817235,34.57559137011697,33.1347606090989
234,12/4/2020,36.543335,0.016642565,0.001069763,0.001372858,35.3548870418814,34.76676614243527,33.32690009212083
235,12/7/2020,35.671566,-0.024144916,0.00106797,0.001264272,35.950930339732444,35.35395880890047,33.889336396410265
236,12/8/2020,36.426762,0.020949823,0.00106508,0.001347685,35.08618683917492,34.505494937747024,33.084866097612945
237,12/9/2020,36.254436,-0.004741978,0.001060742,0.001321991,35.83855881403846,35.24530344695612,33.79010289678967
238,12/10/2020,36.573746,0.008768914,0.001056517,0.00135328,35.669666436669154,35.082707024684915,33.64015353970367
239,12/11/2020,36.310188,-0.007232298,0.001052403,0.001317357,35.98838892566435,35.39367086410485,33.939837451748474
240,12/14/2020,36.710594,0.010967015,0.001048405,0.001357564,35.7241951348299,35.13727494776391,33.703290503119646
241,12/15/2020,37.374557,0.017924801,0.001045189,0.001426308,36.12277052091957,35.52975975313432,34.07419144315642
242,12/16/2020,37.440445,0.001761358,0.00104087,0.001427692,36.78112576959071,36.1746502930863,34.69203938148611
243,12/17/2020,37.866196,0.011307251,0.001036987,0.001468349,36.848774994295006,36.24360782072967,34.76873899750021
244,12/18/2020,36.958946,-0.024251059,0.001035437,0.001362942,37.26914548641749,36.65841389898608,35.168923700422376
245,12/21/2020,37.029903,0.001918046,0.001031212,0.001365207,36.36994268332749,35.776777049579415,34.325604005851005
246,12/22/2020,36.862644,-0.004527095,0.00102716,0.001341255,36.44196303227902,35.84670855259928,34.38865397334738
247,12/23/2020,37.202229,0.009169998,0.001023249,0.00137295,36.27720660861399,35.686326018164394,34.242044871274565
248,12/24/2020,36.994427,-0.005601399,0.001019318,0.001344828,36.614456655495566,36.0198248937717,34.564658945455506
249,12/28/2020,36.923466,-0.001919996,0.001015267,0.001331716,36.41129009408463,35.820391467540325,34.37338452922783
