,Date,MSFT,PDR,VAR,AVG,VAR70,VAR85,VAR99
213,11/4/2020,216.389999,0.047120993,0.000876249,0.001399254,203.4146842494779,200.37212284543,192.86492724590653
214,11/5/2020,223.289993,0.031389013,0.000876337,0.001539393,213.2595333212347,210.0486847238352,202.17820478380503
215,11/6/2020,223.720001,0.001923931,0.000872262,0.001541181,220.09877445503184,216.77956076752776,208.6802247785491
216,11/9/2020,218.389999,-0.024112824,0.000871256,0.001422413,220.52864008843457,217.22380630135015,209.08826877496583
217,11/10/2020,211.009995,-0.034376949,0.00087312,0.001257439,215.25069397818373,212.022769033763,204.06474991675742
218,11/11/2020,216.550003,0.025915979,0.000871891,0.001370551,207.94125594742502,204.82163807591886,197.13297200912794
219,11/12/2020,215.440002,-0.005139024,0.000868103,0.001340827,213.42393189164025,210.20545468127236,202.3547100976136
220,11/13/2020,216.509995,0.004954255,0.000864216,0.001357252,212.33183562552003,209.1490715903423,201.34478250577632
221,11/16/2020,217.229996,0.003319969,0.000860323,0.001366133,213.39721940852408,210.20408334624395,202.39849381677874
222,11/17/2020,214.460007,-0.012833408,0.000857351,0.001302171,214.11408127958003,210.93258330758755,203.16423121792866
223,11/18/2020,211.080002,-0.015886055,0.000854826,0.001225094,211.36791609347867,208.22299460811183,200.4823703016028
224,11/19/2020,212.419998,0.006328219,0.000851125,0.001247876,208.01667108997876,204.92937774590038,197.36343439694727
225,11/20/2020,210.389999,-0.009602491,0.000847863,0.001199652,209.35935600461335,206.24783666043157,198.6310664957579
226,11/23/2020,210.110001,-0.001331739,0.00084414,0.001188451,207.37352947084335,204.30048779851933,196.78231621612395
227,11/24/2020,213.860001,0.017690392,0.000841616,0.001261147,207.0935980084713,204.0370650332128,196.51089798992058
228,11/25/2020,213.869995,4.67e-05,0.000837931,0.00125582,210.8130563333823,207.69234686961866,200.06866238323656
229,11/27/2020,215.229996,0.006338875,0.000834384,0.001278017,210.83065830311585,207.72786604985765,200.1222688477268
230,11/30/2020,214.070007,-0.005404108,0.00083095,0.001248964,212.17042475488725,209.07280750694665,201.41896037842992
231,12/1/2020,216.210007,0.009947093,0.000827679,0.001286619,211.03235874886818,207.93430467148565,200.34997564783012
232,12/2/2020,215.369995,-0.003892734,0.000824226,0.001264294,213.1537624022881,210.0406744570208,202.36373095273433
233,12/3/2020,214.240005,-0.005260551,0.000820871,0.00123629,212.34364289266364,209.24154536543867,201.61800283815745
234,12/4/2020,214.360001,0.000559944,0.000817365,0.0012334,211.2339517139429,208.16090568040332,200.63213682931692
235,12/7/2020,214.289993,-0.000326644,0.000813897,0.001226761,211.34178617897683,208.27333935048262,200.71511910132622
236,12/8/2020,216.009995,0.007994475,0.000810641,0.001255438,211.28700697476705,208.21201749726606,200.7071276238455
237,12/9/2020,211.800003,-0.019682232,0.000809063,0.001167093,212.99139188960243,209.91928079052173,202.34098444118615
238,12/10/2020,210.520004,-0.006061768,0.000805882,0.00113672,208.81812478294563,205.80674090804283,198.38623521444157
239,12/11/2020,213.259995,0.012931376,0.00080309,0.00118607,207.55887434021284,204.5701974197272,197.19222603885098
240,12/14/2020,214.199997,0.004398089,0.000799786,0.001199454,210.27164682240965,207.23752062540868,199.87036545415452
241,12/15/2020,214.130005,-0.000326813,0.000796477,0.00119312,211.216901351744,208.1767230772247,200.7210810937465
242,12/16/2020,219.279999,0.023766117,0.000795283,0.001286397,211.15783010395725,208.12476343948646,200.6620663832396
243,12/17/2020,219.419998,0.000638245,0.000792012,0.00128373,216.272454693067,213.1572961879078,205.51671959448944
244,12/18/2020,218.589996,-0.003789882,0.000788871,0.001262937,216.40026214501594,213.3058252372285,205.66810304792477
245,12/21/2020,222.589996,0.018133685,0.000786808,0.001331797,215.5761840792956,212.49148670744611,204.93484685798612
246,12/22/2020,223.940002,0.006046672,0.0007837,0.001350963,219.54085802343369,216.42300831682223,208.69071352958488
247,12/23/2020,221.020004,-0.013124955,0.000781372,0.001292356,220.87706936853516,217.7445720252391,210.00048673773213
248,12/24/2020,222.75,0.007796853,0.000778391,0.001318584,217.99271943504277,214.89760146140299,207.29015141752734
249,12/28/2020,224.960007,0.009872573,0.000775558,0.001352937,219.72331651031774,216.60526573608007,208.97056675853318
250,12/29/2020,224.149994,-0.003607196,0.000772553,0.001333097,221.89990508553862,218.76716826179657,211.08562639891235
251,12/30/2020,221.679993,-0.011080575,0.000770087,0.00128364,221.1146592591286,217.98504746627438,210.3247963640273
