,Date,VLO,PDR,VAR,AVG,VAR70,VAR85,VAR99
234,12/4/2020,61.27,0.056400245,0.002648453,-0.001880145,56.17410237146324,54.71551790868614,51.189349252264556
235,12/7/2020,59.459999,-0.029986526,0.002640531,-0.001999747,59.445715287343745,57.90271985731809,54.17796545814057
236,12/8/2020,58.98,-0.008105397,0.002629499,-0.002025618,57.69154262636019,56.19534761984376,52.57907621749089
237,12/9/2020,58.799999,-0.003056565,0.002618409,-0.002029968,57.22124459137164,55.74101620333793,52.16502119016428
238,12/10/2020,59.869999,0.01803369,0.002609091,-0.001945667,57.05038118776297,55.573476778811305,52.006808179997826
239,12/11/2020,59.029999,-0.014129756,0.002598793,-0.001996647,58.097177263688614,56.59540937792854,52.978211474402926
240,12/14/2020,56.389999,-0.045753952,0.00259591,-0.002178969,57.28636074839035,55.80499885126054,52.26277318327864
241,12/15/2020,57.48,0.019145241,0.002587017,-0.002090487,54.704936909569426,53.29590971131947,49.90447834657009
242,12/16/2020,56.919998,-0.009790323,0.002576571,-0.002122304,55.772941328518314,54.33988945608223,50.89356181997183
243,12/17/2020,56.34,-0.010241976,0.002566238,-0.002155718,55.23677596885827,53.81521753325493,50.399612074497036
244,12/18/2020,54.77,-0.028262164,0.002558502,-0.002262712,54.67192077800396,53.27300854771307,49.91998725975067
245,12/21/2020,54.049999,-0.013233073,0.002548549,-0.002307489,53.14682484890822,51.787742823804926,48.50486985965053
246,12/22/2020,53.700001,-0.006496505,0.00253826,-0.002324518,52.44891497084468,51.109345248278316,47.880198961569285
247,12/23/2020,55.790001,0.03818164,0.002534599,-0.002160525,52.11043461114983,50.784454460879466,47.59344053493672
248,12/24/2020,55.68,-0.001973644,0.002524379,-0.002159771,54.15181108295314,52.77929601103131,49.461840952933485
249,12/28/2020,55.09,-0.010652805,0.00251453,-0.00219388,54.04941764759525,52.67743252570525,49.34354646894721
250,12/29/2020,55.450001,0.00651352,0.002504774,-0.00215905,53.47846288026604,52.12298166969477,48.86728324150308
251,12/30/2020,56.720001,0.022645168,0.002497236,-0.002060229,53.828324945727324,52.4691259153735,49.17991304811122
252,12/31/2020,56.57,-0.00264809,0.002487328,-0.002062562,55.07012653831073,53.681281691869934,50.331836434262364
253,1/4/2021,55.73,-0.014960208,0.002478151,-0.00211354,54.92495880278474,53.539957023521666,50.20357839015324
254,1/5/2021,57.32,0.028131001,0.002471982,-0.001994467,54.110058409482455,52.7511195502034,49.47409217466008
255,1/6/2021,58.599998,0.022085059,0.002464553,-0.001900038,55.67164589935666,54.27385998206186,50.906344498093546
256,1/7/2021,59.669998,0.018094686,0.002456481,-0.001821934,56.913914534527635,55.489446928988926,52.051942283996205
257,1/8/2021,57.709999,-0.033398897,0.002450787,-0.001944801,57.96338735501767,56.509675471732606,53.019503895234834
258,1/11/2021,58.639999,0.015986589,0.00244253,-0.0018753,56.0583436340166,54.65711426405379,51.27131415893673
259,1/12/2021,59.509998,0.014727292,0.002434159,-0.001811197,56.961129147561394,55.532924599860586,52.10612648011657
260,1/13/2021,57.700001,-0.030887141,0.002428036,-0.001923027,57.81203092071802,56.37012725148856,52.88429765228367
261,1/14/2021,60.27,0.043577277,0.002426635,-0.001748697,56.049103983837135,54.655452543844596,51.310241420207866
262,1/15/2021,58.299999,-0.033232391,0.002421142,-0.001868864,58.56136540637193,57.1044198609486,53.60277396132167
263,1/19/2021,60.540001,0.037702244,0.002417867,-0.001718403,56.64026457111428,55.23048327132721,51.826400965832995
