,Date,CI,PDR,VAR,AVG,VAR70,VAR85,VAR99
226,11/23/2020,206.940002,0.010297327,0.001236488,4.3e-05,200.9383022785527,197.34039788075918,188.5964464851054
227,11/24/2020,210.020004,0.014773877,0.001231993,0.000107866,203.059226449472,199.4341870658693,190.5938538664931
228,11/25/2020,207.009995,-0.014435706,0.001227513,4.41e-05,206.07049270939234,202.40640522427222,193.44730867281336
229,11/27/2020,212.5,0.026174911,0.001225122,0.000158187,203.13257817202214,199.51722582035595,190.71472447448664
230,11/30/2020,209.139999,-0.015938109,0.001220916,8.82e-05,208.53501479976256,204.83609991821513,195.77044992985526
231,12/1/2020,207.509995,-0.007824372,0.001215901,5.39e-05,205.2430880330987,201.60440766548462,192.7067083458725
232,12/2/2020,212.009995,0.021453913,0.001212625,0.00014619,203.6468408609465,200.0361982611136,191.2638348342065
233,12/3/2020,213.389999,0.006488053,0.001207593,0.000173409,208.069792712622,204.4028898228237,195.4370157920274
234,12/4/2020,217.649994,0.019766768,0.001204066,0.000257141,209.45545370185565,205.73990478660926,196.72625398355433
235,12/7/2020,218.589996,0.00430957,0.001199012,0.000274385,213.65556726902815,209.89932176946397,200.72021066713256
236,12/8/2020,218.669998,0.000365924,0.001193931,0.000274773,214.5872410363746,210.80773961434593,201.53802908369033
237,12/9/2020,217.0,-0.007666381,0.001189159,0.000241266,214.68328730025976,210.92295204832584,201.72642498986667
238,12/10/2020,212.649994,-0.02024976,0.001185919,0.000155169,213.0500505856458,209.3193343373039,200.21651140931644
239,12/11/2020,209.350006,-0.015640072,0.001181996,8.91e-05,208.75540005881578,205.1048050375758,196.15629635539042
240,12/14/2020,203.149994,-0.030062928,0.001180844,-3.66e-05,205.5027793312698,201.90866498081562,193.1678844830567
241,12/15/2020,205.509995,0.011550077,0.001176499,1.15e-05,199.39391604067188,195.92112795269998,187.38948183802242
242,12/16/2020,202.399994,-0.015248762,0.001172595,-5.15e-05,201.73157124174367,198.21068830726523,189.59664499818308
243,12/17/2020,202.630005,0.001135773,0.001167776,-4.66e-05,198.66305845347983,195.2177978980956,186.7870030532787
244,12/18/2020,197.080002,-0.027771933,0.001166127,-0.000160277,198.89175518871266,195.43463601917938,187.01993963044228
245,12/21/2020,197.380005,0.001521082,0.001161379,-0.000153414,193.4287415229012,190.07294560762054,181.85730282568784
246,12/22/2020,194.970001,-0.012285124,0.001157254,-0.00020273,193.7309219176688,190.37501539587805,182.2137139616882
247,12/23/2020,198.979996,0.020358591,0.001154273,-0.000119486,191.37654342668702,188.0652379510115,179.95969946883952
248,12/24/2020,198.830002,-0.000754099,0.001149621,-0.000122045,195.3354098860589,191.95287978679164,183.72367699473074
249,12/28/2020,202.160004,0.016609285,0.001146123,-5.49e-05,195.1872540620318,191.84020436874462,183.56363571075903
250,12/29/2020,204.050003,0.009305594,0.001141888,-1.74e-05,198.47120789991143,195.06106624659657,186.7441254457438
251,12/30/2020,204.050003,0.0,0.001137339,-1.73e-05,200.3414803114612,196.9023002466364,188.46246497047252
252,12/31/2020,208.179993,0.02003798,0.001134415,6.22e-05,200.36628548113558,196.94484846617493,188.56203675534516
253,1/4/2021,205.720001,-0.011887031,0.001130493,1.5e-05,204.4418326546052,200.93503671301437,192.3698810752202
254,1/5/2021,203.429993,-0.011194095,0.001126535,-2.91e-05,202.00202726925386,198.55838819775985,190.12817571590153
255,1/6/2021,209.429993,0.02906759,0.001125425,8.5e-05,199.77758575371413,196.37353764820125,188.04526758650516
256,1/7/2021,220.5,0.051508174,0.001131318,0.000285861,205.69003168923618,202.17788212503805,193.59309071343625
257,1/8/2021,220.800003,0.001359633,0.00112692,0.000290039,216.60717004946343,212.89648762839983,203.86269997149952
258,1/11/2021,219.919998,-0.003993493,0.001122623,0.000273436,216.8958086088418,213.19260484441085,204.14353243342285
259,1/12/2021,225.220001,0.023813872,0.00112042,0.000364326,216.02943568665845,212.3595782557876,203.34181647729645
260,1/13/2021,223.809998,-0.006280238,0.00111628,0.00033877,221.25816269205149,217.51054230524818,208.31752204630556
261,1/14/2021,220.779999,-0.013630743,0.001112748,0.000285247,219.86746350296698,216.12914176436908,207.05138124564874
262,1/15/2021,218.899994,-0.008551749,0.001108797,0.000251518,216.9022823808262,213.218192520647,204.24930247748878
263,1/19/2021,220.800003,0.008642351,0.001104848,0.000283422,215.0408951088757,211.4033649400072,202.52024714256066
264,1/20/2021,228.419998,0.033928703,0.001104935,0.000410867,216.9262025409627,213.2479967103137,204.3064713411073
