,Date,DIS,PDR,VAR,AVG,VAR70,VAR85,VAR99
266,1/22/2021,172.779999,0.008719465,0.000894017,0.000576904,168.61928732893313,166.05187339465198,159.8043896009752
267,1/25/2021,171.889999,-0.005164372,0.000890792,0.000555401,170.11725042866527,167.53712019384258,161.18230410120825
268,1/26/2021,169.559998,-0.013647897,0.000888218,0.000502404,169.24249626232455,166.67245179617018,160.36446530891516
269,1/27/2021,163.029999,-0.039272608,0.000890775,0.000354541,166.94640062327892,164.41882872985016,158.20706158591386
270,1/28/2021,171.880005,0.052862361,0.00089765,0.000549014,160.48399630946622,158.04910206282347,152.09198001582874
271,1/29/2021,168.169998,-0.021821227,0.000896177,0.000466467,169.22395787632146,166.64636276870712,160.34412569690105
272,2/1/2021,170.970001,0.016512748,0.000893825,0.000525461,165.5497160649168,163.0272691364493,156.89342671303203
273,2/2/2021,176.960007,0.03443565,0.000894748,0.000649674,168.3267487686327,165.76350950724074,159.52631807860055
274,2/3/2021,176.429993,-0.0029996,0.000891531,0.000636356,174.24644241349094,171.59417847212444,165.07103226523515
275,2/4/2021,180.229996,0.021309633,0.000889837,0.000711531,173.72138989488045,171.0843702783076,164.59580714810278
276,2/5/2021,181.160004,0.00514685,0.000886684,0.000727601,177.48417352564076,174.7853036374749,168.17616917234562
277,2/8/2021,190.0,0.047643431,0.000891401,0.000896973,178.398556966959,175.69971899410527,169.1027557323307
278,2/9/2021,188.210007,-0.009465674,0.000888579,0.000859697,187.13143820406145,184.2896954082994,177.34963362139277
279,2/10/2021,189.630005,0.007516434,0.000885553,0.000883556,185.38266628752885,182.5712695763484,175.6880538146901
280,2/11/2021,190.910004,0.006727302,0.000882511,0.000904427,186.77269815334924,183.96351219776935,177.029794824158
281,2/12/2021,187.669998,-0.017117043,0.000880523,0.000840293,188.0481561049086,185.20657833424852,178.25425189654004
282,2/16/2021,186.350006,-0.007058433,0.000877621,0.000812284,184.85087657616018,182.06232923299416,175.21087788366057
283,2/17/2021,186.440002,0.000482824,0.00087452,0.000811119,183.5530813761548,180.79087879547038,174.00746009548027
284,2/18/2021,183.0,-0.018623329,0.000872766,0.000742688,183.63537807957263,180.88081223156513,174.132535818766
285,2/19/2021,183.649994,0.003545587,0.000869731,0.000752523,180.24199541860227,177.52522589472795,170.8909404093898
286,2/22/2021,191.759995,0.043212824,0.000872972,0.000900986,180.891028768118,178.18433790446446,171.55053265763829
287,2/23/2021,197.089996,0.027415893,0.000872371,0.000993372,188.89996937690395,186.06039271479517,179.09991931374458
288,2/24/2021,197.509995,0.002128734,0.000869346,0.000997314,194.171073666434,191.2397733683953,184.09151630408346
289,2/25/2021,190.979996,-0.033620501,0.000870471,0.000877529,194.58265559406294,191.66702684875344,184.47508811153526
290,2/26/2021,189.039993,-0.010210094,0.000867891,0.000839296,188.130496076385,185.31627641422594,178.43462619658877
291,3/1/2021,194.979996,0.030938373,0.000868012,0.000942729,186.232378711843,183.44434759855844,176.598105174392
292,3/2/2021,193.940002,-0.005348125,0.000865174,0.000921185,192.08415042509628,189.20426535647132,182.14573004892787
293,3/3/2021,192.259995,-0.008700247,0.000862536,0.000888348,191.0582473741729,188.20230951633422,181.1843674253926
294,3/4/2021,188.029999,-0.022247077,0.000861417,0.000809656,189.40698462735998,186.58215297645563,179.6518872455748
295,3/5/2021,189.990005,0.010369946,0.000858805,0.000842064,185.22692526632065,182.46073726993524,175.6862652404549
296,3/8/2021,201.910004,0.060850608,0.000868028,0.001044795,187.16362092474418,184.38654193074657,177.5448264997131
297,3/9/2021,194.509995,-0.037338523,0.00087005,0.000915558,198.95377337982683,195.9723219971899,188.65195779019223
298,3/10/2021,195.059998,0.002823643,0.000867142,0.000921961,191.61981294467597,188.7400055400769,181.68128721559933
299,3/11/2021,196.75,0.008626694,0.00086444,0.00094773,192.16010775347218,189.2962483043371,182.22966357014275
300,3/12/2021,197.160004,0.002081715,0.000861563,0.00095151,193.8483837596247,190.9611830320704,183.84470199431883
301,3/15/2021,196.759995,-0.002030916,0.00085873,0.000941601,194.24767073376137,191.34720142235705,184.24010189877924
302,3/16/2021,194.240005,-0.012890153,0.000856518,0.000895801,193.86337821717066,190.9757887528327,183.9015363098221
303,3/17/2021,195.240005,0.005135063,0.00085375,0.000909792,191.36396228199024,188.51807799324476,181.54112445458873
304,3/18/2021,192.279999,-0.015276959,0.000851801,0.000856546,192.36293187401077,189.48861351401314,182.51427714395902
305,3/19/2021,191.139999,-0.005946499,0.000849159,0.000834241,189.43428060520432,186.64083473390477,179.7901711411037
306,3/22/2021,192.860001,0.008958404,0.000846599,0.00086079,188.33352064392724,185.53731243923326,178.6920392504225
307,3/23/2021,188.729996,-0.021647141,0.000845486,0.000787475,190.03638967346564,187.22020990955264,180.3320839014535
308,3/24/2021,184.720001,-0.021476231,0.000844345,0.00071519,185.94720401495331,183.20746705048748,176.44871562981845
309,3/25/2021,186.910004,0.011786069,0.000842008,0.000751018,181.98787105946948,179.3030444573373,172.7014398917216
310,3/26/2021,185.919998,-0.005310776,0.00083941,0.000731464,184.1521487280147,181.43764607217346,174.72765147356463
311,3/29/2021,184.850006,-0.005771745,0.000836847,0.000710553,183.1779336036895,180.4779719284614,173.88376754294032
312,3/30/2021,185.529999,0.003671871,0.000834192,0.000720045,182.12383511529026,179.45155556771667,172.85368903724503
313,3/31/2021,184.520004,-0.005458708,0.000831649,0.000700304,182.79894205498698,180.11973234435442,173.5414462700714
314,4/1/2021,188.970001,0.023830397,0.000830699,0.000773967,181.79647265466946,179.1267571933267,172.59012591754697
315,4/5/2021,188.5,-0.002490271,0.000828095,0.000763604,186.19031571759766,183.458771635517,176.78283994630758
316,4/6/2021,189.729996,0.006503981,0.000825579,0.00078177,185.73665563365267,183.0169809602992,176.31650917731008
317,4/7/2021,187.559998,-0.011503204,0.000823449,0.000743016,186.9616047552477,184.24209726895774,177.52100447069094
318,4/8/2021,187.320007,-0.001280362,0.000820872,0.000736653,184.8219107692322,182.13553790653737,175.49700857059688
319,4/9/2021,187.889999,0.003038258,0.000818316,0.000743868,184.594950146972,181.89491062392997,175.28053795948895
320,4/12/2021,186.490005,-0.007479035,0.000815969,0.000718172,185.15005287844005,182.47355931719508,175.85783539034824
321,4/13/2021,185.490005,-0.005376646,0.000813542,0.000699185,183.78085298183143,181.11286862268176,174.5835618588059
322,4/14/2021,187.460007,0.010564527,0.000811317,0.000729822,182.78894770280638,180.1441032306964,173.6195293672056
323,4/15/2021,185.929993,-0.008195306,0.000809051,0.000702191,184.73376194273857,182.0634684196416,175.5055907685146
324,4/16/2021,187.259995,0.007127778,0.000806681,0.000722023,183.22742728287196,180.579335254537,174.06525765959705
325,4/19/2021,187.429993,0.000907406,0.000804199,0.000722593,184.5431172368114,181.87279246892058,175.32447921969796
326,4/20/2021,182.789993,-0.02506749,0.000803766,0.000643482,184.71610253346202,182.05835658013768,175.53001867531333
327,4/21/2021,183.110001,0.001749156,0.000801312,0.000646864,180.14626369888853,177.55455445461678,171.21019818357493
328,4/22/2021,182.759995,-0.001913281,0.000798889,0.000639058,180.4559300980128,177.8597332132711,171.49431184262696
329,4/23/2021,183.020004,0.001421669,0.000796463,0.000641437,180.11622687536592,177.52732045855538,171.1595327237197
330,4/26/2021,184.270004,0.006806637,0.000794164,0.000660119,180.36923902631793,177.7831374899153,171.44224483345963
331,4/27/2021,184.639999,0.002005883,0.00079177,0.000664185,181.6242654267212,179.0165938279947,172.61052429028823
332,4/28/2021,183.389999,-0.006792951,0.000789552,0.000641724,181.97634458693634,179.38661873580958,173.00590120187755
333,4/29/2021,185.330002,0.010523003,0.000787474,0.000671397,180.75030748960617,178.1756810445063,171.82144641519287
334,4/30/2021,186.020004,0.003716186,0.000785143,0.000680514,182.6856218439412,180.07863613528625,173.67218474114782
335,5/3/2021,185.509995,-0.002745454,0.000782835,0.000670287,183.35863547226018,180.74673962652585,174.29903276058621
336,5/4/2021,184.25,-0.006815231,0.000780671,0.000648008,182.86383180731755,180.25691984677948,173.8536224179704
337,5/5/2021,181.509995,-0.01498281,0.000779077,0.000601626,181.62135215165182,179.04930768383355,172.71900936030673
338,5/6/2021,181.789993,0.001541415,0.000776775,0.000604407,178.9059382846005,176.36237546883828,170.10377015414088
339,5/7/2021,184.839996,0.016638428,0.00077524,0.000651705,179.1867444949007,176.64857844221254,170.41679101054726
340,5/10/2021,184.300003,-0.002925683,0.000772997,0.000641183,182.2076601202029,179.61908812791467,173.31801161696075
341,5/11/2021,181.669998,-0.014373038,0.00077139,0.000597153,181.67679357583052,179.10547620431075,172.79587538467518
342,5/12/2021,177.850006,-0.021251311,0.000770526,0.000533269,179.0738570386732,176.54043825792616,170.31956406202613
343,5/13/2021,178.339996,0.002751286,0.000768294,0.000539735,175.30388629991677,172.8292495749911,166.77408655864298
344,5/14/2021,173.699997,-0.026362162,0.000768158,0.000461532,175.78323796334362,173.3075888242425,167.21170402750204
345,5/17/2021,170.080002,-0.02106073,0.00076727,0.000399149,171.20615595860178,168.7967227973029,162.86890416438902
346,5/18/2021,169.679993,-0.002354657,0.000765074,0.00039119,167.6319820423612,165.27772031365888,159.49088363178424
347,5/19/2021,169.270004,-0.002419172,0.000762892,0.000383091,167.2318239383175,164.88160871981773,159.06648236793623
348,5/20/2021,171.360001,0.012271516,0.000761105,0.000417253,166.82935048543104,164.487103253415,158.72173418345557
349,5/21/2021,172.399994,0.006050711,0.000759015,0.000433394,168.90550410443583,166.5421973193975,160.6888823233534
350,5/24/2021,174.309998,0.011017988,0.000757165,0.000463636,169.94486701224025,167.56672836700076,161.73893825938825
351,5/25/2021,176.169998,0.010614115,0.000755301,0.000492555,171.82800565572828,169.42728031381083,163.48930033965166
352,5/26/2021,176.470001,0.001701469,0.000753159,0.000495989,173.6707334510331,171.2486929374208,165.3022065245176
353,5/27/2021,179.039993,0.01445831,0.000751576,0.000535543,173.9738500745555,171.54231304683967,165.58813745265627
354,5/28/2021,178.649994,-0.002180655,0.000749474,0.00052787,176.4997736880507,174.0379397590795,168.00309818050022
355,6/1/2021,178.839996,0.001062978,0.000747364,0.000529377,176.13034609359207,173.6736092769547,167.67147494606513
356,6/2/2021,177.0,-0.010341796,0.000745595,0.00049884,176.3209518317879,173.8687566108189,167.8295489438665
357,6/3/2021,176.240005,-0.004303002,0.000743571,0.000485389,174.5071131721939,172.08419045919217,166.10263996535792
358,6/4/2021,177.179993,0.005319395,0.000741559,0.000498892,173.7696271151289,171.3603295860047,165.46168576167244
359,6/7/2021,176.990005,-0.001072863,0.000739501,0.000494514,174.69182568950828,172.26801103244878,166.3373589604549
360,6/8/2021,176.330002,-0.003736011,0.000737496,0.000482763,174.513840769364,172.10527518905508,166.12135236568582
361,6/9/2021,176.039993,-0.001646049,0.000735466,0.000476866,173.86809093144058,171.47302287716715,165.55829770195535
362,6/10/2021,176.570007,0.003006236,0.000733452,0.000483853,173.57773416462433,171.18239364907558,165.3218108939582
363,6/11/2021,177.380005,0.004576914,0.000731477,0.000495129,174.09919789911166,171.71025691838693,165.82061743313062
364,6/14/2021,178.179993,0.004499884,0.000729511,0.000506131,174.89875209039434,172.49837376836828,166.57373108689944
365,6/15/2021,175.860001,-0.013106006,0.000728019,0.000468837,175.7041720761234,173.28964321375224,167.34339405375482
366,6/16/2021,174.660004,-0.00684698,0.000726176,0.000448849,173.4053629347596,171.02017213048794,165.2039624365664
367,6/17/2021,174.649994,-5.73e-05,0.000724198,0.000447469,172.22520916749153,169.86944825403157,164.0779500327092
368,6/18/2021,172.419998,-0.012850588,0.000722709,0.000411333,172.22061737784813,169.862884651147,164.05589098188526
369,6/21/2021,173.970001,0.008949527,0.000720948,0.000434472,170.01583674984667,167.6980722338667,161.9683577557835
370,6/22/2021,173.5,-0.002705277,0.000719026,0.000425986,171.54915945761778,169.20476991416643,163.4370581334682
371,6/23/2021,175.330002,0.010492325,0.00071736,0.000453119,171.08296516350651,168.7430935979335,163.0239959168689
372,6/24/2021,177.929993,0.014720251,0.000715977,0.000491472,172.8917099220991,170.5402365466596,164.74383141140794
373,6/25/2021,178.350006,0.00235777,0.000714067,0.000496475,175.4625291347914,173.0853024463902,167.2046761775767
374,6/28/2021,176.570007,-0.010030507,0.000712453,0.000468328,175.88979170971314,173.49830580701683,167.64612080500552
375,6/29/2021,173.929993,-0.015064559,0.000711195,0.000426907,174.12858658311205,171.74969842487587,165.96736417493508
376,6/30/2021,175.770004,0.010523466,0.000709574,0.00045376,171.52408472430398,169.20076392129099,163.4620841359876
377,7/1/2021,177.259995,0.008441208,0.000707861,0.000474947,173.34671198592767,170.9970243163117,165.223657395139
378,7/2/2021,177.110001,-0.000846539,0.000705993,0.000471451,174.82429048136262,172.46465717929334,166.66260599081568
379,7/6/2021,173.690002,-0.019498902,0.000705179,0.000418758,174.68701811043834,172.3309913999703,166.53621366308244
380,7/7/2021,172.820007,-0.005021482,0.000703401,0.000404442,171.30616800470395,168.99745155534262,163.3228270054059
381,7/8/2021,172.800003,-0.000115757,0.000701556,0.000403077,170.43602145310697,168.13996902034012,162.46050315074066
382,7/9/2021,177.039993,0.024240782,0.000701203,0.000465479,170.42254210751398,168.1275120617222,162.43365617207522
383,7/12/2021,184.380005,0.040623216,0.000703572,0.000570329,174.62122007183146,172.26431392142442,166.49208871730758
384,7/13/2021,183.649994,-0.003967133,0.000701793,0.000558513,181.87963989058403,179.42673451154948,173.3881201109921
385,7/14/2021,183.419998,-0.001253145,0.000699979,0.000553808,181.153018630558,178.70993264847579,172.70410423659067
386,7/15/2021,184.149994,0.003972016,0.000698195,0.000562663,180.92010202799977,178.48696042769444,172.50592774189386
387,7/16/2021,179.309998,-0.02663447,0.000698298,0.000492386,181.66024756098884,179.21731385745127,173.1778375036133
388,7/19/2021,172.949997,-0.036113622,0.000699943,0.000398041,176.8583480239481,174.4825163432546,168.65106683893012
389,7/20/2021,176.75,0.021733787,0.00069931,0.000452888,170.57997237356503,168.28158775435156,162.63709565544826
390,7/21/2021,176.889999,0.00079176,0.000697518,0.000453757,174.33376057061054,171.98541273895134,166.22985443515265
391,7/22/2021,175.130005,-0.009999481,0.000696012,0.000427023,174.47380841986345,172.1344478382984,166.37625110513483
392,7/23/2021,176.139999,0.005750544,0.000694309,0.000440603,172.728836291801,170.41074302898326,164.72889149130967
393,7/26/2021,178.740005,0.014653136,0.000693055,0.000476767,173.73356719721647,171.40283155077398,165.6792736265167
394,7/27/2021,179.5,0.004242944,0.000691332,0.000486326,176.31610385960198,173.96292575679024,168.15279117089543
395,7/28/2021,179.100006,-0.002230865,0.0006896,0.000479447,177.06807200819438,174.69931628156914,168.88091554567944
396,7/29/2021,178.350006,-0.004196397,0.000687914,0.00046764,176.66956570843968,174.30630594974184,168.51755197801307
397,7/30/2021,176.020004,-0.013150298,0.000686647,0.000433337,175.92484976377796,173.57472340918227,167.7962716105515
398,8/2/2021,175.550003,-0.002673728,0.000684946,0.000425531,173.62240479745986,171.31916090028494,165.6215507259282
399,8/3/2021,172.990005,-0.014690101,0.000683801,0.000387647,173.17292453602076,170.86633983905483,165.1807117977212
400,8/4/2021,172.580002,-0.00237291,0.00068211,0.000380746,170.64375013620744,168.37971597393437,162.78019944074285
401,8/5/2021,176.710007,0.023649102,0.000681756,0.000438771,170.24042593674713,167.9678122433388,162.3829515655797
402,8/6/2021,177.130005,0.002373944,0.000680069,0.000443585,174.32201698986543,172.0074928484188,166.32070880422233
403,8/9/2021,176.720001,-0.00231739,0.000678401,0.000436734,174.73600217703168,172.42951751062705,166.72928484176853
404,8/10/2021,177.070007,0.001978609,0.000676727,0.000440551,174.35156931580832,172.0419914878189,166.36938146121506
405,8/11/2021,178.089996,0.005743844,0.000675126,0.000453645,174.6852812249297,172.369705481209,166.67347815487938
406,8/12/2021,179.289993,0.00671555,0.000673559,0.000469069,175.7065683829525,173.38995768413207,167.6614176128849
407,8/13/2021,181.080002,0.009934366,0.000672124,0.000492325,176.88963107358765,174.56094303089813,168.82412033045338
408,8/16/2021,179.089996,-0.011050483,0.000670802,0.000464034,178.66104263548343,176.2994250391637,170.50002776240763
409,8/17/2021,175.830002,-0.01837082,0.000670027,0.000417983,176.68984172007515,174.36862597080042,168.6363207057537
410,8/18/2021,174.740005,-0.006218447,0.0006685,0.000401796,173.47698192198942,171.19419163015692,165.5644843078605
411,8/19/2021,173.25,-0.008563545,0.000667069,0.000379983,172.39978335551405,170.12920610148046,164.53046794227575
412,8/20/2021,175.119995,0.010735787,0.000665709,0.000405118,170.92781445087462,168.68443740757422,163.12998275062853
413,8/23/2021,177.660004,0.014400209,0.000664571,0.000439005,172.77992538358137,170.51548936671048,164.96303037149997
414,8/24/2021,178.470001,0.004548892,0.000663006,0.000448932,175.299026440682,172.9978074385273,167.32749148011544
415,8/25/2021,178.309998,-0.000896928,0.000661413,0.000445689,176.0958894035124,173.79082572491853,168.1275437486668
416,8/26/2021,176.559998,-0.009862847,0.000660078,0.000420909,175.93876570630334,173.6379101435651,167.95587979801343
417,8/27/2021,180.139999,0.02007357,0.000659419,0.000468038,174.20858726675655,171.9300312436373,166.33477805130457
418,8/30/2021,179.979996,-0.000888609,0.000657846,0.000464792,177.76027196277713,175.43888715469592,169.71188818937964
419,8/31/2021,181.300003,0.007307423,0.000656387,0.000481123,177.59664969525502,175.28498729890745,169.5954487750133
420,9/1/2021,183.479996,0.011952514,0.000655137,0.000508436,178.91746242374674,176.57584506336684,170.81153249476085
421,9/2/2021,181.860001,-0.008868482,0.000653789,0.000486163,181.07148841458968,178.7086686619058,172.9219166413805
422,9/3/2021,181.0,-0.004740135,0.000652304,0.000473778,179.46465889354238,177.129255148182,171.38291225928796
423,9/7/2021,184.339996,0.018284826,0.00065151,0.000515885,178.61210847718627,176.30615588771477,170.59090759828098
424,9/8/2021,185.149994,0.004384418,0.000650009,0.000525008,181.92489317542118,179.5647829259467,173.77044423767666
425,9/9/2021,185.910004,0.004096432,0.00064851,0.000533412,182.7322231606119,180.36484481405597,174.50168877122744
426,9/10/2021,184.119995,-0.009675015,0.000647231,0.000509448,183.48026566547173,181.11055437370155,175.28958973450395
427,9/13/2021,184.979996,0.004659998,0.000645756,0.000519169,181.71258918853073,179.3519754823469,173.569703522595
428,9/14/2021,182.399994,-0.014045645,0.000644742,0.000485139,182.56943203200402,180.21604224957144,174.3846658031006
429,9/15/2021,184.410004,0.010959517,0.000643494,0.000509554,180.02318942286664,177.6909204170904,171.96178313751807
430,9/16/2021,183.339996,-0.005819231,0.00064209,0.000494836,182.0174806922169,179.66189433694638,173.8582365211494
431,9/17/2021,183.470001,0.000708841,0.000640601,0.000495333,180.94104988544964,178.6219825160578,172.87588325452668
432,9/20/2021,178.610001,-0.026846508,0.000640844,0.000432042,181.08145043197604,178.74843038151926,172.9993789734098
433,9/21/2021,171.169998,-0.04254746,0.00064362,0.000332782,176.28177527712296,174.00673229011886,168.3996782014312
434,9/22/2021,173.649994,0.014384542,0.000642591,0.000365159,168.90315662754463,166.72660405166744,161.37609184993204
435,9/23/2021,176.25,0.014861697,0.000641596,0.000398485,171.355782276623,169.15948229138652,163.71776921573945
436,9/24/2021,176.0,-0.001419447,0.000640132,0.000394315,173.94146098218704,171.69700338327252,166.17004173407523
437,9/27/2021,178.259995,0.012759136,0.000639016,0.00042261,173.6985268215953,171.4560652803738,165.96143286226445
438,9/28/2021,174.520004,-0.021203759,0.000638623,0.000373234,175.93427671341792,173.67080659141538,168.10329411914
439,9/29/2021,172.679993,-0.010599241,0.000637442,0.00034824,172.23715692238335,170.01481164330954,164.53633434930288
440,9/30/2021,169.169998,-0.020536015,0.000636982,0.000300776,170.41842739437325,168.23365364907792,162.85918602609988
441,10/1/2021,176.009995,0.039636669,0.000639038,0.000389973,166.93794440233142,164.80110316199475,159.49197796335568
442,10/4/2021,173.460007,-0.014593718,0.000638099,0.000356073,173.71226601131863,171.48579391975005,165.9511662893584
443,10/5/2021,174.610001,0.006607856,0.000636747,0.000370186,171.18618966968148,168.97942700760626,163.58524165117672
444,10/6/2021,175.479996,0.004970132,0.00063536,0.000380546,172.32761977218672,170.1105320843297,164.65120812877092
445,10/7/2021,177.710007,0.012627994,0.000634269,0.000408068,173.19789447885947,170.97707748798325,165.48744380618123
446,10/8/2021,176.740005,-0.005473293,0.000632924,0.000394881,175.39287439845336,173.1508313884832,167.63532996063216
447,10/11/2021,173.520004,-0.018386865,0.000632296,0.000352864,174.44334026180624,172.21083909119608,166.6850001858373
448,10/12/2021,173.130005,-0.002250103,0.000630899,0.000347054,171.25437542261318,169.0585484796145,163.65926289874383
449,10/13/2021,172.960007,-0.000982392,0.000629498,0.000344093,170.86999081738315,168.6857822229832,163.2979984755778
450,10/14/2021,174.410004,0.008348478,0.000628241,0.00036188,170.70780711424155,168.5323952187669,163.16197374403626
451,10/15/2021,176.460007,0.011685389,0.000627132,0.000386988,172.1410440860739,169.9523199738862,164.52948480407795
452,10/18/2021,171.139999,-0.030612332,0.000627866,0.000318405,174.1698641433931,171.95467585828044,166.4924653028474
453,10/19/2021,171.179993,0.000233664,0.00062648,0.000318218,168.90189206375985,166.74059092638686,161.44089411725707
454,10/20/2021,170.550003,-0.003687067,0.000625135,0.000309396,168.93673687579326,166.79231604598726,161.46674321467307
455,10/21/2021,171.339996,0.004621337,0.000623802,0.000318873,168.34225900744164,166.18570866654397,160.90840668245283
456,10/22/2021,169.419998,-0.011269036,0.000622728,0.000293461,169.10677690987407,166.95480947845573,161.65922525612956
457,10/25/2021,172.009995,0.015171758,0.000621848,0.000326017,167.21476451255862,165.0858830658248,159.837590331916
458,10/26/2021,172.039993,0.000174382,0.000620491,0.000325686,169.78874199556725,167.63098758790673,162.32674216086664
459,10/27/2021,169.550003,-0.014579081,0.000619622,0.000293214,169.82156401211853,167.6642372056148,162.3531244526691
460,10/28/2021,169.679993,0.000766383,0.000618275,0.000294243,167.3459039398487,165.2310703736744,159.9890228833239
461,10/29/2021,169.070007,-0.003601397,0.000616967,0.000285792,167.48499754983368,165.37139233921505,160.13712210916836
462,11/1/2021,170.190002,0.0066026,0.000615718,0.000299465,166.8718716209784,164.76076633207316,159.57546991628087
463,11/2/2021,169.830002,-0.002117523,0.000614401,0.000294245,167.99101684533318,165.86486754401125,160.64012862308147
464,11/3/2021,170.080002,0.001470978,0.000613079,0.000296781,167.63731105373614,165.5267617063543,160.33063614919604
465,11/4/2021,170.279999,0.001175209,0.000611763,0.00029867,167.8917553927804,165.77342134627563,160.53780479244097
466,11/5/2021,175.630005,0.030935403,0.00061246,0.000364414,168.07443257153685,165.95862781166414,160.74650094289885
467,11/8/2021,176.869995,0.007035433,0.000611243,0.000378699,173.3794349167267,171.19540053430848,165.8067418135408
468,11/9/2021,175.110001,-0.010000618,0.000610167,0.000356521,174.60955201416778,172.41414023889044,166.96830173787947
469,11/10/2021,174.449997,-0.003776203,0.000608902,0.000347709,172.86270036640317,170.68302627943322,165.31224959710806
470,11/11/2021,162.110001,-0.073363027,0.000619142,0.000190878,172.2178486457362,170.07172937853207,164.74822341595856
471,11/12/2021,159.630005,-0.015416455,0.000618344,0.000157741,159.9872254652503,157.96246659696715,153.0027382843341
472,11/15/2021,158.429993,-0.007545857,0.000617159,0.00014142,157.52435092129994,155.53093819292496,150.63413197191744
473,11/16/2021,158.830002,0.002521649,0.000615866,0.000146452,156.3507462645499,154.3765509994525,149.4977898700726
474,11/17/2021,157.330002,-0.009488937,0.000614763,0.000126124,156.74762901571623,154.77057420877463,149.89510882770327
475,11/18/2021,155.580002,-0.011185441,0.000613737,0.00010231,155.2698778250551,153.3049814019592,148.46878436966276
476,11/19/2021,154.0,-0.010207479,0.000612671,8.07e-05,153.54423724295964,151.60807167977617,146.85329799783293
477,11/22/2021,154.160004,0.001038448,0.000611388,8.27e-05,151.97494081458612,150.05936898469437,145.32440770213842
478,11/23/2021,151.029999,-0.020512564,0.000610995,3.96e-05,152.13841208056692,150.2261916688227,145.5092042202212
479,11/24/2021,151.339996,0.002050449,0.000609727,4.38e-05,149.0519489006413,147.17849276537834,142.54581856551783
480,11/26/2021,148.110001,-0.021573687,0.000609429,-1.27e-06,149.35482078483645,147.47902512108098,142.86999819646581
481,11/29/2021,147.809998,-0.002027596,0.00060817,-5.48e-06,146.16786251239043,144.33928724734622,139.80611159788415
482,11/30/2021,144.899994,-0.019883844,0.000607727,-4.67e-05,145.86152975476458,144.03483229400405,139.5174344097038
483,12/1/2021,142.149994,-0.019161012,0.000607223,-8.63e-05,142.98645852332285,141.19264653983575,136.78054978525444
484,12/2/2021,147.199997,0.03490939,0.000608494,-1.4e-05,140.25828855327666,138.50073379500245,134.17654520758572
485,12/3/2021,146.220001,-0.006679842,0.000607331,-2.77e-05,145.26648715801446,143.44844456236967,138.94865418982582
486,12/6/2021,150.369995,0.027986547,0.000607692,2.99e-05,144.2976986516885,142.48618435185912,138.04122911369276
487,12/7/2021,150.809998,0.002921863,0.000606462,3.58e-05,148.3957330458234,146.53978527936573,141.9517380351518
488,12/8/2021,153.339996,0.016636899,0.000605783,6.99e-05,148.83973389919734,146.96852084509936,142.37627383346248
489,12/9/2021,152.940002,-0.002611951,0.000604558,6.44e-05,151.340158426142,149.44838081442708,144.77523323885927
490,12/10/2021,152.710007,-0.001504957,0.00060333,6.12e-05,150.94238764772842,149.0564358681477,144.39576478529347
491,12/13/2021,150.429993,-0.015042931,0.000602565,3.04e-05,150.72790801619402,148.84308415322005,144.21708601424416
492,12/14/2021,149.100006,-0.008880551,0.000601501,1.23e-05,148.4646060924962,146.61360150084022,142.03241877555124
493,12/15/2021,150.399994,0.00868111,0.000600433,2.99e-05,147.15154722671514,145.31815044255518,140.7616455130542
494,12/16/2021,148.75,-0.011031327,0.000599465,7.5e-06,148.43593017846538,146.5842303913714,142.0217375261282
495,12/17/2021,148.759995,6.72e-05,0.000598254,7.62e-06,146.80491367806061,144.9776950136519,140.47419123398137
496,12/20/2021,146.470001,-0.015513599,0.000597532,-2.37e-05,146.8150994479616,144.99658406881667,140.49023824038494
497,12/21/2021,151.050003,0.030790292,0.000598237,3.83e-05,144.55557537534193,142.76169128412,138.32909172209824
498,12/22/2021,151.880005,0.005479841,0.000597095,4.93e-05,149.08992224941395,147.22703796954787,142.67820142663368
499,12/23/2021,153.630005,0.011456378,0.000596158,7.21e-05,149.91311442037835,148.05186902587943,143.46178951098662
500,12/27/2021,152.800003,-0.00541725,0.000595026,6.11e-05,151.636581359425,149.76093920151828,145.10377365010447
501,12/28/2021,155.199997,0.015584692,0.000594318,9.21e-05,150.8289928024145,148.95971144868503,144.3393848666638
502,12/29/2021,154.869995,-0.002128565,0.000593144,8.77e-05,153.20009311880514,151.2900846651887,146.60138314208044
503,12/30/2021,155.929993,0.006821121,0.000592055,0.000101082,152.8760843706899,150.98652481159465,146.32013348915964
504,12/31/2021,154.889999,-0.006691963,0.000590972,8.76e-05,153.92471343706274,152.01283955507273,147.3257955056871
505,1/3/2022,156.759995,0.01200076,0.000590082,0.000111195,152.8951783059174,151.00311408029444,146.32048408686657
506,1/4/2022,155.729996,-0.006592229,0.000589004,9.79e-05,154.74710294692335,152.82932296723243,148.13603575315494
507,1/5/2022,155.190002,-0.003473527,0.000587868,9.09e-05,153.7311088452805,151.83436005447285,147.1527798779889
508,1/6/2022,156.899994,0.010958436,0.000586943,0.000112295,153.1942387197052,151.31194168346207,146.652995857021
509,1/7/2022,157.830002,0.005909896,0.000585855,0.000123685,154.89292920097046,152.9854186614775,148.28350139952295
510,1/10/2022,156.600006,-0.007823695,0.00058483,0.000108102,155.8158024570259,153.89778739839218,149.15741257895903
511,1/11/2022,157.889999,0.00820376,0.000583814,0.000123945,154.59487854249343,152.69752521412988,148.0187891594727
512,1/12/2022,157.800003,-0.000570154,0.000582674,0.000122589,155.87591463220468,153.96446611345,149.23451448991645
