,Date,PEP,PDR,VAR,AVG,VAR70,VAR85,VAR99
246,12/22/2020,144.020004,-0.009536317,0.000548941,0.0002383,143.62635795618198,141.90929840510415,137.6842093808062
247,12/23/2020,144.410004,0.002704297,0.000546743,0.000248283,142.25095447778395,140.55492951457177,136.3733677789668
248,12/24/2020,145.059998,0.004490932,0.000544611,0.000265391,142.64977389530608,140.9540825067961,136.7536671660994
249,12/28/2020,146.910004,0.012672745,0.000543039,0.00031522,143.3013345899417,141.60236033150932,137.39662556857476
250,12/29/2020,147.419998,0.003465461,0.000540907,0.00032782,145.1327153162153,143.4089720745842,139.16518516818002
251,12/30/2020,147.309998,-0.000746446,0.000538756,0.000323541,145.64238429985662,143.91624186060102,139.66497877739033
252,12/31/2020,148.300003,0.006698073,0.000536779,0.000348836,145.53533126630555,143.82472749733301,139.56383106683725
253,1/4/2021,144.270004,-0.027550698,0.000537722,0.000238561,146.52016597073936,144.79468642821226,140.53972213709378
254,1/5/2021,144.699997,0.002976041,0.000535634,0.000249339,142.50908409987244,140.8267091428788,136.6765271032191
255,1/6/2021,142.929993,-0.012307662,0.000534149,0.000200096,142.94927070980927,141.2678520882871,137.11181150475895
256,1/7/2021,142.470001,-0.003223493,0.000532108,0.000186722,141.19998382745445,139.540831621013,135.4402212896034
257,1/8/2021,144.179993,0.011931012,0.000530573,0.00023242,140.74616549533997,139.0941818507236,135.01471189967464
258,1/11/2021,142.089996,-0.014601839,0.000529366,0.000174923,142.43505568835,140.7622104498661,136.6580137037992
259,1/12/2021,141.429993,-0.004655786,0.000527412,0.000156272,140.37308678232088,138.7254733317369,134.66017628324477
260,1/13/2021,142.589996,0.008168506,0.000525629,0.000187088,139.72400114378163,138.08862840215994,134.04515180719306
261,1/14/2021,141.759995,-0.0058379,0.000523754,0.000164004,140.87888426122882,139.2431699834752,135.1797844683185
262,1/15/2021,141.389999,-0.002613429,0.000521784,0.000153403,140.06072986299822,138.42316134412937,134.4125675158453
263,1/19/2021,142.059998,0.004727467,0.000519879,0.000170795,139.69248528133073,138.0708433319104,134.06386751481247
264,1/20/2021,141.330002,-0.005151894,0.000518017,0.000150633,140.35658486399262,138.72765571102752,134.7150739980355
