,Date,CHS,PDR,VAR,AVG,VAR70,VAR85,VAR99
260,1/13/2021,1.73,-0.034094211,0.005106921,-0.002913481,1.7149624224360633,1.6533037340401568,1.5073605857435624
261,1/14/2021,1.9,0.093732478,0.005123005,-0.00254319,1.6571311553429198,1.5977309184995208,1.4569008619826003
262,1/15/2021,1.94,0.020834087,0.005105529,-0.002453964,1.820738762682602,1.7552158971803167,1.600162919229506
263,1/19/2021,2.1,0.079249372,0.005111402,-0.002143305,1.8592815124439324,1.7924998877179408,1.6344874038682704
264,1/20/2021,2.01,-0.043802623,0.005098589,-0.002301105,2.0128739294577307,1.9405679281733643,1.769993847584893
265,1/21/2021,2.16,0.0719735,0.005100089,-0.002020824,1.9266343637705103,1.8574195859112033,1.69348974660153
266,1/22/2021,2.18,0.009216655,0.005081388,-0.001978577,2.071192235687637,1.996682512739309,1.8209192063618063
267,1/25/2021,2.68,0.206491918,0.005224519,-0.001197789,2.090812455772925,2.015824215686392,1.8385730361794195
268,1/26/2021,2.46,-0.085655445,0.005231541,-0.00151293,2.570567508049793,2.4775676029844416,2.257721467349898
269,1/27/2021,2.94,0.178248231,0.005331773,-0.000844672,2.358736340201152,2.273176266436778,2.070775601031399
270,1/28/2021,2.25,-0.267479365,0.005574362,-0.001832208,2.8199461030633795,2.716485650658706,2.4717290300004575
271,1/29/2021,2.21,-0.017937701,0.005554746,-0.001891638,2.1538995881118526,2.072868645025518,1.882380552661181
272,2/1/2021,2.23,0.00900907,0.005534759,-0.001851562,2.1152033918910425,2.0359467214295,1.849800353197773
273,2/2/2021,2.17,-0.027274418,0.005516844,-0.001944686,2.1349212242088162,2.0551468176913823,1.8670916762112124
274,2/3/2021,2.22,0.022780028,0.005498933,-0.00185445,2.0769752539010926,1.9992824196944436,1.8166786468315506
275,2/4/2021,2.32,0.04405999,0.005486575,-0.001687488,2.1252360275040387,2.046085335043852,1.8589116297592618
276,2/5/2021,2.29,-0.013015368,0.005467159,-0.001728531,2.221576993094817,2.138818752529589,1.943229303715839
277,2/8/2021,2.42,0.055215723,0.005459086,-0.001522956,2.1931615788838017,2.1121084518904985,1.9197681440564112
278,2/9/2021,2.62,0.079406778,0.005462924,-0.001231842,2.318019449490446,2.231901222509082,2.028603236049254
279,2/10/2021,2.66,0.015151805,0.005444302,-0.001173119,2.5110239741199227,2.4175652626621016,2.1974563202733464
280,2/11/2021,2.7,0.01492565,0.005425781,-0.001115624,2.5495343902992778,2.4550263597664217,2.2320592886325903
281,2/12/2021,2.72,0.007380107,0.005406728,-0.00108539,2.5881223579521375,2.492064478391139,2.2652685806574904
282,2/16/2021,2.94,0.077777701,0.005409531,-0.000805734,2.6073345382360884,2.5109920882100174,2.283610845951114
283,2/17/2021,2.88,-0.020619287,0.005391799,-0.000875746,2.8187472417729325,2.7146625624197136,2.469007643218377
284,2/18/2021,2.7,-0.064538521,0.005387034,-0.001099911,2.76133588406634,2.6592105967012793,2.4187491432442485
285,2/19/2021,2.76,0.021978907,0.005369995,-0.001018933,2.5885691695370885,2.4929037667520886,2.2668932557341437
286,2/22/2021,2.4,-0.139761942,0.005418289,-0.001504048,2.6460079314210763,2.5486803714491675,2.318692900272011
287,2/23/2021,2.49,0.036813973,0.005404508,-0.001370536,2.299465368903518,2.214236293110016,2.012989305688235
288,2/24/2021,2.57,0.031623188,0.005389509,-0.001255974,2.3862932196295707,2.2980756353706187,2.089584596105154
289,2/25/2021,2.58,0.0038835,0.005370952,-0.001238191,2.4632212198969294,2.371847108993339,2.1576827807882175
290,2/26/2021,2.69,0.041751795,0.005358782,-0.001089949,2.472664294068631,2.3815883485377656,2.1672940401977394
291,3/1/2021,2.55,-0.053447834,0.005349755,-0.001269873,2.578925579208388,2.4843598394092816,2.260992197762447
292,3/2/2021,2.65,0.038466281,0.005336823,-0.00113379,2.444367512760023,2.354345171672076,2.1422882489114645
293,3/3/2021,2.56,-0.034552382,0.005322407,-0.001247847,2.5409299570174797,2.4475817430642883,2.2277109263196637
294,3/4/2021,2.38,-0.072906771,0.00532171,-0.001491585,2.454494338242995,2.364461329578794,2.1513962790003514
295,3/5/2021,2.34,-0.016949558,0.005304478,-0.001543985,2.2811405378972807,2.197714784592405,2.000316835576316
296,3/8/2021,3.09,0.278020162,0.005549706,-0.000599511,2.243302264515119,2.1609576580939227,1.9674184606409417
297,3/9/2021,3.19,0.031849826,0.005534554,-0.000490254,2.9610627669131393,2.850222310951992,2.5892720650355945
298,3/10/2021,3.02,-0.054764085,0.005525833,-0.000672381,3.0582272340524956,2.9438650212347333,2.6746922375221795
299,3/11/2021,3.52,0.153204158,0.005586278,-0.000157744,2.894398523985987,2.786344686074149,2.531224671171871
300,3/12/2021,3.55,0.008486614,0.005567905,-0.00012893,3.3749717775164383,3.2480906076474296,2.949093056351516
301,3/15/2021,3.37,-0.052034859,0.005558328,-0.000301374,3.4039870180552465,3.2764422855941757,2.9762009764556567
302,3/16/2021,3.55,0.052034859,0.005548963,-0.000128076,3.2304769676914713,3.1091739565099163,2.826002234253275
303,3/17/2021,3.49,-0.017045867,0.005531591,-0.00018391,3.4045924690939966,3.277335672502447,2.975936349548139
304,3/18/2021,3.63,0.039330912,0.005518514,-5.39e-05,3.347183931129766,3.2216710478763115,2.9291229222731427
305,3/19/2021,3.68,0.013680104,0.005501037,-8.9e-06,3.4815291088438913,3.351576531213331,3.045998417525421
306,3/22/2021,3.59,-0.02476055,0.005485055,-8.98e-05,3.5304576752142727,3.398606563345759,3.089771058320979
307,3/23/2021,3.21,-0.111881265,0.005507764,-0.000453927,3.444178748634245,3.3163635553549335,3.0154336704741684
308,3/24/2021,3.33,0.036701367,0.005494349,-0.000333293,3.0772427397824385,2.9628181380630236,2.691651964504171
309,3/25/2021,3.55,0.063975299,0.005489909,-0.000125174,3.193315171413841,3.074279998540743,2.7941491895600934
310,3/26/2021,3.25,-0.088292607,0.005497194,-0.000409585,3.4043280920984667,3.2781152634106037,2.980600921974721
311,3/29/2021,3.23,-0.006172859,0.005479625,-0.000428117,3.1164105002735654,3.000096729593904,2.7263400149087387
312,3/30/2021,3.29,0.018405428,0.005463195,-0.000367753,3.097400454193006,2.9819158758160738,2.710997611115691
313,3/31/2021,3.31,0.006060625,0.005445873,-0.000347215,3.1552628694618403,3.0380385372877594,2.7628165694340727
314,4/1/2021,3.25,-0.018293193,0.005429551,-0.000404368,3.174823802206984,3.0570027732738687,2.7787207536085656
315,4/5/2021,3.27,0.006134989,0.00541245,-0.000383608,3.117006515651898,3.0020329795208642,2.7288991541968604
316,4/6/2021,3.3,0.009132484,0.005395608,-0.000353494,3.1369675636204795,3.0209921857016275,2.7482230031971016
317,4/7/2021,3.37,0.020990276,0.005380019,-0.000286163,3.165987116856953,3.0489509427311834,2.7725920825547568
318,4/8/2021,3.21,-0.048641807,0.005370431,-0.000438225,3.233277548055413,3.11409013136488,2.8328402084966875
319,4/9/2021,3.25,0.012384059,0.00535411,-0.00039803,3.0793192783978953,2.965943853392141,2.6980253993575842
320,4/12/2021,3.21,-0.012384059,0.005337826,-0.000435486,3.1178297713994363,3.003384098034517,2.7330092196480336
321,4/13/2021,3.05,-0.051129347,0.005329178,-0.000593411,3.0798733466908397,2.966915816025072,2.6998011521871494
322,4/14/2021,3.16,0.035430437,0.005316645,-0.000481535,2.9259668215984926,2.81882497962344,2.5650488311470885
323,4/15/2021,3.16,0.0,0.005300186,-0.000480045,3.032153319590872,2.9208514330897666,2.658282254513331
324,4/16/2021,3.03,-0.042009408,0.005289134,-0.000608222,3.0323006626575904,2.9211815322298413,2.6593047831578107
325,4/19/2021,2.96,-0.023373351,0.005274449,-0.000678268,2.9073207954083236,2.80088875183593,2.5503817707990057
326,4/20/2021,2.81,-0.052004785,0.005266326,-0.000835712,2.8397359533047455,2.7363334311780236,2.490810426491395
327,4/21/2021,2.98,0.058738817,0.005261042,-0.000653526,2.6960824427079215,2.5975242792654534,2.3649720967310954
328,4/22/2021,2.89,-0.030666798,0.00524774,-0.00074503,2.859325604010152,2.7553605656589957,2.510782348687686
329,4/23/2021,2.98,0.030666798,0.005234779,-0.000649554,2.7724786644623616,2.671721067963268,2.434225700418704
330,4/26/2021,3.02,0.013333531,0.005219507,-0.000607181,2.859908271415368,2.7551485602918446,2.50999727004403
331,4/27/2021,3.03,0.003305788,0.005203784,-0.000595359,2.8986447278162903,2.793685615698479,2.545009125172197
332,4/28/2021,3.03,0.0,0.005188111,-0.000593566,2.9086410061951513,2.8030009336365835,2.5530987370732308
333,4/29/2021,3.0,-0.009950331,0.005172793,-0.000621664,2.9085169307282177,2.802948082373918,2.5553562013222892
334,4/30/2021,3.0,0.0,0.005157307,-0.000619803,2.879438890011535,2.7752005153554675,2.5307259407250204
335,5/3/2021,3.23,0.073869849,0.005158426,-0.000397446,2.8804688480315317,2.776493727793364,2.529986942519922
336,5/4/2021,3.22,-0.003100778,0.005143095,-0.000405491,3.1014037727852357,2.989533708978688,2.7243944712463533
337,5/5/2021,3.38,0.04849435,0.005134908,-0.000260388,3.0917555172726083,2.980490180918998,2.7168536559725145
338,5/6/2021,3.62,0.068598316,0.005133703,-5.67e-05,3.246456711654937,3.1294254669217625,2.8519019580351563
339,5/7/2021,3.6,-0.00554018,0.005118648,-7.28e-05,3.477019372581844,3.3516766734220034,3.0553604784067816
340,5/10/2021,3.63,0.008298803,0.005103798,-4.82e-05,3.4587174505923883,3.334306402008524,3.0411707518685116
341,5/11/2021,3.75,0.032523192,0.005091933,4.73e-05,3.4873977659587156,3.3620851321472673,3.0664315115265017
342,5/12/2021,3.56,-0.051995295,0.005084941,-0.000104871,3.6034801193890718,3.4740393676215624,3.1678739419859916
343,5/13/2021,3.65,0.024966623,0.005071943,-3.18e-05,3.420405289576551,3.2978027783755826,3.0083162673376505
344,5/14/2021,4.21,0.14273548,0.005116278,0.000383245,3.5076570326482437,3.3817158940814465,3.08454476357175
345,5/17/2021,4.43,0.050936936,0.005108835,0.000529777,4.045851129270859,3.9009371957723475,3.5550286784366683
346,5/18/2021,4.71,0.061288324,0.005104708,0.00070538,4.258250339990594,4.105023825490318,3.744373993912668
347,5/19/2021,4.53,-0.038965969,0.005094519,0.000591053,4.528295947538582,4.365629146757914,3.9817159374359288
348,5/20/2021,4.46,-0.015573173,0.005080629,0.000544604,4.354927779082668,4.198388280279738,3.8276380708281637
349,5/21/2021,4.38,-0.018100042,0.005067064,0.000491181,4.287798277415049,4.134379219720344,3.7725734906842985
350,5/24/2021,4.27,-0.025434897,0.005054502,0.000417107,4.210972633970294,4.059723375663399,3.7041439296210177
351,5/25/2021,4.02,-0.060331925,0.005050586,0.000244033,4.10539002169367,3.9586002794542807,3.611064863908553
352,5/26/2021,4.42,0.094857793,0.005061596,0.000512822,3.864331857459491,3.7260901662264305,3.400703099847777
353,5/27/2021,4.39,-0.006810469,0.005047409,0.000492076,4.250090709425147,4.09754869743254,3.739461157665038
354,5/28/2021,4.65,0.057537993,0.005042318,0.000653223,4.221006582871969,4.070375072507689,3.7143809251373106
355,6/1/2021,5.3,0.130839601,0.005075722,0.001019945,4.471491282320564,4.311955261680463,3.936126969292321
356,6/2/2021,5.38,0.014981554,0.00506201,0.001059163,5.098572700345024,4.915867742901954,4.482800614052363
357,6/3/2021,5.4,0.003710579,0.00504785,0.00106659,5.1746564614399455,4.989626802349451,4.5504897211075805
358,6/4/2021,5.38,-0.003710579,0.005033814,0.001053246,5.19552924848126,5.010435614318171,4.5709700209501865
359,6/7/2021,5.75,0.066511481,0.005031694,0.001235581,5.175792869020209,4.9911547965545,4.5553993485384625
360,6/8/2021,6.3,0.091349779,0.005040212,0.001485898,5.53425666741203,5.3364876330155475,4.867895866394443
361,6/9/2021,5.61,-0.115998914,0.005064378,0.001160455,6.063927690383027,5.847425626174155,5.336025215712655
362,6/10/2021,5.36,-0.045586744,0.005056409,0.001031319,5.396860878382639,5.2037214390025515,4.7483271869587265
363,6/11/2021,5.75,0.07023588,0.005055636,0.001221965,5.155982622196828,4.971177451377652,4.536269359138467
364,6/14/2021,5.53,-0.039012039,0.005046182,0.001111432,5.5313388672050285,5.33411478320035,4.8658106868486755
365,6/15/2021,5.29,-0.04436957,0.005038009,0.000986827,5.319637321688236,5.129524399497292,4.6817135557551115
366,6/16/2021,5.52,0.042559614,0.005028953,0.001100414,5.089565140510491,4.907766420871448,4.4774355626840086
367,6/17/2021,5.16,-0.067441281,0.005028016,0.000913652,5.311133697798602,5.122243154981995,4.6756749813454395
368,6/18/2021,5.08,-0.015625318,0.005015094,0.000868709,4.964506508838967,4.787489132460712,4.3671158671309405
369,6/21/2021,5.45,0.070304347,0.005014534,0.001056881,4.887036751480974,4.712665042991767,4.300614154262755
370,6/22/2021,5.6,0.027150989,0.005002816,0.001127406,5.243790504801385,5.0565762986586895,4.61588960264493
371,6/23/2021,5.95,0.060624622,0.004998847,0.001287776,5.388517515523716,5.196883414673712,4.7426496740897415
372,6/24/2021,6.29,0.055569851,0.004993309,0.001433695,5.727046048749685,5.5235685265229915,5.042357093891379
373,6/25/2021,6.93,0.096898742,0.00500429,0.001689634,6.055901362310484,5.840872751072964,5.3324279253047235
374,6/28/2021,6.53,-0.05945287,0.005000878,0.001526151,6.672684651556673,6.434292195698674,5.8750946140065
375,6/29/2021,6.28,-0.039036963,0.004991919,0.001417983,6.2860423014582825,6.063901536729148,5.536451734147468
376,6/30/2021,6.58,0.046664765,0.004984073,0.00153832,6.044670588714869,5.830660683102686,5.322859050591791
377,7/1/2021,6.66,0.012084739,0.004971147,0.001566295,6.335450854016944,6.1101412606032435,5.577275680529263
378,7/2/2021,6.63,-0.00451468,0.004958093,0.001550207,6.412533451121572,6.185689271614571,5.647213868029078
379,7/6/2021,6.4,-0.035306814,0.004948586,0.001452959,6.383631514626796,6.157930851066911,5.6216583080371265
380,7/7/2021,6.21,-0.030137094,0.004938182,0.001369827,6.160980189461491,5.943045322584122,5.427750969234811
381,7/8/2021,6.17,-0.006462058,0.004925382,0.001349271,5.978791975731811,5.766995895446428,5.267761014382078
382,7/9/2021,6.97,0.121916387,0.004950442,0.001664892,5.939611402413896,5.730242231416237,5.231020142120509
383,7/12/2021,6.88,-0.012996573,0.004938076,0.001626611,6.7121172122611235,6.475106732083308,5.9143947446050325
384,7/13/2021,6.38,-0.075450555,0.004940648,0.00142589,6.625811074098033,6.392295101566194,5.839071575167906
385,7/14/2021,6.26,-0.018987912,0.004928894,0.001372867,6.141994735955831,5.926273051877935,5.412913052875948
386,7/15/2021,6.08,-0.029175489,0.004918537,0.001293726,6.02619205413941,5.813862603621682,5.308047354408187
387,7/16/2021,5.85,-0.038563035,0.004909921,0.001190737,5.853747713100957,5.647126185434118,5.158394232104416
388,7/19/2021,5.58,-0.047252885,0.0049033,0.001065882,5.631905847728987,5.43361998138122,4.96542342585661
389,7/20/2021,5.97,0.067558151,0.004902031,0.001236814,5.372015500968049,5.182518434702517,4.736094052850273
390,7/21/2021,6.13,0.026447823,0.004891087,0.001301457,5.7477022905479,5.545716710156093,5.069802249431841
391,7/22/2021,5.89,-0.039938752,0.004882917,0.001195983,5.901957050549825,5.6949775286210285,5.2026886729799235
392,7/23/2021,5.98,0.01516457,0.004870957,0.001231618,5.6715337460124635,5.472056014148307,4.999183458931695
393,7/26/2021,6.39,0.0663137,0.004869313,0.001397221,5.759219378676706,5.556364258041088,5.076008328406653
394,7/27/2021,6.0,-0.062974799,0.004867445,0.00123384,6.152943777678692,5.937377627515825,5.425678117506106
395,7/28/2021,6.04,0.006644543,0.004855196,0.001247538,5.777810207548106,5.574966236528655,5.095609964575058
396,7/29/2021,6.34,0.048474757,0.004848554,0.001366799,5.815550783435769,5.611940532648317,5.129092797040683
397,7/30/2021,6.18,-0.025560497,0.004838163,0.001298972,6.107233754876443,5.893390473496681,5.388750862439767
398,8/2/2021,6.38,0.031849826,0.004828346,0.001375733,5.951971900012212,5.743187526727518,5.249544127515913
399,8/3/2021,6.24,-0.022187915,0.004817633,0.001316676,6.145045024098253,5.930428286014898,5.421718506656684
400,8/4/2021,5.76,-0.080042708,0.004822095,0.001113278,6.010450542883127,5.80036116902556,5.303080906971064
401,8/5/2021,5.87,0.018917159,0.004810859,0.001157676,5.546882686228908,5.353188842039535,4.895653047308873
402,8/6/2021,6.27,0.065921721,0.004809299,0.001318781,5.653272942408514,5.455532977648021,4.9875647434733485
403,8/9/2021,6.11,-0.025849581,0.004799193,0.001251366,6.040019622809665,5.8292162068805675,5.330847128450088
404,8/10/2021,6.56,0.07106383,0.004799347,0.001424169,5.885953254383518,5.680358061826997,5.195546645416278
405,8/11/2021,6.38,-0.027822506,0.004789604,0.001351955,6.318673241773575,6.099005185312232,5.579144101784916
406,8/12/2021,6.28,-0.015798117,0.004778529,0.001309713,6.146292235199667,5.933577360031407,5.42578160554167
407,8/13/2021,6.12,-0.025807884,0.004768591,0.001243085,6.049923304839345,5.839900267561366,5.34255822644079
408,8/16/2021,6.06,-0.009852296,0.004757204,0.001215891,5.895273782447022,5.6909222842410125,5.20676127756733
409,8/17/2021,5.71,-0.059490776,0.004754561,0.001067464,5.838456060162285,5.6366955311912905,5.157399555341159
410,8/18/2021,5.83,0.020797977,0.004743912,0.001115587,5.4997647467467,5.3091906808859735,4.858489595329196
411,8/19/2021,5.84,0.001713796,0.004732371,0.001117042,5.6164722434762036,5.421401407960403,4.96178465424812
412,8/20/2021,6.18,0.056587475,0.004728335,0.001251679,5.626829968534786,5.432627982092268,4.970691327269334
413,8/23/2021,6.23,0.008058061,0.004716998,0.00126816,5.95441009800555,5.748506530694193,5.260125408842502
414,8/24/2021,6.58,0.054658413,0.004712473,0.001397121,6.002568634355867,5.795221280423424,5.3037717336905255
415,8/25/2021,6.37,-0.032435276,0.004703869,0.001315598,6.3406216395896795,6.1215042873861405,5.603974868769722
416,8/26/2021,5.95,-0.06820825,0.004704153,0.001148473,6.138147869333795,5.926283504463803,5.424552520190852
417,8/27/2021,5.95,0.0,0.004692875,0.001145719,5.733028226020172,5.535285206841954,5.066696229819102
418,8/30/2021,5.84,-0.018660423,0.004682584,0.001098336,5.733694858865888,5.536225458726154,5.069259198433535
419,8/31/2021,5.17,-0.121858108,0.004707404,0.000804884,5.627509811426369,5.432960224468616,4.975120100423751
420,9/1/2021,5.12,-0.009718249,0.004696459,0.000779829,4.979598100898637,4.807875309153278,4.400705018257612
421,9/2/2021,4.99,-0.025718529,0.004686968,0.000716887,4.931161836454033,4.761732832904177,4.360230404251084
422,9/3/2021,4.93,-0.012096922,0.004676249,0.000686523,4.806606969656047,4.640970906681807,4.247883944382633
423,9/7/2021,4.81,-0.024641904,0.004666707,0.000626645,4.748306523382459,4.585587116599859,4.200251692517311
424,9/8/2021,4.75,-0.012552466,0.004656109,0.000595562,4.6319272880733475,4.472328597926389,4.094526050871671
425,9/9/2021,4.82,0.01462931,0.004645616,0.000628582,4.575099300805049,4.417980893636562,4.044799321461899
426,9/10/2021,4.62,-0.042379223,0.004639043,0.000527625,4.642694610168369,4.483212945888508,4.106234742451905
427,9/13/2021,4.66,0.008620743,0.004628332,0.000546578,4.450280721337337,4.297679816276906,3.9362910707838443
428,9/14/2021,4.54,-0.026088436,0.004619171,0.000484347,4.488791878056522,4.335149109277856,3.969902104464679
429,9/15/2021,4.63,0.019629856,0.004609257,0.000528975,4.3733527122262545,4.2236886941593195,3.8686231373885156
430,9/16/2021,4.64,0.002157498,0.004598543,0.000532763,4.460550325157706,4.3080249963045105,3.9462847706772544
431,9/17/2021,4.71,0.014973542,0.004588357,0.000566268,4.470248178008164,4.317339403886256,3.9574312467914705
432,9/20/2021,4.76,0.01055976,0.004577966,0.000589401,4.538231119394308,4.383585736132955,4.01775146637121
433,9/21/2021,4.71,-0.01055976,0.00456768,0.000563652,4.586168057126908,4.430514497281066,4.061395228034359
434,9/22/2021,4.83,0.02515856,0.004558546,0.000620323,4.538150076238756,4.383949030009992,4.017538747496562
435,9/23/2021,4.94,0.022518864,0.004549166,0.000670664,4.65379766712292,4.496123824205564,4.12070202984206
436,9/24/2021,4.89,-0.010173028,0.004539002,0.000645793,4.761369235999253,4.59957479455031,4.218318957186167
437,9/27/2021,5.01,0.024243612,0.004529886,0.000699793,4.713154309178254,4.5528832369558945,4.172888390146204
438,9/28/2021,4.91,-0.020161973,0.004520535,0.000652163,4.82812792655651,4.664348136312315,4.277979502198694
439,9/29/2021,4.96,0.010131799,0.004510442,0.000673757,4.732201592928388,4.572223410000745,4.192076974075096
440,9/30/2021,4.49,-0.099553039,0.00452297,0.000445969,4.780841691762489,4.6193595892287265,4.234754447960123
441,10/1/2021,4.8,0.066763216,0.004522664,0.000596348,4.3264468871468384,4.179806211238961,3.831875678700993
442,10/4/2021,4.67,-0.027456846,0.004514208,0.000532879,4.625831353023428,4.469571097044381,4.097019558473757
443,10/5/2021,4.6,-0.015102768,0.004504568,0.000497584,4.500312432876323,4.3482185553725845,3.987573472679509
444,10/6/2021,4.4,-0.044451763,0.004498963,0.000396347,4.433082972078946,4.283213499212941,3.9282505574572495
445,10/7/2021,4.63,0.050952327,0.004494584,0.000509956,4.239991559642484,4.097323256411028,3.7566700953989427
446,10/8/2021,4.49,-0.030704166,0.004486686,0.000439969,4.462155569112742,4.311755381343215,3.9535296692594146
447,10/11/2021,4.38,-0.024803977,0.004478071,0.000383495,4.327286175564107,4.181173081377423,3.835390005068704
448,10/12/2021,4.57,0.042464481,0.004472019,0.000477426,4.2211550058514495,4.078618448043412,3.7421906681922725
449,10/13/2021,4.64,0.015201161,0.004462541,0.000510218,4.404770562092701,4.25609152040616,3.9023732847149075
450,10/14/2021,4.85,0.044264339,0.004456869,0.000607449,4.4715880058675825,4.321499458612453,3.9650752021342206
451,10/15/2021,4.97,0.024441135,0.004448244,0.000660296,4.675421959714837,4.518177970849717,4.1467822182071705
452,10/18/2021,5.3,0.06428698,0.004447339,0.000801063,4.792048539001867,4.631274786160377,4.248523878686884
453,10/19/2021,5.18,-0.022901764,0.004438759,0.000748739,5.111198280844141,4.939520881495753,4.531529908247622
454,10/20/2021,5.08,-0.019493795,0.004429883,0.000704152,4.995058405785288,4.827539596749308,4.430627788861156
455,10/21/2021,5.14,0.011741818,0.004420414,0.00072841,4.898418595406032,4.734592409408121,4.345113051306828
456,10/22/2021,5.04,-0.019646997,0.004411629,0.000683727,4.95654489986347,4.791466659896522,4.397715496537324
457,10/25/2021,5.5,0.08734201,0.004418372,0.000873352,4.859389750160755,4.697219483771254,4.309972876452131
458,10/26/2021,5.32,-0.033274789,0.004411265,0.000798792,5.3042626688420675,5.126831605051223,4.704667929360818
459,10/27/2021,5.16,-0.030536724,0.004403789,0.000730523,5.131332495390897,4.959863945794348,4.554531219457917
460,10/28/2021,5.42,0.049159236,0.004399303,0.000835803,4.976139168968006,4.809597963604444,4.417173522223158
461,10/29/2021,5.46,0.007352974,0.004389852,0.00084994,5.227315200916788,5.0523449609688615,4.639194734009159
462,11/1/2021,5.57,0.019946264,0.004381138,0.000891274,5.265910189804996,5.0904640989560646,4.672706980225127
463,11/2/2021,5.72,0.026573751,0.004373097,0.000946744,5.373548386901891,5.194094049958702,4.767865962344988
464,11/3/2021,6.04,0.054435207,0.004369825,0.001062021,5.518740818922045,5.335255551263033,4.898970227325329
465,11/4/2021,6.06,0.003305788,0.004360438,0.001066846,5.827522824977692,5.632979335929816,5.173699826966834
466,11/5/2021,6.24,0.029270382,0.004352784,0.001127369,5.847525682753439,5.653519285732824,5.190187937396912
467,11/8/2021,6.39,0.023754086,0.004344557,0.00117582,6.021365811912082,5.82068536247369,5.3443604814306065
468,11/9/2021,6.54,0.023202897,0.004336309,0.001222886,6.167176397751471,5.963095719231501,5.477740589678209
469,11/10/2021,6.24,-0.046956983,0.004332002,0.001120157,6.312297956836081,6.102535372161276,5.603999951312787
470,11/11/2021,6.29,0.007980888,0.004322885,0.001134755,6.022360919417457,5.822812792732774,5.347193016575638
471,11/12/2021,6.27,-0.003184716,0.004313746,0.001125584,6.070430503872434,5.869246978611605,5.389861688973718
472,11/15/2021,6.55,0.043688695,0.004308437,0.00121576,6.050992127276249,5.850900836798564,5.37384323630974
473,11/16/2021,6.78,0.034512052,0.004301667,0.001286154,6.322333499608817,6.113057207448721,5.619698975980285
474,11/17/2021,6.6,-0.026907453,0.004294265,0.001226673,6.545421369410649,6.329117554057487,5.815443370684021
475,11/18/2021,6.6,0.0,0.004285228,0.001224091,6.371111930737459,6.160820355568402,5.662064928019739
476,11/19/2021,6.36,-0.037041272,0.004279295,0.001143702,6.372352123878386,6.162088438424465,5.662345403001061
477,11/22/2021,7.15,0.117083979,0.004298445,0.001386763,6.138338653827544,5.935950867435336,5.455399507964879
478,11/23/2021,6.98,-0.02406344,0.004290805,0.00133352,6.903425593553325,6.6755993307629335,6.130303549225841
479,11/24/2021,6.34,-0.096170148,0.004301653,0.001129963,6.738425426305594,6.516486706121402,5.988343770570829
480,11/26/2021,5.69,-0.10816852,0.004317527,0.000902258,6.119338762581953,5.917885346022273,5.434616347446999
481,11/29/2021,5.55,-0.02491232,0.004309934,0.000848589,5.491577133112862,5.309263288307973,4.880018374360385
482,11/30/2021,5.73,0.031917603,0.00430299,0.000913048,5.355013432559851,5.17862609775456,4.757857164583052
483,12/1/2021,5.28,-0.081789433,0.004308213,0.000741821,5.52972390849504,5.347129648079339,4.9126765333768185
484,12/2/2021,5.42,0.026169718,0.004300645,0.000794358,5.09408762616238,4.9255837159441676,4.524555798859313
485,12/3/2021,5.26,-0.029964789,0.004293724,0.000730937,5.230126250323517,5.0569085216515575,4.645299689281194
486,12/6/2021,5.41,0.028118066,0.00428643,0.000787289,5.074566144100952,4.906887516944305,4.510054630319572
487,12/7/2021,5.61,0.036301627,0.004280213,0.000860214,5.219795357491499,5.048300516911846,4.64019726475143
488,12/8/2021,5.6,-0.001784122,0.004271456,0.000854795,5.414395056780184,5.235226369642663,4.80998308709125
489,12/9/2021,5.4,-0.036367644,0.004265548,0.000778676,5.404930321010826,5.226853443439102,4.804448308357395
490,12/10/2021,5.38,-0.003710579,0.004256884,0.000769514,5.210951172978713,5.040579724458115,4.633214941963542
491,12/13/2021,5.1,-0.053447834,0.004254189,0.000659092,5.191895054504867,5.021810171865663,4.6177580803668095
492,12/14/2021,5.11,0.001958864,0.004245546,0.000661734,4.920747516869234,4.76011994191942,4.37745187020074
493,12/15/2021,5.03,-0.01577942,0.004237481,0.000628384,4.930368355836985,4.768579335239473,4.383843295935827
494,12/16/2021,4.74,-0.059382848,0.004236179,0.000506904,4.853842535859864,4.694922731798629,4.314948225590917
495,12/17/2021,4.71,-0.006349228,0.004227716,0.000493053,4.573034794238481,4.423203691230211,4.067050301753711
496,12/20/2021,4.55,-0.034560675,0.004221664,0.000422381,4.544553459523074,4.395657600478561,4.042097937148874
497,12/21/2021,4.89,0.072065071,0.004223477,0.000566531,4.3901715453625645,4.246452548629846,3.9048753295803404
498,12/22/2021,4.97,0.016227537,0.004215487,0.000597979,4.718801516235586,4.564275976669173,4.197865623542997
499,12/23/2021,4.95,-0.004032264,0.004207082,0.0005887,4.796263049176483,4.639186983468478,4.267679402136571
500,12/27/2021,5.05,0.020000667,0.00419942,0.000627524,4.776707196346708,4.620447205349888,4.248939300893173
501,12/28/2021,4.9,-0.030153038,0.004192925,0.000566085,4.8740142038212255,4.715255536358902,4.337142181288705
502,12/29/2021,5.04,0.028170877,0.004186088,0.000621075,4.729431140747135,4.574866015003383,4.208693141121819
503,12/30/2021,5.24,0.038915416,0.004180675,0.000697207,4.864511183675784,4.706428074522612,4.327961235735166
504,12/31/2021,5.38,0.026366876,0.004173685,0.000748139,5.058538977382569,4.8940220552505584,4.504011288995425
505,1/3/2022,5.46,0.014760416,0.004165808,0.000775886,5.193775771731187,5.025381257616376,4.622931101661696
