,Date,FNMA,PDR,VAR,AVG,VAR70,VAR85,VAR99
261,1/14/2021,2.03,0.0,0.002132126,-0.001896308,1.9754009611832004,1.9290920486027725,1.8170425368601275
262,1/15/2021,1.87,-0.082097362,0.002148445,-0.002202419,1.9753430172825768,1.9292066626738458,1.8178685824624763
263,1/19/2021,1.93,0.031581572,0.002144599,-0.002073963,1.8190928996260052,1.7764980396066639,1.6739894755877178
264,1/20/2021,1.87,-0.031581572,0.002139761,-0.002185734,1.8775785200576973,1.8337290333947236,1.7277352378711455
265,1/21/2021,1.83,-0.021622464,0.002133107,-0.002259081,1.8192662005612186,1.7765656994080719,1.6735261506898425
266,1/22/2021,1.76,-0.039002158,0.002130144,-0.002397212,1.7804517313996107,1.738847395425085,1.6377415563551658
267,1/25/2021,1.87,0.060624622,0.002136986,-0.002161176,1.7119972696703296,1.6719280087777741,1.5749651595479754
268,1/26/2021,1.93,0.031581572,0.002133245,-0.00203527,1.819514728490754,1.7768956406992897,1.6741840961047583
269,1/27/2021,2.11,0.089167945,0.002156121,-0.001696224,1.878072323428648,1.8341180236078065,1.728191368319376
270,1/28/2021,2.02,-0.043590436,0.002154612,-0.001851388,2.053547020830488,2.0052766788401564,1.888831674807816
271,1/29/2021,1.95,-0.035268139,0.002150767,-0.001974697,1.9658123202096793,1.919677398411202,1.8079288814682064
272,2/1/2021,1.97,0.01020417,0.002143403,-0.001929922,1.897285120296359,1.852594450396815,1.7447895768943507
273,2/2/2021,1.97,0.0,0.002135565,-0.001922853,1.9171216888029212,1.872196227884865,1.762986956279903
274,2/3/2021,1.94,-0.01534557,0.002128426,-0.001971841,1.9172469854069603,1.872489512082366,1.7645687986189782
275,2/4/2021,1.91,-0.015584731,0.002121358,-0.002021342,1.8879550428524816,1.8438853249589535,1.7374830083938428
276,2/5/2021,1.93,0.010416761,0.002114231,-0.001976276,1.858706110982633,1.815543024417008,1.7109186201986883
277,2/8/2021,1.91,-0.010416761,0.002106854,-0.002006748,1.8783868915633832,1.8347276724090533,1.7289591469431955
278,2/9/2021,1.94,0.015584731,0.002100385,-0.001943469,1.8589567753171552,1.8158211876871893,1.7110522419037868
279,2/10/2021,1.91,-0.015584731,0.002093521,-0.001992362,1.888190268498204,1.8445750858328995,1.7385623385319882
280,2/11/2021,1.91,0.0,0.002086058,-0.001985247,1.859179571661029,1.8159671170262957,1.7120230143038906
281,2/12/2021,1.89,-0.010526413,0.002078893,-0.002015642,1.8591539413354972,1.8160595283855403,1.7122862894860715
282,2/16/2021,1.89,0.0,0.002071536,-0.002008495,1.8398340457383087,1.7974028450533235,1.694390112417561
283,2/17/2021,1.88,-0.005305052,0.002064254,-0.002020143,1.8399166665942157,1.7974720240624746,1.6947338093020783
284,2/18/2021,1.86,-0.010695289,0.00205725,-0.002050689,1.830271122904619,1.7881920776224798,1.6867568002551292
285,2/19/2021,1.88,0.010695289,0.002050599,-0.002005967,1.810770932215179,1.7691099147022145,1.668410390187522
286,2/22/2021,1.85,-0.016086138,0.00204412,-0.002055198,1.830469412328265,1.7886173357386628,1.6870098286708026
287,2/23/2021,1.83,-0.010869672,0.002037267,-0.002085911,1.8012431847530663,1.7601437163324833,1.6599299646818613
288,2/24/2021,1.78,-0.027702603,0.002032464,-0.002174857,1.7817142209236032,1.7410754426279889,1.6426172320754238
289,2/25/2021,1.75,-0.016997576,0.002026189,-0.002226147,1.7329285970171695,1.693297000786588,1.5978458610004849
290,2/26/2021,1.84,0.050149784,0.002028629,-0.00204554,1.7036505190573858,1.664889322217392,1.5708142953749766
291,3/1/2021,1.85,0.005420067,0.002021849,-0.002019885,1.7915386616276396,1.7505425456814998,1.6515710589493087
292,3/2/2021,1.81,-0.021858794,0.002016268,-0.002087827,1.8015130988440327,1.7603981914734108,1.6611083444409993
293,3/3/2021,1.84,0.016438726,0.002010554,-0.002024596,1.7624626570639361,1.7223755517116035,1.6253314959967686
294,3/4/2021,1.84,0.0,0.002003729,-0.00201771,1.7918553243740134,1.7512098860288041,1.6529305655638933
295,3/5/2021,1.83,-0.005449605,0.001996977,-0.002029344,1.7920099932322198,1.751513185996185,1.6531793423017394
296,3/8/2021,1.85,0.010869672,0.00199079,-0.001985766,1.7821830840621833,1.7419564449097882,1.6444411127729912
297,3/9/2021,1.86,0.005390849,0.00198427,-0.001960929,1.8019276407148237,1.761240590858159,1.6623281029872952
298,3/10/2021,1.85,-0.005390849,0.001977651,-0.001972438,1.8117229955456062,1.7708122088630556,1.6714685840601948
299,3/11/2021,1.9,0.026668247,0.001973771,-0.00187665,1.8021189423650885,1.761488578110869,1.6629468653970727
300,3/12/2021,1.92,0.0104713,0.001967698,-0.00183549,1.8509465865797885,1.8094184612822448,1.7084714579574496
301,3/15/2021,1.89,-0.015748357,0.001961802,-0.001881713,1.8705668578620476,1.8287471852892594,1.7271466513611877
302,3/16/2021,1.9,0.005277057,0.001955475,-0.001858008,1.841404982053705,1.800032827304027,1.7003096826775324
303,3/17/2021,1.88,-0.010582109,0.001949271,-0.0018868,1.8510937938606442,1.80964563079848,1.7090718957600053
304,3/18/2021,1.9,0.010582109,0.001943369,-0.001845784,1.8315024823970427,1.7907079577886815,1.691872736813982
305,3/19/2021,1.9,0.0,0.001937009,-0.001839733,1.8514069989935338,1.810130103709267,1.7099998173999775
306,3/22/2021,1.91,0.005249356,0.001930842,-0.001816566,1.8514634456018892,1.8102198493322759,1.7104335622747961
307,3/23/2021,1.89,-0.010526413,0.001924799,-0.001844936,1.8611868404100373,1.819918226116009,1.719667357431782
308,3/24/2021,1.9,0.005277057,0.001918714,-0.001821813,1.841757166399075,1.8009112867388142,1.7013772249321186
309,3/25/2021,1.9,0.0,0.001912515,-0.001815917,1.8517677399614896,1.81062165443098,1.7117230392018774
310,3/26/2021,1.9,0.0,0.001906356,-0.001810059,1.8517389870388743,1.8107692406030718,1.7113121857949352
311,3/29/2021,1.95,0.025975486,0.001902701,-0.001720717,1.8518294066108316,1.810950623244145,1.7118870795342378
312,3/30/2021,1.97,0.01020417,0.001897057,-0.001682496,1.900905640684479,1.8588424926351572,1.7572432530176598
313,3/31/2021,2.07,0.049515065,0.001899344,-0.001518926,1.9205616373942673,1.8782016648786508,1.7756567793861544
314,4/1/2021,2.04,-0.014598799,0.001893838,-0.001560581,2.0183650588442603,1.9736827225012392,1.8662104808053077
315,4/5/2021,2.08,0.019418086,0.001889218,-0.001493982,1.988833904291367,1.9449847811246028,1.839196162102459
316,4/6/2021,2.1,0.009569451,0.001883626,-0.001458971,2.0284600853090407,1.9835831206581487,1.8755709403151501
317,4/7/2021,2.22,0.055569851,0.001887911,-0.00127907,2.047919908632186,2.002772460330187,1.8938249428057177
318,4/8/2021,2.41,0.082119552,0.001903778,-0.00101681,2.165444366278141,2.1175685653214087,2.001987865292387
319,4/9/2021,2.33,-0.03375848,0.00190116,-0.001119448,2.350777210558281,2.298820232896867,2.172779166530715
320,4/12/2021,2.21,-0.052875752,0.001903564,-0.001281187,2.27251249714305,2.2223728136364547,2.100443014356028
321,4/13/2021,2.17,-0.018265348,0.001898529,-0.001334097,2.1551731969135934,2.107637776006914,1.992172665983447
322,4/14/2021,2.21,0.018265348,0.001893822,-0.001273229,2.1160452067129487,2.0693959610202315,1.9564245813082926
323,4/15/2021,2.3,0.039916607,0.001893196,-0.001145706,2.1552686946839166,2.107848750896377,1.9933886095676925
324,4/16/2021,2.39,0.038384243,0.00189216,-0.0010237,2.24318029030334,2.193587049509923,2.074377962036318
325,4/19/2021,2.37,-0.008403411,0.001886505,-0.001046407,2.3315077654023053,2.2802697204550135,2.1557721469831908
326,4/20/2021,2.29,-0.034338138,0.001884108,-0.001148529,2.3118100945285516,2.2609590590724364,2.137814937265561
327,4/21/2021,2.41,0.05107493,0.001886661,-0.000988824,2.2340344091944946,2.184909664072473,2.0656601538283477
328,4/22/2021,2.42,0.004140793,0.001880989,-0.000973185,2.351189447313832,2.2993066349831537,2.1736856183039537
329,4/23/2021,2.43,0.004123717,0.00187535,-0.000957693,2.3610731336660886,2.309155404665794,2.1836223669909853
330,4/26/2021,2.44,0.004106782,0.001869745,-0.000942346,2.370915547167479,2.3188983962744323,2.1936572180651113
331,4/27/2021,2.4,-0.016529302,0.001864828,-0.000989437,2.380826306893604,2.3287833421577053,2.2029376422582834
332,4/28/2021,2.39,-0.004175371,0.001859242,-0.000999033,2.341747525098398,2.290472536784745,2.1664429842170594
333,4/29/2021,2.38,-0.004192878,0.001853689,-0.001008624,2.331890506392546,2.2810016982723615,2.1577420435777652
334,4/30/2021,2.38,0.0,0.001848142,-0.001005604,2.3221350588566323,2.2716711657389004,2.149216133229775
335,5/3/2021,2.37,-0.004210533,0.001842656,-0.001015171,2.322273466076362,2.2719179616400043,2.1495554444012903
336,5/4/2021,2.15,-0.097422113,0.001864751,-0.001302097,2.3128667933208966,2.262668773305273,2.1412217277237433
337,5/5/2021,2.15,0.0,0.001859222,-0.001298233,2.097301489808162,2.051388728117191,1.940553942529973
338,5/6/2021,2.13,-0.009345862,0.001853913,-0.001322042,2.0972892698695467,2.051593367830387,1.9403870247642883
339,5/7/2021,2.11,-0.009434032,0.001848638,-0.001345972,2.077690343621353,2.0324150489902597,1.9224401755151777
340,5/10/2021,2.09,-0.009523882,0.001843397,-0.001370024,2.058439501338219,2.013608882377233,1.9045736043839308
341,5/11/2021,2.01,-0.039029344,0.001842137,-0.001480462,2.038861907863917,1.9945767188751113,1.8864988418908974
342,5/12/2021,2.08,0.034233172,0.00184047,-0.001376036,1.960509621808666,1.9180345455040457,1.8147268952734072
343,5/13/2021,2.06,-0.009661911,0.001835303,-0.001400193,2.029108682457732,1.9849425609299693,1.8782178695004816
344,5/14/2021,2.13,0.033415997,0.001833482,-0.001298983,2.009607036884484,1.9660307560404784,1.8600529754918156
345,5/17/2021,2.13,0.0,0.001828172,-0.001295218,2.0782133481268223,2.0329887914734996,1.9236908761832923
346,5/18/2021,2.1,-0.014184635,0.001823367,-0.001332471,2.0781185645030833,2.0330401799787365,1.924171833214267
347,5/19/2021,2.07,-0.014388737,0.001818602,-0.001370097,2.0489049884483186,2.004497921226781,1.8968221655405268
348,5/20/2021,2.05,-0.009708814,0.001813576,-0.001394059,2.0197759896363205,1.9761613875548218,1.8704483676860344
349,5/21/2021,2.14,0.042966036,0.001814002,-0.001266953,2.000263787958191,1.956966894278178,1.8523324608676364
350,5/24/2021,2.11,-0.014117882,0.001809289,-0.00130367,2.0879662683607076,2.042958826357599,1.934256563138684
351,5/25/2021,2.07,-0.01913934,0.001805038,-0.001354483,2.0588712707317236,2.0145121097946324,1.9068203690912071
352,5/26/2021,2.1,0.014388737,0.001800612,-0.001309758,2.0200514629748287,1.9766507710394603,1.8705727350018668
353,5/27/2021,2.15,0.023530497,0.001797255,-0.001239389,2.049308351899019,2.005329195501179,1.8985560202485539
354,5/28/2021,2.15,0.0,0.001792182,-0.001235888,2.0984942736621397,2.0532271293687727,1.9436258500702117
355,6/1/2021,2.24,0.041008024,0.001792146,-0.001116891,2.0981243829957714,2.0530763876656146,1.9442566832512864
356,6/2/2021,2.3,0.026433257,0.001789238,-0.001039503,2.1864559066078995,2.1395394560783627,2.02592334467256
357,6/3/2021,2.28,-0.00873368,0.001784392,-0.001061056,2.2451446772967865,2.196962844706712,2.0799787265283345
358,6/4/2021,2.3,0.00873368,0.001779675,-0.001033696,2.225678312116373,2.178234729508741,2.0625663170847646
359,6/7/2021,2.37,0.029980832,0.001777389,-0.000947305,2.245463552646485,2.1972475028594802,2.0810578622627363
360,6/8/2021,2.36,-0.004228336,0.001772482,-0.000956419,2.3141674881692476,2.2644920882919393,2.1451311474472616
361,6/9/2021,2.39,0.012631747,0.001768082,-0.000918778,2.3042275260081895,2.255112693126503,2.135676464409861
362,6/10/2021,2.42,0.012474174,0.001763692,-0.000881781,2.333791913458129,2.2840558069076713,2.1634313780578585
363,6/11/2021,2.4,-0.008298803,0.001758984,-0.000902214,2.3631327200515297,2.3129174467717255,2.1912409343591053
364,6/14/2021,2.36,-0.016807118,0.001754845,-0.000945908,2.343513118014029,2.293705010365653,2.1733150746806236
365,6/15/2021,2.29,-0.030109801,0.001752361,-0.00102581,2.304292756484815,2.2553448103323928,2.1369884589485886
366,6/16/2021,2.28,-0.004376375,0.001747604,-0.001034964,2.2360171120108787,2.1885826056165323,2.0733240311026573
367,6/17/2021,2.21,-0.031182927,0.001745312,-0.001117111,2.226229554812897,2.1792685883698137,2.0646086766297196
368,6/18/2021,2.26,0.022372298,0.001742064,-0.001053281,2.1578392714457166,2.1121595064656984,2.0014060917334753
369,6/21/2021,2.28,0.00881063,0.001737606,-0.00102655,2.206677022812657,2.1597998368525477,2.046418336504468
370,6/22/2021,2.24,-0.017699577,0.001733659,-0.001071612,2.226510961488527,2.179683163148783,2.0651451799600045
371,6/23/2021,1.52,-0.387765531,0.002130952,-0.002113914,2.1875430972091983,2.141128758483517,2.028890877647516
372,6/24/2021,1.37,-0.103899595,0.002152999,-0.002387531,1.4789223832669118,1.4442912824634622,1.3608083213084061
373,6/25/2021,1.28,-0.067950662,0.00215872,-0.002563304,1.3323859512461151,1.3011634130558323,1.225113402438592
374,6/28/2021,1.27,-0.007843177,0.002153022,-0.002577421,1.244565466982163,1.2154009276367823,1.1445954550922854
375,6/29/2021,1.42,0.111639971,0.002181976,-0.002272841,1.2348193292881795,1.2059182291496,1.1360257033296066
376,6/30/2021,1.56,0.09402895,0.002200773,-0.002016719,1.3809831226882654,1.3483027577535474,1.2695915084877363
377,7/1/2021,1.48,-0.052643733,0.002201716,-0.002151009,1.5172539729932366,1.4812527006690814,1.393869065654854
378,7/2/2021,1.49,0.006734032,0.002196099,-0.002127503,1.4395001399871652,1.405116064796633,1.3224131140018291
379,7/6/2021,1.43,-0.041101676,0.002194302,-0.002230337,1.4492071851651989,1.4148517583965066,1.332026429615175
380,7/7/2021,1.4,-0.021202208,0.002189472,-0.002280263,1.3905743956467187,1.3576175206982897,1.278216526615764
381,7/8/2021,1.35,-0.036367644,0.002186768,-0.002369732,1.3614154646230276,1.3292824901026512,1.2516312913202468
382,7/9/2021,1.37,0.014706147,0.002181804,-0.00232503,1.3127932030011382,1.281695239627644,1.2067430202155969
383,7/12/2021,1.39,0.014493007,0.002176844,-0.002281119,1.3323004113719379,1.3008490477472723,1.2249254327298724
384,7/13/2021,1.38,-0.007220248,0.002171239,-0.002293981,1.351763256413353,1.3200204144775634,1.2428341610245808
385,7/14/2021,1.36,-0.014598799,0.002165991,-0.002325942,1.3421152334094921,1.3104026644088926,1.2341479471888213
386,7/15/2021,1.34,-0.014815086,0.002160783,-0.002358297,1.3227227083495823,1.2914679442738202,1.2163640956804593
387,7/16/2021,1.32,-0.015037877,0.002155614,-0.002391061,1.3032247263728016,1.2725168218746001,1.198193409304089
388,7/19/2021,1.3,-0.015267472,0.002150485,-0.002424248,1.2837155977571946,1.2535219351727729,1.1810730521098902
389,7/20/2021,1.36,0.045120435,0.002150752,-0.002302025,1.26437187711059,1.234608022426001,1.162980041731184
390,7/21/2021,1.35,-0.007380107,0.002145304,-0.002315045,1.322831874654604,1.2918891420861005,1.2168148506028922
391,7/22/2021,1.3,-0.037740328,0.002143018,-0.002405647,1.3130985518046563,1.2823002448245515,1.2078170835129627
392,7/23/2021,1.3,0.0,0.002137566,-0.00239951,1.2644645698178225,1.2348519058813192,1.1627920730387629
393,7/26/2021,1.28,-0.015504187,0.002132563,-0.002432856,1.264447788884247,1.2349653833388414,1.163553079964586
394,7/27/2021,1.29,0.00778214,0.002127414,-0.002406929,1.244883001918942,1.2158982337851296,1.1457076545780576
395,7/28/2021,1.31,0.015384919,0.002122828,-0.002361886,1.254765600274156,1.2255101113301134,1.1546469566534663
396,7/29/2021,1.28,-0.023167059,0.002118558,-0.002414425,1.2743749417284371,1.2447236206333538,1.1733496416426636
397,7/30/2021,1.26,-0.015748357,0.002113668,-0.002448012,1.245148547720341,1.2162893096909864,1.1459199620034195
398,8/2/2021,1.25,-0.00796817,0.002108434,-0.002461881,1.2257097924128495,1.1971356427657125,1.128003361459461
399,8/3/2021,1.27,0.015873349,0.00210399,-0.002415928,1.2159803181265354,1.1877841846084378,1.1190637685426705
400,8/4/2021,1.25,-0.015873349,0.002099181,-0.002449572,1.235476024630385,1.206842235066356,1.1373304512879971
401,8/5/2021,1.24,-0.008032172,0.002094024,-0.002463494,1.2159651826363111,1.1879118298798927,1.1195336735711479
402,8/6/2021,1.24,0.0,0.00208883,-0.002457365,1.2064116665005769,1.1785394975328933,1.110785090689011
403,8/9/2021,1.21,-0.02449102,0.002084849,-0.00251204,1.2063844000123085,1.1784772455014505,1.1111898344111693
404,8/10/2021,1.17,-0.033616611,0.002082077,-0.002589031,1.1772529394076339,1.1500111975809673,1.0847473886032137
405,8/11/2021,1.17,0.0,0.002076952,-0.002582638,1.1382415484465458,1.1118123833994256,1.0482141089212664
406,8/12/2021,1.15,-0.017241806,0.002072365,-0.002618745,1.1381668509758713,1.1118507029937055,1.0486068851058716
407,8/13/2021,1.11,-0.035401927,0.002069907,-0.002699293,1.1188524238433888,1.0930261793935885,1.0306086494382418
408,8/16/2021,1.09,-0.018182319,0.00206542,-0.002737242,1.079725013192389,1.0549344685932651,0.9949090879007684
409,8/17/2021,1.04,-0.046956983,0.002065139,-0.002845358,1.0603886476266147,1.0359617709432989,0.9769727395865363
410,8/18/2021,1.0,-0.039220713,0.002063322,-0.002934079,1.0115824664389037,0.9883461955694269,0.9319532373714584
411,8/19/2021,0.94,-0.061875404,0.002066734,-0.003077488,0.9725826576987986,0.9502375956902656,0.8962378946844073
412,8/20/2021,0.98,0.041672696,0.002066566,-0.002968871,0.9140967808845626,0.8930346389412507,0.8420630279909487
413,8/23/2021,0.98,0.0,0.002061584,-0.002961683,0.9531825132372133,0.93122079801201,0.8781588821664605
414,8/24/2021,1.1,0.115512887,0.002090426,-0.002675512,0.9532056366374249,0.9312860486498382,0.8782234199475902
415,8/25/2021,1.04,-0.056089467,0.002092247,-0.002804221,1.0698913879422345,1.0451032260187976,0.9851725650674911
416,8/26/2021,1.03,-0.009661911,0.00208733,-0.002820706,1.0114082335645185,0.9879157084705608,0.9313547552024222
417,8/27/2021,1.03,0.0,0.002082344,-0.002813941,1.0017601665418463,0.9786160214738434,0.9226855845359372
418,8/30/2021,1.01,-0.019608471,0.002078035,-0.00285412,1.0018232307022423,0.9786569519327701,0.922872461185984
419,8/31/2021,1.01,0.0,0.002073095,-0.002847308,0.9823390921812206,0.9596044204189217,0.9049154087021373
420,9/1/2021,1.0,-0.009950331,0.002068279,-0.00286422,0.9824866777115403,0.959825170450182,0.9049320050910957
421,9/2/2021,1.01,0.009950331,0.002063755,-0.002833781,0.9726450526999697,0.9501751967820468,0.8959835135341447
422,9/3/2021,1.01,0.0,0.002058884,-0.002827066,0.9823613627402692,0.9598116689687827,0.905174418395318
423,9/7/2021,1.0,-0.009950331,0.002054136,-0.002843906,0.9824973830620409,0.9598679630887506,0.9053062090637306
424,9/8/2021,0.97,-0.030459207,0.002051086,-0.002909037,0.9726601601382542,0.9503231677266891,0.8962764241712333
425,9/9/2021,1.0,0.030459207,0.002048874,-0.002830523,0.9434002407317474,0.9217558979598799,0.8692569049883266
426,9/10/2021,0.98,-0.020202707,0.002044771,-0.002871303,0.9728348485285422,0.9505399007910036,0.8964948540005054
427,9/13/2021,1.01,0.030153038,0.00204253,-0.002793962,0.9532974563141303,0.9314760963918791,0.8786074864161372
428,9/14/2021,0.98,-0.030153038,0.002039503,-0.002857886,0.982626321455408,0.9602077740656616,0.9058206319977036
429,9/15/2021,0.95,-0.031090587,0.002036602,-0.002923696,0.9533335892670656,0.9316504856088413,0.87881757030564
430,9/16/2021,0.95,0.0,0.002031886,-0.002916897,0.9241171067892098,0.9029970554320323,0.8518883989489796
431,9/17/2021,0.95,0.0,0.002027191,-0.002910129,0.9241810669932014,0.903123152415416,0.8519867751931189
432,9/20/2021,0.9,-0.054067221,0.002028543,-0.003028548,0.9242099841062931,0.9031181129647124,0.8524712943119559
433,9/21/2021,0.94,0.043485112,0.002028843,-0.002921126,0.8754643473275987,0.8554873336871343,0.8070075919830367
434,9/22/2021,0.92,-0.021506205,0.002024962,-0.002963949,0.9144562816669826,0.8936284320299673,0.8431214987713592
435,9/23/2021,0.89,-0.033152207,0.002022397,-0.003033347,0.8949951669671137,0.8745971997243251,0.8256563216041494
436,9/24/2021,0.9,0.011173301,0.002018221,-0.003000763,0.8657613747213181,0.8460699138652161,0.7983466920765097
437,9/27/2021,0.89,-0.011173301,0.002013755,-0.003019465,0.8755182213137709,0.8556210163693371,0.8076441370018425
438,9/28/2021,0.86,-0.034289073,0.002011384,-0.003090857,0.8657781805696172,0.8461119585802604,0.7985050446715379
439,9/29/2021,0.86,0.0,0.002006824,-0.003083816,0.8365026950110761,0.8175307096270098,0.7716378683538875
440,9/30/2021,0.84,-0.023530497,0.002003211,-0.003130286,0.8366638025168684,0.8176466693971836,0.7718087164053536
441,10/1/2021,0.84,0.0,0.001998691,-0.003123187,0.8171268359891791,0.7986321016837746,0.7538403754933701
442,10/4/2021,0.82,-0.024097552,0.001995162,-0.003170641,0.8171831699862393,0.7986646404309866,0.7537909531911944
443,10/5/2021,0.78,-0.050010421,0.0019956,-0.003276374,0.7977459585738477,0.7797376472767352,0.7359709062080158
444,10/6/2021,0.73,-0.066249386,0.002000017,-0.003418205,0.7586666921719337,0.7416748168346815,0.700059782537346
445,10/7/2021,0.72,-0.013793322,0.001995764,-0.00344152,0.7099177346533065,0.6938797056463418,0.6549837514814888
446,10/8/2021,0.75,0.040821995,0.001995672,-0.003342274,0.7002408744641219,0.6844086375496831,0.6462028817780079
447,10/11/2021,0.72,-0.040821995,0.001994343,-0.003426122,0.7295074366613739,0.7130130382585861,0.673139289095043
448,10/12/2021,0.71,-0.013986242,0.00199014,-0.003449693,0.7002333472896487,0.6844020481735517,0.6460351734792522
449,10/13/2021,0.72,0.013986242,0.001986383,-0.003410861,0.6904826130281577,0.6748428956639047,0.6372811096543564
450,10/14/2021,0.74,0.027398974,0.001984073,-0.003342394,0.700322611534898,0.6844933564055753,0.6462033305187288
451,10/15/2021,0.76,0.026668247,0.001981667,-0.003275852,0.7197893544785413,0.7036188024348817,0.664340559741446
452,10/18/2021,0.98,0.254234138,0.002123664,-0.002706139,0.7393526122482131,0.7226766613103446,0.6822322004852577
453,10/19/2021,0.95,-0.031090587,0.002120751,-0.002768798,0.9530412995773817,0.9307704249276205,0.8769471841877802
454,10/20/2021,0.86,-0.099529595,0.002136657,-0.002981928,0.923729412585149,0.9021277105702662,0.8503336699922005
455,10/21/2021,0.85,-0.01169604,0.002132128,-0.00300108,0.8360241760676933,0.8165084545563396,0.7691302804729061
456,10/22/2021,0.82,-0.035932009,0.002129825,-0.003073297,0.8262984063189496,0.806932972760756,0.7600314126667995
457,10/25/2021,0.84,0.024097552,0.002126776,-0.003013842,0.7970401232065678,0.778421701010733,0.7335702288591693
458,10/26/2021,0.84,0.0,0.002122152,-0.003007261,0.8165791483867508,0.7975540043363797,0.7515443496160128
459,10/27/2021,0.88,0.046520016,0.002122861,-0.002899359,0.8166270645401732,0.7975806117034652,0.7516756216128336
460,10/28/2021,0.88,0.0,0.002118265,-0.002893056,0.8555097043396622,0.8355931648445738,0.7875389612213218
461,10/29/2021,0.88,0.0,0.002113688,-0.00288678,0.8556466206135649,0.835816476706814,0.787705944498823
462,11/1/2021,0.93,0.055262679,0.002116416,-0.002760916,0.8556651297165286,0.8358137015616236,0.7877741691393265
463,11/2/2021,0.93,0.0,0.002111861,-0.002754952,0.9043511988111317,0.8833663833580534,0.8325779973375735
464,11/3/2021,1.0,0.072570693,0.002119512,-0.002592613,0.9042995929975601,0.8832100998971827,0.8323092494724541
465,11/4/2021,1.07,0.067658648,0.002125544,-0.002441535,0.9726311720425946,0.949948003008451,0.8950635460723392
466,11/5/2021,1.0,-0.067658648,0.002130091,-0.002581486,1.0407618515660624,1.0165428422919802,0.9579433437104568
467,11/8/2021,0.99,-0.010050336,0.002125649,-0.002597479,0.9725416359348847,0.9498584200976793,0.8950878232405155
468,11/9/2021,0.99,0.0,0.002121121,-0.002591929,0.9628881555641463,0.9404666517525834,0.8861884309384159
469,11/10/2021,1.0,0.010050336,0.002116939,-0.002564973,0.9629074553257001,0.9404459865628623,0.8860998879222757
470,11/11/2021,1.0,0.0,0.002112448,-0.002559516,0.9726456763150519,0.9499610907405164,0.8950586343097409
471,11/12/2021,1.0,0.0,0.002107977,-0.002554081,0.9726580705416997,0.9499533079394374,0.8953131524444372
472,11/15/2021,0.97,-0.030459207,0.002105157,-0.002613202,0.9727150837188722,0.9501252875252476,0.8955812124541866
473,11/16/2021,0.95,-0.020834087,0.002101407,-0.002651724,0.9434392272253715,0.9214945313918771,0.8686653981428764
474,11/17/2021,0.96,0.0104713,0.002097336,-0.002624039,0.9239745478319681,0.9025464704642683,0.8506716335922554
475,11/18/2021,0.94,-0.021053409,0.002093635,-0.002662837,0.9338136528966082,0.9121109657567871,0.8598062031799533
476,11/19/2021,0.92,-0.021506205,0.00208998,-0.002702424,0.9143089142059619,0.893241637871806,0.8418945638089366
477,11/22/2021,0.93,0.010810916,0.002085981,-0.002674094,0.8948752580687742,0.8741745307662381,0.8240282820741012
478,11/23/2021,0.9,-0.032789823,0.00208351,-0.002737098,0.9046046046952271,0.883638492369017,0.833017649680522
479,11/24/2021,0.91,0.011049836,0.002079557,-0.002708315,0.8754324578572016,0.8552474524346765,0.8061695345716421
480,11/26/2021,0.9,-0.011049836,0.002075369,-0.002725693,0.8851093997706563,0.8646919006359526,0.8153773759566014
481,11/29/2021,0.87,-0.033901552,0.002073071,-0.002790508,0.8754291928540697,0.855166991898487,0.8063418456173684
482,11/30/2021,1.1,0.234572247,0.002185417,-0.002298054,0.846263870891263,0.8267612231574768,0.7795191197771822
483,12/1/2021,1.03,-0.065751378,0.002189212,-0.002429428,1.0697804102774748,1.0444565811405155,0.9831306676676175
484,12/2/2021,1.02,-0.009756175,0.002184799,-0.002444565,1.0015393125961924,0.9778408527282187,0.9206314466278595
485,12/3/2021,0.96,-0.060624622,0.002187259,-0.002564524,0.9918357695545157,0.9684226170407785,0.9118230665700626
486,12/6/2021,0.92,-0.042559614,0.002186043,-0.002646819,0.9333960012842957,0.9113133471902212,0.8578191459034782
487,12/7/2021,0.94,0.021506205,0.00218275,-0.002597223,0.8943224118886418,0.8732028568116199,0.8221608425980764
488,12/8/2021,0.96,0.021053409,0.002179421,-0.002548759,0.9138330363832006,0.8922641350043875,0.8403699858612761
489,12/9/2021,1.0,0.040821995,0.002178803,-0.002460066,0.9333664894286174,0.9113841072484287,0.8579471136835277
490,12/10/2021,0.99,-0.010050336,0.002174474,-0.002475556,0.9723716306187186,0.9494278525430043,0.8938951908681839
491,12/13/2021,0.96,-0.030771659,0.002171672,-0.002533186,0.962724825798748,0.9399129668835462,0.8848934751752209
492,12/14/2021,0.96,0.0,0.002167271,-0.002528037,0.9334483467375232,0.9113895943307678,0.8583724379470359
493,12/15/2021,0.94,-0.021053409,0.00216357,-0.002565614,0.9335063643952763,0.9115300539678263,0.8582688858106782
494,12/16/2021,0.95,0.010582109,0.00215954,-0.002538999,0.9140508696946473,0.8924419654112925,0.8404053732530198
495,12/17/2021,0.94,-0.010582109,0.002155307,-0.002555248,0.9237095126931537,0.9020077340438957,0.8494613402912364
496,12/20/2021,0.91,-0.032435276,0.002152758,-0.00261549,0.9140273834518632,0.8926015078249973,0.8406756249903921
497,12/21/2021,0.9,-0.011049836,0.00214857,-0.00263246,0.884855332393311,0.864141043084234,0.8139759568206778
498,12/22/2021,0.9,0.0,0.002144269,-0.002627174,0.8751356065246221,0.8546426516006143,0.8050822119080834
