,Date,XOM,PDR,VAR,AVG,VAR70,VAR85,VAR99
218,11/11/2020,36.48,-0.010362814,0.001155339,-0.003048194,36.07612945363998,35.45202076021955,33.930831821707564
219,11/12/2020,35.23,-0.034866173,0.001154665,-0.003193482,35.70540721008059,35.09141636080049,33.57996861583368
220,11/13/2020,36.080002,0.023840758,0.001152724,-0.003070599,34.477672995621,33.882599772622406,32.425291920836976
221,11/16/2020,38.16,0.056049096,0.001163251,-0.002803089,35.315774660691005,34.706374464156625,33.22686313576457
222,11/17/2020,38.669998,0.013276207,0.001159171,-0.002730659,37.35791259599795,36.70897602775999,35.143111559416894
223,11/18/2020,37.209999,-0.038486538,0.00115968,-0.002891,37.862559225388715,37.20757455994874,35.60218371514601
224,11/19/2020,37.400002,0.005093242,0.001154786,-0.002855356,36.4229699913589,35.794929664393315,34.25707022454037
225,11/20/2020,36.939999,-0.01237581,0.001150055,-0.002897669,36.61315928395222,35.98296934548296,34.434113757485704
226,11/23/2020,39.360001,0.06345515,0.001164361,-0.002604072,36.16284949415454,35.54118187498786,34.01564710043532
227,11/24/2020,41.98,0.064443217,0.001178948,-0.00230871,38.54126269430705,37.87425864410063,36.24603401752034
228,11/25/2020,40.810001,-0.02826614,0.001176719,-0.002422558,41.11054060422244,40.395921258254496,38.654225263994434
229,11/27/2020,40.189999,-0.01530899,0.001172303,-0.002478831,39.96043878181525,39.26394772441904,37.56165073711719
230,11/30/2020,38.130001,-0.052616783,0.001178088,-0.002696822,39.35308140691276,38.66976454746923,37.001504089459544
231,12/1/2020,38.5,0.009656841,0.001173646,-0.002643343,37.32757228640583,36.677641628528626,35.09403237787247
232,12/2/2020,39.939999,0.036720062,0.001175237,-0.002473673,37.69457623496938,37.03819694494438,35.43707667596115
233,12/3/2020,40.209999,0.006737393,0.001170555,-0.002434141,39.10953840129683,38.42941238419851,36.77107992568784
234,12/4/2020,41.68,0.035905701,0.001171808,-0.002270295,39.374467195502774,38.68946699721156,37.02487931478297
235,12/7/2020,40.900002,-0.018891285,0.001167992,-0.002341023,40.82261022535228,40.1127149266332,38.379326497576464
236,12/8/2020,42.240002,0.032237575,0.001168088,-0.002194503,40.05683991372544,39.36514592356827,37.665642785840625
237,12/9/2020,42.799999,0.013170392,0.001164151,-0.002129672,41.3756184701259,40.658976954891344,38.90763858488583
238,12/10/2020,44.009998,0.027878756,0.001163028,-0.002003587,41.92858646752245,41.20462068980398,39.43447375779206
239,12/11/2020,43.799999,-0.004783041,0.001158194,-0.002015216,43.11529789741134,42.36892980198358,40.54919913192288
240,12/14/2020,42.220001,-0.036739728,0.001158371,-0.002159902,42.91038947276077,42.16992476032713,40.358942122397586
241,12/15/2020,43.040001,0.019235873,0.001155456,-0.002071122,41.354886303814325,40.63931102711966,38.88546788388723
242,12/16/2020,43.700001,0.015218186,0.001151912,-0.001999679,42.16966726321753,41.44206100860133,39.66136606399694
243,12/17/2020,43.48,-0.005047063,0.001147209,-0.00201222,42.81786416505944,42.08236392784664,40.284142940134124
244,12/18/2020,42.73,-0.017399813,0.001143474,-0.002075284,42.606845962808364,41.87412171290006,40.08458240958081
245,12/21/2020,41.950001,-0.018422793,0.001139893,-0.002142008,41.86733576785374,41.15019160897597,39.38803846822242
246,12/22/2020,41.240002,-0.017069749,0.001136162,-0.00220269,41.10715895201166,40.40004002054628,38.67448662401529
247,12/23/2020,41.77,0.012769671,0.001132466,-0.002142073,40.40531172323609,39.71298687299381,38.02195468153682
248,12/24/2020,41.599998,-0.004078259,0.001127914,-0.00214988,40.9305280389375,40.23322067234454,38.52560866747319
249,12/28/2020,41.740002,0.00335983,0.001123506,-0.002127753,40.76513920464907,40.06938405224051,38.36845252095779
250,12/29/2020,41.27,-0.011324106,0.001119349,-0.002164538,40.90455567045572,40.20646780391786,38.50891550088077
251,12/30/2020,41.599998,0.007964275,0.001115296,-0.002124185,40.44387921125518,39.75270664748159,38.076685325679556
252,12/31/2020,41.220001,-0.009176519,0.001111067,-0.00215217,40.76918772799227,40.07400257374238,38.39725842976373
253,1/4/2021,41.5,0.006769828,0.001106989,-0.002116905,40.39423562946794,39.710233437690235,38.039133194075205
254,1/5/2021,43.5,0.047067511,0.001112117,-0.001923266,40.67293013888489,39.98771500186979,38.30237649449266
255,1/6/2021,44.610001,0.025197133,0.001110629,-0.001816911,42.64033018060531,41.92022862705077,40.1593000636159
256,1/7/2021,44.959999,0.007815112,0.001106652,-0.001779286,43.73457136361673,42.99550646401822,41.18865284797478
257,1/8/2021,45.459999,0.011059613,0.001102985,-0.001729329,44.07953344992083,43.33433879282981,41.506456284325495
258,1/11/2021,46.84,0.029904742,0.001102573,-0.001606717,44.57461707928013,43.82231666625054,41.9916603484258
259,1/12/2021,47.880001,0.021960363,0.001100452,-0.001515724,45.93160303625932,45.15676909454906,43.26677231109084
260,1/13/2021,48.419998,0.011215009,0.001096841,-0.00146676,46.95277017847961,46.162504458405635,44.24066705564418
261,1/14/2021,50.310001,0.038290974,0.001098671,-0.001314431,47.48844126928111,46.69007740531352,44.7376276188863
262,1/15/2021,47.889999,-0.049297191,0.001103232,-0.001497572,49.35349810483652,48.52042265730679,46.49807141421244
263,1/19/2021,48.84,0.019642956,0.00110073,-0.001417189,46.9666013329173,46.174558232853535,44.241355874714685
264,1/20/2021,49.529999,0.014028877,0.001097461,-0.001358682,47.901332077271945,47.09867288889137,45.12211391126038
