,Date,DAL,PDR,VAR,AVG,VAR70,VAR85,VAR99
228,11/25/2020,41.290001,0.000726905,0.002878564,-0.001568398,39.989595101248646,38.90399429936727,36.29774087588115
229,11/27/2020,41.060001,-0.005585928,0.002866064,-0.001585942,40.027007094157334,38.94673915812432,36.337170170562985
230,11/30/2020,40.25,-0.019924432,0.002855059,-0.001665675,39.80280445260425,38.727479976449594,36.14889776967932
231,12/1/2020,39.959999,-0.007231075,0.002842833,-0.001689767,39.01776776124806,37.96591587617749,35.44664479339457
232,12/2/2020,41.07,0.027398999,0.002834211,-0.001564385,38.74093265474253,37.69614351180135,35.17768851458625
233,12/3/2020,42.950001,0.044758744,0.002831217,-0.001365573,39.81846034335541,38.74838582758347,36.172872449458964
234,12/4/2020,42.360001,-0.013832127,0.002819779,-0.001418849,41.65206473581335,40.53573395328712,37.84160208498822
235,12/7/2020,42.349998,-0.00023617,0.002807786,-0.001413816,41.0830925489272,39.98237549795098,37.333638346747705
236,12/8/2020,42.41,0.00141581,0.002795922,-0.001401826,41.07344470790525,39.97655456642476,37.337521407764605
237,12/9/2020,42.110001,-0.007098918,0.002784262,-0.001425865,41.1343917024487,40.03171644189587,37.38684147821197
238,12/10/2020,42.619999,0.012038337,0.002773322,-0.001369292,40.84865759856637,39.75906272449641,37.140999775952366
239,12/11/2020,41.740002,-0.020863654,0.002763301,-0.001450859,41.349954102059534,40.25113549380508,37.60297921834355
240,12/14/2020,40.689999,-0.025477612,0.002754183,-0.00155097,40.49447570186385,39.41721791592354,36.832304581796905
241,12/15/2020,41.849998,0.028109412,0.00274639,-0.001427898,39.469273457393186,38.425058163332736,35.91557637382699
242,12/16/2020,41.080002,-0.018570315,0.00273625,-0.001498735,40.60235792118544,39.524917108117826,36.95023915114603
243,12/17/2020,41.110001,0.000729991,0.00272501,-0.001489563,39.85230130917453,38.8023263026765,36.264025829721305
244,12/18/2020,40.68,-0.010514854,0.002714175,-0.001526552,39.88518078367633,38.83355511037961,36.30859385368098
245,12/21/2020,40.139999,-0.013363253,0.002703666,-0.001574865,39.46913835167639,38.42960966199752,35.9264582114667
246,12/22/2020,38.939999,-0.030351344,0.002696028,-0.001691842,38.947094160672734,37.926232712113126,35.46537588575594
247,12/23/2020,40.240002,0.032839601,0.002689921,-0.001552039,37.77910534003791,36.78642719009817,34.40934714570363
248,12/24/2020,39.73,-0.012755006,0.002679579,-0.001597212,39.047160157558416,38.02022448660621,35.55493757418837
249,12/28/2020,40.150002,0.01051592,0.002669404,-0.001548565,38.551086829694505,37.542733486358905,35.11437985176424
250,12/29/2020,40.029999,-0.002993342,0.002658735,-0.001554344,38.96275482731431,37.94841046921187,35.50250934122666
251,12/30/2020,40.560001,0.013153236,0.002649001,-0.001495748,38.858301018944246,37.84082564488726,35.409525093413826
252,12/31/2020,40.209999,-0.008666688,0.002638692,-0.001524204,39.370254620656176,38.342529010067764,35.88950179856424
253,1/4/2021,38.73,-0.037501203,0.002633358,-0.001666406,39.029278561023,38.01561710766418,35.587295061433586
254,1/5/2021,39.549999,0.020951175,0.002624997,-0.00157736,37.59050020675207,36.616325875708704,34.27412269116691
255,1/6/2021,40.380001,0.020768969,0.002616653,-0.001489728,38.388371157686755,37.39405330767289,35.008122808268666
256,1/7/2021,40.23,-0.003721652,0.002606451,-0.001498446,39.20237948595007,38.185795268194376,35.75458859134266
257,1/8/2021,40.02,-0.005233657,0.002596363,-0.00151298,39.05623154935774,38.050130120174664,35.63002605697868
258,1/11/2021,39.41,-0.015359738,0.00258704,-0.00156665,38.85895335421507,37.85991845103353,35.45616581577774
259,1/12/2021,40.299999,0.022331853,0.002579248,-0.001474377,38.260878910632925,37.28128277475281,34.9077626775875
260,1/13/2021,40.450001,0.003715224,0.002569431,-0.001454417,39.13730252642089,38.1328611700062,35.708322852845754
261,1/14/2021,41.470001,0.02490363,0.002562238,-0.001353429,39.27970575477119,38.27245079302659,35.84505998866953
262,1/15/2021,39.98,-0.036590969,0.00255718,-0.001487923,40.27762777121928,39.25017653904218,36.76367034049153
263,1/19/2021,40.310001,0.008220273,0.002547814,-0.00145101,38.82338491469191,37.83306582116047,35.44285542341513
264,1/20/2021,41.619999,0.031981195,0.002542381,-0.001324373,39.149004999847385,38.150535479103944,35.755849254074604
265,1/21/2021,40.669998,-0.023090126,0.002534568,-0.001406508,40.42514253773859,39.398565957138466,36.92733044632072
